region,province,municipality,division,school_id,school_name,school_type,year_1_male,year_1_female,year_2_male,year_2_female,year_3_male,year_3_female,year_4_male,year_4_female
I (Ilocos Region),La Union,Bangar,La Union,300114,Dona F. Lacsamana Vda de Ortega MNHS,HS,294,238,211,208,195,181,169,156
I (Ilocos Region),La Union,Bangar,La Union,300115,Dona F. Lacsamana Vda de Ortega MNHS - Casa Cristo Annex,HS,46,36,40,35,42,23,43,40
I (Ilocos Region),Pangasinan,San Carlos City,San Carlos City,300381,Doyong NHS,HS,57,47,61,56,61,63,44,58
I (Ilocos Region),Pangasinan,Calasiao,"Pangasinan I, Lingayen",300198,Doyong-Malabago NHS,HS,127,108,134,86,97,88,90,94
I (Ilocos Region),La Union,City of San Fernando (Capital),San Fernando City,300116,Dr. Quintin Balcita NHS,HS,55,48,32,36,31,46,30,40
I (Ilocos Region),Ilocos Sur,City of Candon,Candon City,300051,Dr. Ricardo Gacula Memorial National High School,HS,53,59,47,39,50,42,39,34
I (Ilocos Region),Pangasinan,Binmaley,"Pangasinan I, Lingayen",300199,Dulag NHS,HS,124,129,130,101,110,94,92,91
I (Ilocos Region),Ilocos Norte,Dumalneg,Ilocos Norte,300017,Dumalneg NHS,HS,13,15,18,17,11,19,8,12
I (Ilocos Region),Pangasinan,Basista,"Pangasinan I, Lingayen",300200,Dumpay NHS,HS,120,108,120,107,94,74,82,108
I (Ilocos Region),Pangasinan,Sison,"Pangasinan II, Binalonan",321213,Dungon IS,HS,9,14,11,11,13,9,0,0
I (Ilocos Region),La Union,Sudipen,La Union,300117,Duplas NHS,HS,20,21,17,17,21,14,19,14
I (Ilocos Region),Pangasinan,Dagupan City,Dagupan City,305501,East Central IS,HS,91,67,75,53,63,67,0,0
I (Ilocos Region),La Union,Naguilian,La Union,321005,EASTERN NAGUILIAN NATIONAL HIGH SCHOOL,HS,58,38,46,24,39,47,33,31
I (Ilocos Region),Pangasinan,Santa Maria,"Pangasinan II, Binalonan",300309,Eastern Pangasinan Agricultural College,HS,187,170,201,187,185,190,165,175
I (Ilocos Region),Pangasinan,Dasol,"Pangasinan I, Lingayen",300201,Eguia NHS,HS,82,65,80,67,71,61,86,74
I (Ilocos Region),Pangasinan,Aguilar,"Pangasinan I, Lingayen",300202,Enrico T. Prado NHS,HS,159,135,170,106,126,126,97,129
I (Ilocos Region),Pangasinan,Sison,"Pangasinan II, Binalonan",300310,Esperanza IS,HS,22,18,21,17,20,20,10,23
I (Ilocos Region),Pangasinan,Lingayen (Capital),"Pangasinan I, Lingayen",300203,Estanza NHS,HS,98,75,87,58,100,86,118,87
I (Ilocos Region),Pangasinan,Pozzorubio,"Pangasinan II, Binalonan",300311,Eugenio P. Perez NHS,HS,40,25,38,37,28,17,27,33
I (Ilocos Region),Ilocos Norte,Vintar,Ilocos Norte,320827,F. Camaquin Integrated School,HS,61,56,0,0,0,0,0,0
I (Ilocos Region),Pangasinan,Dagupan City,Dagupan City,305502,Federico N. Ceralde IS,HS,92,55,46,67,79,41,0,0
I (Ilocos Region),Pangasinan,San Manuel,"Pangasinan II, Binalonan",300312,Flores IS,HS,74,74,72,64,89,52,80,64
I (Ilocos Region),Pangasinan,Umingan,"Pangasinan II, Binalonan",300313,Flores NHS,HS,20,25,18,28,31,16,18,24
I (Ilocos Region),Ilocos Sur,Gregorio Del Pilar (Concepcion),Ilocos Sur,300048,G. DEL PILAR NHS,HS,31,21,31,30,21,22,17,13
I (Ilocos Region),Ilocos Norte,Laoag City (Capital),Laoag City,300372,Gabu NHS,HS,72,64,70,67,66,50,66,66
I (Ilocos Region),Pangasinan,Urbiztondo,"Pangasinan I, Lingayen",300204,Galarin NHS,HS,84,65,91,73,91,64,77,72
I (Ilocos Region),Pangasinan,Bani,"Pangasinan I, Lingayen",300205,Garrita NHS,HS,28,26,40,31,30,33,32,25
I (Ilocos Region),Pangasinan,Agno,"Pangasinan I, Lingayen",321127,Gayusan IS,HS,28,18,0,0,0,0,0,0
I (Ilocos Region),Pangasinan,Mangaldan,"Pangasinan II, Binalonan",321220,Gueguesangen IS,HS,79,54,0,0,0,0,0,0
I (Ilocos Region),Pangasinan,San Carlos City,San Carlos City,305702,Guelew IS,HS,31,40,36,42,48,42,0,0
I (Ilocos Region),Pangasinan,Rosales,"Pangasinan II, Binalonan",300314,Guiling-Coliling NHS,HS,122,86,103,66,82,85,61,77
I (Ilocos Region),La Union,Naguilian,La Union,300123,Gusing NHS - Northern Naguilian NHS,HS,68,69,57,65,66,67,62,50
I (Ilocos Region),Pangasinan,Bayambang,"Pangasinan I, Lingayen",300206,Hermosa NHS,HS,50,53,45,55,43,46,36,59
I (Ilocos Region),Pangasinan,City of Alaminos,Alaminos City,322701,Ildefonso Quimson Community HS,HS,32,18,33,23,17,7,0,0
I (Ilocos Region),Ilocos Norte,Pasuquin,Ilocos Norte,300018,Ilocos Norte Agricultural College,HS,158,145,111,129,153,127,125,122
I (Ilocos Region),Ilocos Norte,Laoag City (Capital),Laoag City,300373,Ilocos Norte College of Arts & Trades,HS,348,329,315,256,284,311,247,214
I (Ilocos Region),Ilocos Norte,Laoag City (Capital),Laoag City,300374,Ilocos Norte NHS,HS,427,427,346,418,330,376,335,411
I (Ilocos Region),Ilocos Norte,Laoag City (Capital),Laoag City,305601,Ilocos Norte NHS - Caaoacan Annex,HS,13,13,18,9,16,5,13,5
I (Ilocos Region),Ilocos Norte,Laoag City (Capital),Laoag City,300375,Ilocos Norte Regional School of Fisheries,HS,61,40,57,45,47,52,56,61
I (Ilocos Region),Ilocos Sur,City of Vigan (Capital),Vigan City,300052,Ilocos Sur NHS,HS,571,682,571,642,541,598,472,589
I (Ilocos Region),Pangasinan,Bolinao,"Pangasinan I, Lingayen",300207,Ilog Malino NHS,HS,39,22,31,20,28,25,21,23
I (Ilocos Region),Ilocos Sur,Narvacan,Ilocos Sur,300053,Imelda NHS,HS,15,18,20,24,14,17,21,16
I (Ilocos Region),Pangasinan,City of Alaminos,Alaminos City,300208,Inerangan NHS,HS,50,46,74,48,51,40,42,53
I (Ilocos Region),Pangasinan,Infanta,"Pangasinan I, Lingayen",321120,Infanta IS,HS,66,62,80,60,0,0,0,0
I (Ilocos Region),Pangasinan,Bugallon,"Pangasinan I, Lingayen",300267,Irene Rayos Ombac NHS,HS,168,148,159,142,161,183,170,171
I (Ilocos Region),Ilocos Norte,Vintar,Ilocos Norte,320821,Isic-isic NHS,HS,17,19,22,30,24,14,48,19
I (Ilocos Region),Pangasinan,Burgos,"Pangasinan I, Lingayen",300239,Jose Rivera Bonsay NHS (Pogoruac NHS),HS,86,60,65,59,66,56,46,52
I (Ilocos Region),Pangasinan,Binalonan,"Pangasinan II, Binalonan",300307,Juan G. Macaraeg NHS,HS,415,409,388,344,387,376,338,333
I (Ilocos Region),Pangasinan,Dagupan City,Dagupan City,300371,"Judge Jose de Venecia, Sr. MNHS",HS,210,141,143,143,112,121,109,132
I (Ilocos Region),Pangasinan,Umingan,"Pangasinan II, Binalonan",300316,La Paz NHS,HS,78,57,87,54,66,60,58,62
I (Ilocos Region),La Union,City of San Fernando (Capital),San Fernando City,300118,La Union NHS,HS,680,598,652,605,573,596,502,543
I (Ilocos Region),La Union,City of San Fernando (Capital),San Fernando City,321001,La Union NHS - Sacyud Annex,HS,19,14,20,21,25,14,10,13
I (Ilocos Region),La Union,Santol,La Union,321026,La Union Special School for Culture and Arts,HS,10,8,0,0,0,0,0,0
I (Ilocos Region),Pangasinan,Sison,"Pangasinan II, Binalonan",300317,Labayug NHS,HS,52,40,36,35,33,41,28,42
I (Ilocos Region),Pangasinan,City of Urdaneta,Urdaneta City,300404,Labit National High School,HS,60,33,47,22,46,26,34,38
I (Ilocos Region),Pangasinan,Labrador,"Pangasinan I, Lingayen",300209,Labrador NHS,HS,222,206,178,176,168,221,198,201
I (Ilocos Region),Pangasinan,San Quintin,"Pangasinan II, Binalonan",300318,Lagasit NHS,HS,39,23,31,29,19,21,21,22
I (Ilocos Region),Pangasinan,City of Urdaneta,Urdaneta City,300405,Lananpin NHS,HS,88,78,92,66,80,74,54,53
I (Ilocos Region),Pangasinan,Laoac,"Pangasinan II, Binalonan",300319,Laoac NHS,HS,120,96,117,88,118,106,95,92
I (Ilocos Region),Pangasinan,Malasiqui,"Pangasinan I, Lingayen",300210,Lareglareg NHS,HS,26,19,33,19,32,22,21,29
I (Ilocos Region),Pangasinan,Lingayen (Capital),"Pangasinan I, Lingayen",300211,Lasip NHS,HS,109,103,102,83,89,95,102,96
I (Ilocos Region),La Union,Tubao,La Union,300119,Leones NHS,HS,54,40,45,37,52,35,38,40
I (Ilocos Region),Pangasinan,San Carlos City,San Carlos City,300382,Libas NHS,HS,40,39,49,29,27,20,26,34
I (Ilocos Region),La Union,Burgos,La Union,321025,Libtong Integrated School,HS,15,8,0,0,0,0,0,0
I (Ilocos Region),Ilocos Sur,Lidlidda,Ilocos Sur,300054,Lidlidda NHS,HS,54,43,37,35,47,39,36,42
I (Ilocos Region),Pangasinan,San Carlos City,San Carlos City,300383,Lilimasan NHS,HS,23,28,20,15,24,22,25,20
I (Ilocos Region),La Union,San Gabriel,La Union,321017,Lipay Integrated School,HS,30,25,34,23,25,24,0,0
I (Ilocos Region),Ilocos Sur,Cabugao,Ilocos Sur,300055,Lipit NHS,HS,35,29,26,23,19,22,22,22
I (Ilocos Region),Pangasinan,Manaoag,"Pangasinan II, Binalonan",300320,Lipit NHS,HS,31,22,30,32,33,19,29,32
I (Ilocos Region),La Union,Caba,La Union,321019,Liquicia Integrated School,HS,11,9,17,7,0,0,0,0
I (Ilocos Region),Pangasinan,Bolinao,"Pangasinan I, Lingayen",321109,Liwa Liwa IS,HS,28,28,14,17,14,15,15,11
I (Ilocos Region),Pangasinan,San Jacinto,"Pangasinan II, Binalonan",300321,Lobong NHS,HS,119,98,89,94,86,88,78,89
I (Ilocos Region),Pangasinan,Malasiqui,"Pangasinan I, Lingayen",300212,Lokeb Norte NHS,HS,52,50,52,50,59,42,34,31
I (Ilocos Region),Pangasinan,Malasiqui,"Pangasinan I, Lingayen",300213,Lokeb Sur NHS,HS,106,96,83,65,95,84,89,77
I (Ilocos Region),Pangasinan,Asingan,"Pangasinan II, Binalonan",300322,Luciano Millan National HS,HS,183,200,159,184,151,179,132,157
I (Ilocos Region),Pangasinan,Bolinao,"Pangasinan I, Lingayen",300214,Luciente II NHS,HS,30,34,62,48,51,48,46,40
I (Ilocos Region),Pangasinan,San Quintin,"Pangasinan II, Binalonan",321214,Lumayao Integrated School,HS,44,31,44,17,20,18,15,11
I (Ilocos Region),La Union,Luna,La Union,321018,LUNA NATIONAL VOCATIONAL HIGH SCHOOL,HS,18,39,42,25,0,0,0,0
I (Ilocos Region),Pangasinan,Bolinao,"Pangasinan I, Lingayen",300215,Luna NHS,HS,74,78,84,79,63,78,60,65
I (Ilocos Region),La Union,Luna,La Union,300120,Luna NHS,HS,134,138,114,112,135,144,117,138
I (Ilocos Region),La Union,Luna,La Union,321002,Luna NHS - Cantoria Annex,HS,39,43,38,46,37,34,36,34
I (Ilocos Region),La Union,Luna,La Union,321003,Luna NHS - Rimos Annex,HS,48,31,54,42,47,39,37,35
I (Ilocos Region),Pangasinan,Malasiqui,"Pangasinan I, Lingayen",300216,Lunec NHS,HS,51,46,26,36,37,35,24,25
I (Ilocos Region),Ilocos Sur,Narvacan,Ilocos Sur,320902,Lungog IS,HS,49,37,34,34,27,43,30,23
I (Ilocos Region),Ilocos Sur,Santo Domingo,Ilocos Sur,300056,Lussoc NHS,HS,89,64,74,85,55,86,63,59
I (Ilocos Region),Ilocos Norte,Pagudpud,Ilocos Norte,300019,Luzong NHS,HS,62,64,47,50,61,44,47,59
I (Ilocos Region),Pangasinan,San Carlos City,San Carlos City,300384,Mabalbalino NHS,HS,51,60,73,51,55,60,43,37
I (Ilocos Region),Pangasinan,San Fabian,"Pangasinan II, Binalonan",300323,Mabilao NHS,HS,101,100,100,79,75,76,63,69
I (Ilocos Region),Ilocos Sur,Santa,Ilocos Sur,320901,Mabilbila IS,HS,36,33,30,23,38,25,36,29
I (Ilocos Region),Pangasinan,Malasiqui,"Pangasinan I, Lingayen",321105,Mabulitec IS,HS,47,29,39,31,31,34,31,28
I (Ilocos Region),Pangasinan,Anda,"Pangasinan I, Lingayen",300217,Macaleeng NHS,HS,49,36,29,31,19,21,17,28
I (Ilocos Region),Pangasinan,Mangatarem,"Pangasinan I, Lingayen",300218,Macarang NHS,HS,164,125,153,139,122,132,106,115
I (Ilocos Region),Pangasinan,Alcala,"Pangasinan II, Binalonan",321202,Macayo IS,HS,24,10,27,16,23,11,22,20
I (Ilocos Region),Pangasinan,Mabini,"Pangasinan I, Lingayen",300219,Magalong NHS,HS,36,34,44,43,31,53,45,45
I (Ilocos Region),Ilocos Sur,Magsingal,Ilocos Sur,300057,Magsingal NHS,HS,103,87,82,76,44,76,60,59
I (Ilocos Region),La Union,Naguilian,La Union,300144,Magungunay NHS - Southern Naguilian NHS,HS,37,27,50,38,36,36,32,35
I (Ilocos Region),Pangasinan,San Carlos City,San Carlos City,300385,Malacanang NHS,HS,47,39,31,39,65,52,55,38
I (Ilocos Region),Ilocos Norte,Paoay,Ilocos Norte,320823,Malaguip Integrated School,HS,24,23,17,16,0,0,0,0
I (Ilocos Region),Pangasinan,Malasiqui,"Pangasinan I, Lingayen",300220,Malasiqui NHS,HS,405,392,393,378,364,376,322,343
I (Ilocos Region),Pangasinan,Lingayen (Capital),"Pangasinan I, Lingayen",321118,Malawa IS,HS,18,26,29,26,23,16,0,0
I (Ilocos Region),Pangasinan,San Nicolas,"Pangasinan II, Binalonan",300324,Malico NHS,HS,10,16,12,18,12,12,10,14
I (Ilocos Region),Pangasinan,Dasol,"Pangasinan I, Lingayen",300221,Malimpin NHS,HS,49,47,46,48,43,50,41,33
I (Ilocos Region),Pangasinan,Manaoag,"Pangasinan II, Binalonan",300325,Manaoag NHS,HS,479,443,433,399,429,437,340,406
I (Ilocos Region),La Union,Aringay,La Union,321007,Manga National HS,HS,23,24,28,19,19,16,23,18
I (Ilocos Region),Pangasinan,Mangaldan,"Pangasinan II, Binalonan",321211,Mangaldan IS,HS,57,44,54,32,0,0,0,0
I (Ilocos Region),Pangasinan,Mangaldan,"Pangasinan II, Binalonan",300326,Mangaldan NHS,HS,757,782,732,718,650,762,591,692
I (Ilocos Region),Pangasinan,Mangatarem,"Pangasinan I, Lingayen",300222,Mangatarem NHS,HS,387,405,391,328,337,362,333,325
I (Ilocos Region),Ilocos Sur,Magsingal,Ilocos Sur,300058,Manzante NHS,HS,27,13,22,18,22,14,18,16
I (Ilocos Region),La Union,Pugo,La Union,300121,Maoasoas NHS,HS,34,41,38,37,34,31,37,34
I (Ilocos Region),Pangasinan,Mapandan,"Pangasinan I, Lingayen",300224,Mapandan NHS,HS,277,245,217,204,236,218,184,171
I (Ilocos Region),Ilocos Norte,Marcos,Ilocos Norte,300020,Marcos NHS,HS,106,99,95,101,101,107,79,87
I (Ilocos Region),Ilocos Norte,Marcos,Ilocos Norte,320811,Marcos NHS (Agunit Campus),HS,32,18,20,27,23,22,34,31
I (Ilocos Region),Ilocos Norte,Marcos,Ilocos Norte,320812,Marcos NHS (Santiago Campus),HS,41,31,31,30,38,28,29,35
I (Ilocos Region),Pangasinan,Umingan,"Pangasinan II, Binalonan",300327,Maseil-seil Alo-o NHS,HS,23,35,31,20,25,17,21,20
I (Ilocos Region),Pangasinan,San Manuel,"Pangasinan II, Binalonan",300328,Mataas Na Paaralang Juan C. Laya,HS,283,330,227,283,199,259,200,216
I (Ilocos Region),Pangasinan,Santa Barbara,"Pangasinan I, Lingayen",300225,Matic-Matic NHS,HS,76,40,77,53,49,43,50,43
I (Ilocos Region),La Union,Bangar,La Union,321014,Mindoro Integrated School,HS,14,15,7,10,15,17,31,15
I (Ilocos Region),Pangasinan,Santa Barbara,"Pangasinan I, Lingayen",300226,Minien NHS,HS,63,49,61,57,54,64,39,61
I (Ilocos Region),Pangasinan,Bayambang,"Pangasinan I, Lingayen",300188,Moises B. Rebamontan NHS,HS,82,75,85,58,96,43,38,47
I (Ilocos Region),Ilocos Sur,Nagbukel,Ilocos Sur,300059,Nagbukel NHS,HS,68,44,63,41,52,55,67,56
I (Ilocos Region),Ilocos Sur,Santo Domingo,Ilocos Sur,300060,Naglaoa-an NHS,HS,59,55,60,49,49,34,47,51
I (Ilocos Region),Ilocos Norte,Badoc,Ilocos Norte,300021,Nagrebcan NHS,HS,34,35,35,34,32,34,26,30
I (Ilocos Region),Ilocos Sur,San Juan (Lapog),Ilocos Sur,300061,Nagsupotan NHS,HS,15,26,26,24,25,22,22,21
I (Ilocos Region),Ilocos Sur,Santa Lucia,Ilocos Sur,300062,Nagtablaan NHS,HS,35,32,35,32,44,34,21,25
I (Ilocos Region),Pangasinan,Mangatarem,"Pangasinan I, Lingayen",300227,Naguilayan NHS,HS,20,9,21,16,22,12,20,20
I (Ilocos Region),La Union,Naguilian,La Union,300122,Naguilian NHS,HS,251,266,294,290,255,296,260,285
I (Ilocos Region),Pangasinan,Malasiqui,"Pangasinan I, Lingayen",300228,Nalsian-Tomling NHS,HS,82,83,73,76,51,67,56,53
I (Ilocos Region),Pangasinan,Pozzorubio,"Pangasinan II, Binalonan",300329,Nama NHS,HS,40,30,36,29,27,34,29,23
I (Ilocos Region),Pangasinan,City of Urdaneta,Urdaneta City,300406,Nancalobasaan NHS,HS,41,36,33,35,34,32,30,35
I (Ilocos Region),Pangasinan,Malasiqui,"Pangasinan I, Lingayen",300229,Nancapian NHS,HS,22,28,24,20,21,19,24,26
I (Ilocos Region),Pangasinan,Pozzorubio,"Pangasinan II, Binalonan",300330,Nantangalan NHS,HS,60,45,47,45,49,39,36,30
I (Ilocos Region),Ilocos Sur,Narvacan,Ilocos Sur,300063,Narvacan Nat'l. Central HS,HS,279,273,231,271,228,239,193,227
I (Ilocos Region),Pangasinan,Natividad,"Pangasinan II, Binalonan",300331,Natividad NHS,HS,91,91,88,82,82,67,77,79
I (Ilocos Region),Ilocos Norte,Nueva Era,Ilocos Norte,300022,Nueva Era NHS,HS,52,48,57,71,67,57,66,66
I (Ilocos Region),La Union,Luna,La Union,300124,Oanari NHS,HS,64,45,48,62,54,49,49,55
I (Ilocos Region),La Union,Sudipen,La Union,300125,Old Sudipen NHS,HS,31,30,27,21,15,20,12,17
I (Ilocos Region),Pangasinan,Malasiqui,"Pangasinan I, Lingayen",300230,Olea NHS,HS,73,81,82,81,81,80,68,72
I (Ilocos Region),Pangasinan,Mangatarem,"Pangasinan I, Lingayen",300231,Olo NHS,HS,49,49,40,42,41,40,47,49
I (Ilocos Region),Ilocos Sur,Galimuyod,Ilocos Sur,300064,Pagangpang NHS,HS,29,23,23,31,21,25,16,22
I (Ilocos Region),Ilocos Norte,Badoc,Ilocos Norte,300023,Pagsanahan NHS,HS,40,35,40,37,29,38,25,35
I (Ilocos Region),Ilocos Norte,Pagudpud,Ilocos Norte,300024,Pagudpud NHS,HS,89,68,55,66,65,74,57,67
I (Ilocos Region),Pangasinan,Sual,"Pangasinan I, Lingayen",321125,Paitan IS,HS,43,31,0,0,0,0,0,0
I (Ilocos Region),Ilocos Sur,Santa Lucia,Ilocos Sur,300065,Palali NHS,HS,19,19,24,14,13,22,15,13
I (Ilocos Region),Pangasinan,Malasiqui,"Pangasinan I, Lingayen",321101,Palapar NHS,HS,31,20,29,40,27,27,31,31
I (Ilocos Region),Pangasinan,Pozzorubio,"Pangasinan II, Binalonan",300332,Palguyod NHS,HS,32,28,27,23,33,29,28,25
I (Ilocos Region),Pangasinan,City of Urdaneta,Urdaneta City,300407,Palina East National High School,HS,86,69,81,58,76,71,82,77
I (Ilocos Region),Pangasinan,City of Urdaneta,Urdaneta City,300408,Palina West NHS,HS,43,28,42,23,26,30,31,31
I (Ilocos Region),Ilocos Norte,Vintar,Ilocos Norte,320819,Pallas Integrated School,HS,41,32,35,30,42,32,40,33
I (Ilocos Region),Ilocos Norte,Sarrat,Ilocos Norte,320825,Pandan IS,HS,24,16,0,0,0,0,0,0
I (Ilocos Region),Pangasinan,San Carlos City,San Carlos City,300386,Pangalangan NHS,HS,112,95,84,76,71,93,67,77
I (Ilocos Region),Pangasinan,Tayug,"Pangasinan II, Binalonan",300333,Panganiban NHS,HS,43,41,66,51,33,42,30,41
I (Ilocos Region),Pangasinan,Sual,"Pangasinan I, Lingayen",321104,Pangascasan IS,HS,62,52,69,58,52,59,33,53
I (Ilocos Region),Pangasinan,Lingayen (Capital),"Pangasinan I, Lingayen",300233,Pangasinan NHS,HS,665,694,548,614,538,633,562,674
I (Ilocos Region),Pangasinan,Lingayen (Capital),"Pangasinan I, Lingayen",300234,Pangasinan SAT,HS,339,235,262,199,187,208,161,145
I (Ilocos Region),Ilocos Sur,Caoayan,Ilocos Sur,300066,Pantay-Tamurong NHS,HS,19,25,19,13,18,27,26,17
I (Ilocos Region),La Union,City of San Fernando (Capital),San Fernando City,300126,Pao NHS,HS,6,11,12,12,9,8,16,7
I (Ilocos Region),Ilocos Norte,Paoay,Ilocos Norte,300025,Paoay Lake NHS,HS,42,46,40,51,40,45,62,61
I (Ilocos Region),Ilocos Norte,Paoay,Ilocos Norte,320814,Paoay NHS,HS,97,93,86,97,102,89,78,93
I (Ilocos Region),La Union,Balaoan,La Union,300111,Paraoir NHS,HS,37,53,46,48,50,43,51,41
I (Ilocos Region),La Union,Rosario,La Union,300127,Parasapas NHS,HS,40,31,43,38,38,36,25,39
I (Ilocos Region),Pangasinan,Binmaley,"Pangasinan I, Lingayen",300235,Parayao NHS,HS,152,113,147,93,128,118,95,91
I (Ilocos Region),La Union,Bauang,La Union,300128,Paringao NHS,HS,45,49,37,25,43,38,43,36
I (Ilocos Region),Ilocos Norte,Pagudpud,Ilocos Norte,300026,Pasaleng National High School,HS,51,34,47,27,50,38,25,43
I (Ilocos Region),Pangasinan,Santa Barbara,"Pangasinan I, Lingayen",300237,Payas NHS,HS,81,75,76,65,71,73,50,67
I (Ilocos Region),Pangasinan,City of Urdaneta,Urdaneta City,300409,Pedro T. Orata NHS,HS,37,35,26,39,36,39,44,43
I (Ilocos Region),Pangasinan,Villasis,"Pangasinan II, Binalonan",300334,Piaz NHS,HS,38,44,40,41,40,46,41,37
I (Ilocos Region),Pangasinan,Bolinao,"Pangasinan I, Lingayen",300238,Pilar NHS,HS,126,98,101,103,92,85,65,84
I (Ilocos Region),Pangasinan,Alcala,"Pangasinan II, Binalonan",300335,Pindangan NHS (Alcala),HS,81,59,74,59,57,54,67,59
I (Ilocos Region),Pangasinan,Sison,"Pangasinan II, Binalonan",300336,Pindangan NHS (Sison),HS,32,22,28,24,20,19,22,30
I (Ilocos Region),Ilocos Norte,Pinili,Ilocos Norte,300027,Pinili NHS,HS,84,88,72,72,96,80,96,78
I (Ilocos Region),Pangasinan,Sison,"Pangasinan II, Binalonan",300337,Pinmilapil NHS,HS,26,36,32,33,33,34,35,32
I (Ilocos Region),Pangasinan,City of Alaminos,Alaminos City,300240,"Polo NHS, Alaminos",HS,54,48,43,33,51,38,31,29
I (Ilocos Region),Pangasinan,Bugallon,"Pangasinan I, Lingayen",300241,Polong NHS,HS,223,206,256,230,222,222,183,165
I (Ilocos Region),Pangasinan,Bugallon,"Pangasinan I, Lingayen",321122,Portic IS,HS,34,26,17,25,0,0,0,0
I (Ilocos Region),Pangasinan,Umingan,"Pangasinan II, Binalonan",300338,Prado NHS,HS,42,29,39,35,52,30,29,30
I (Ilocos Region),La Union,Agoo,La Union,300129,Pres. Elpidio. Quirino NHS,HS,169,155,156,150,134,152,142,123
I (Ilocos Region),Pangasinan,Mapandan,"Pangasinan I, Lingayen",300242,Primicias NHS,HS,54,50,48,40,52,29,39,30
I (Ilocos Region),Ilocos Sur,Tagudin,Ilocos Sur,320903,Pudoc West Integrated School,HS,44,43,35,33,24,30,28,38
I (Ilocos Region),Ilocos Sur,Cabugao,Ilocos Sur,300067,Pug-os NHS,HS,32,19,22,24,21,29,24,22
I (Ilocos Region),Pangasinan,Dagupan City,Dagupan City,305503,Pugaro IS,HS,55,41,33,44,15,18,7,13
I (Ilocos Region),La Union,Pugo,La Union,300131,Pugo Central NHS,HS,74,69,72,75,52,46,48,58
I (Ilocos Region),Ilocos Sur,Caoayan,Ilocos Sur,300068,"Puro NHS, Caoayan",HS,19,16,10,13,11,17,23,11
I (Ilocos Region),Ilocos Sur,Magsingal,Ilocos Sur,300069,"Puro NHS, Magsingal",HS,54,41,34,44,33,43,25,43
I (Ilocos Region),Pangasinan,Mangatarem,"Pangasinan I, Lingayen",300243,Quetegan NHS,HS,47,46,56,59,51,39,42,49
I (Ilocos Region),Pangasinan,Bani,"Pangasinan I, Lingayen",300244,Quinaoayanan NHS,HS,45,26,47,46,34,40,37,43
I (Ilocos Region),Ilocos Sur,Quirino (Angkaki),Ilocos Sur,300070,Quirino NHS,HS,49,60,56,48,38,35,27,39
I (Ilocos Region),Pangasinan,Balungao,"Pangasinan II, Binalonan",300339,Rajal Angayan NHS,HS,42,45,42,45,48,37,27,51
I (Ilocos Region),Pangasinan,Labrador,"Pangasinan I, Lingayen",321116,Ramon Magsaysay IS,HS,27,22,12,24,24,24,0,0
I (Ilocos Region),Pangasinan,Bani,"Pangasinan I, Lingayen",300245,Ranao NHS,HS,39,30,33,40,38,44,38,35
I (Ilocos Region),Ilocos Sur,Santa,Ilocos Sur,300071,Rancho NHS,HS,18,21,15,12,19,11,17,9
I (Ilocos Region),Pangasinan,Bani,"Pangasinan I, Lingayen",300246,Ranom Iloco NHS,HS,47,51,50,46,41,42,38,50
I (Ilocos Region),Pangasinan,Urbiztondo,"Pangasinan I, Lingayen",300247,Real NHS,HS,86,73,79,97,88,90,79,89
I (Ilocos Region),La Union,Bangar,La Union,300132,"Regional Science HS, La Union",HS,55,56,33,57,34,61,26,49
I (Ilocos Region),Pangasinan,Rosales,"Pangasinan II, Binalonan",300340,Robert B. Estrella Memorial NHS,HS,76,53,66,46,44,42,60,47
I (Ilocos Region),Pangasinan,Rosales,"Pangasinan II, Binalonan",300341,Rosales NHS,HS,453,460,392,420,383,380,296,386
I (Ilocos Region),La Union,Rosario,La Union,300133,Rosario Integrated School,HS,254,217,204,195,194,185,191,193
I (Ilocos Region),Pangasinan,Pozzorubio,"Pangasinan II, Binalonan",300342,Rosario NHS,HS,28,25,24,26,29,22,14,13
I (Ilocos Region),Ilocos Norte,Pinili,Ilocos Norte,320824,Sacritan Integrated School,HS,23,20,0,0,0,0,0,0
I (Ilocos Region),Pangasinan,Dagupan City,Dagupan City,300370,Salapingao National HS,HS,61,58,54,54,51,41,33,30
I (Ilocos Region),Ilocos Sur,Salcedo (Baugen),Ilocos Sur,300073,Salcedo NHS,HS,81,71,79,68,53,64,53,65
