sequence,city,trade_or_business_name,printer_name,registered_address,permanent_accreditation_number,date_of accreditation,email_address,contact_number
RDO 38,"North, Quezon City",Artworks And Print Corporation,Artworks and Print Corporation,6 Victoria Hills Sfdm Quezon City,038MP20140000000055,22-Jan-14,apco@mydestiny.net,(02) 712-3145
RDO 38,"North, Quezon City",Bb Medalla Prints,Bernabe B. Medalla Jr.,6 Evardoni San Antonio SFDM Quezon City 1105,038MP20130000000028,8-Jan-14,bbmedalla@yahoo.com.ph,(02) 332-1328
RDO 38,"North, Quezon City",Beyond Paper Co.,Beyond Paper Co.,"108 Mayon St. Brgy. Sta Teresita North Quezon City",038MP20130000000019,23-Dec-13,beyondpaper@yahoo.com,(02) 416-5326
RDO 38,"North, Quezon City",Bright Printing Press,Benley O. Camelo,4 Dagot St. Manresa Sfdm Quezon City,038MP20130000000020,23-Dec-13,to follow,(02) 416-5779
RDO 38,"North, Quezon City",Camelot Print Center,Lorita H. Tee,"2 M H Del Pilar St. San Antonio Sn Francisco Del Monte Quezon City 1105",038MP20130000000017,23-Dec-13,to follow,(02) 411-8601
RDO 38,"North, Quezon City","Cruz Paper Craft,Inc.","Cruz Paper Craft,Inc.",9 Palawan St. Bago Bantay Q.C.,038MP20130000000004,18-Dec-13,cruzpprcraft@yahoo.com,(02) 928-1926
RDO 38,"North, Quezon City",CSC Printing Press Corporation,CSC Printing Press Corporation,"10 Christine St. Parkway Vill. Brgy. A Samson Quezon City",038MP20140000000063,5-Feb-14,cnprintingpress@yahoo.com,(02) 413-1376
RDO 38,"North, Quezon City",Deemeedee Commercial Press,Dionisio Marcial Dungca,28 Leland Drive Balong-Bato Balintawak  Q.C.,038MP20140000000076,14-May-14,deemeedee@yahoo.com,(02) 362-8749
RDO 38,"North, Quezon City",Del Reliance Printing,Edward Q. Chang,33 Matutum St. St. Peter I Quezon City 1114,038MP20130000000042,15-Jan-14,"delreliance@yahoo.com,",(02) 412-3595
RDO 38,"North, Quezon City",Dimension Industries Incorporated,Dimension Industries Incorporated,95 E Kaingin Road Apolonio Samson QC,038MP20130000000036,15-Jan-14,dimensioninc_md@yahoo.com,(02) 361-4597
RDO 38,"North, Quezon City",Duotone Graphic Enterprises,Willex C. Tantongco,"7 Interior Fema Road, Bahay Toro Quezon City 1113",038MP20140000000060,5-Feb-14,doutonent@hotmail.com,(02) 353-7062
RDO 38,"North, Quezon City",E and J Printers,Erlinda S. Uy Lim,35 Villegas St. Bungad Sfdm Quezon City,038MP20130000000023,23-Dec-13,eandjprinters@yahoo.com,(02) 371-0510
RDO 38,"North, Quezon City",Economic Press Inc,Economic Press Inc,405 Quezon Ave. Quezon City,038MP20130000000029,8-Jan-14,ecopress19322yahoo.com,(02) 712-3077
RDO 38,"North, Quezon City",EGM Copy Magic,Unesco A. Marcelo,115-D West Ave. Bungad Quezon City,038MP20130000000022,23-Dec-13,edgmarcelo@yahoo.com,(02) 371-9436
RDO 38,"North, Quezon City",Family Printers Inc,Family Printers Inc,113 Aniceta St. Apolonio Samson Qc,038MP20130000000016,23-Dec-13,familyprinters@gmail.com,(02) 361-5210
RDO 38,"North, Quezon City",FDB Printing,Filomeno D. Baguio,Fdb Bldg 50 Dangay St. Veterans Vill. Proj 7,038MP20130000000041,15-Jan-14,fdvprinting@yahoo.com,(02) 376-5547
RDO 38,"North, Quezon City",Forms International Enterprises Corp.,Forms International Enterprises Corp.,"26  Carmel Ave. Proj. 6, Quezon City",038MP20130000000013,23-Dec-13,marketing@formsntl.com,(02) 330-3264
RDO 38,"North, Quezon City",FWR Printing Press,Fernando M. Albite,19 Wacat St. N S Amoranto I Quezon City 1114,038MP20130000000040,15-Jan-14,pwrprintingpress@yahoo.com,(02) 740-2344
RDO 38,"North, Quezon City",Genstar Printing Services,Renato D. Reformina,"95 Gen. Ave. Cor. Tandang Sora Project 8 Quezon City",038MP20140000000077,1-Jun-14,genstarprints@yahoo.com,(02) 453-4791
RDO 38,"North, Quezon City",Gild Printing Services,Stephen O. Lim,"1 Bansalangin St. Veterans Vill Project 7  Quezon City",038MP20130000000012,23-Dec-13,slym_ph@yahoo.com,(02) 374-4009
RDO 38,"North, Quezon City",Grankams Press,Divinagracia Medalla Santos,"223  Road 2 Pag-asa Dist I, Quezon City",038MP20130000000031,8-Jan-14,grankampress@yahoo.com,(02) 926-4646
RDO 38,"North, Quezon City",ISP Printery,Kenneth D. Katigbak,"59 Speaker Perez St. Smh Brgy. Lourdes Quezon City",038MP20140000000069,19-Mar-14,chinabugshitzu@yahoo.com,(02) 411-3901
RDO 38,"North, Quezon City",J.M. Esguerras Printing Press,Josie M. Esguerra,179 Iba St. Salvacion 1 Q.C.,038MP20130000000025,23-Dec-13,to follow,(02) 712-2072
RDO 38,"North, Quezon City",Jacarson's Design and Printing Services,Sonnette M. Banting,960 Interior Bignay Bgry. Balingasa Quezon City,038MP20140000000048,22-Jan-14,rubyjacarson@yahoo.com,(02) 412-3879
RDO 38,"North, Quezon City",J-Creative Labels and Printing Corp.,J-Creative Labels and Printing Corp.,"2-D Alley 11 St. Project 6, Q.C.",038MP20130000000032,8-Jan-14,jcreative_lavels@yahoo.com,(02) 426-9461
RDO 38,"North, Quezon City",Jimbes Printing,Flordeliza Trias Besinio,301 Quirino Highway Brgy. Baesa  Q.C.,038MP20130000000035,15-Jan-14,jimbesprinting@yahoo.com,(02) 455-6138
RDO 38,"North, Quezon City",Jomic Printing Services,Jobe P. Popes,18 Batangas St. San Antonio Quezon City,038MP20130000000005,18-Dec-13,jpopes@yahoo.com,(02) 412-3981
RDO 38,"North, Quezon City",Korecs Printing Hauz Inc.,Korecs Printing Hauz Inc.,23 Ilaw St. Brgy. Paltok Quezon City,038MP20140000000070,26-Mar-14,korecsprinting@yahoo.com,(02) 414-5806
RDO 38,"North, Quezon City",La Purisima Printing,Frederick D. Teruel,33 Gsisea Cor Investment St. Project 8 Q.C,038MP20140000000047,22-Jan-14,frederick.terruel@yahoo.com,(02) 454-0399
RDO 38,"North, Quezon City",Lawrian Press Corporation,Lawrian Press Corporation,324 Quirino Highway Baesa Quezon City,038MP20130000000034,15-Jan-14,lawrianpress@yahoo.com,(02) 361-6489
RDO 38,"North, Quezon City",Lexicon Press Inc.,Lexicon Press Inc.,"22A-22B Evergreen Capitol Green Tandang Sora Quezon City",038MP20140000000067,27-Feb-14,lexiconpress@yahoo.com,(02) 454-4649
RDO 38,"North, Quezon City",Liledau Printers,Edna I. Baysic,58 Branches St. Sangandaan QC,038MP20140000000045,22-Jan-14,ednabaysic@yahoo.com,(02) 454-2535
RDO 38,"North, Quezon City",Marina Printing Press,Marina D. Albite,243 D Tuazon St. Quezon City,038MP20130000000044,15-Jan-14,marinaprintin@yahoo.com,(02) 546-1294
RDO 38,"North, Quezon City",Marlyn C. Fernandez Printing Haus,Marlyn C. Fernandez,18 Basa St. Paltok 1 Quezon City 1105,038MP20130000000033,8-Jan-14,mart2mm@yahoo.com,(02) 376-4826
RDO 38,"North, Quezon City",Mega Luck Prints,Juanito L. Uy,15 Mauban St. Brgy. Mauban QC,038MP20130000000007,18-Dec-13,[ to follow ],(02) 365-0575
RDO 38,"North, Quezon City",Metrocolor Corp,Metrocolor Corp,362-C Tandang Sora Ave. Culiat Quezon City,038MP20130000000011,18-Dec-13,[ to follow ],(02) 456-0578
RDO 38,"North, Quezon City",Metropolitan Business Forms Co. Inc.,"Metropolitan Business Forms Co., Inc.",30-A Bingo St. Barangay Siena Sfdm QC,038MP20130000000010,18-Dec-13,[ to follow ],(02) 941-6572
RDO 38,"North, Quezon City","Microforms, Inc","Microforms, Inc","53 Aragon St. Paltok, Quezon City",038MP20130000000008,18-Dec-13,"printing@microforms,inc",(02) 371-1046
RDO 38,"North, Quezon City",MTC Magic Art Printing,"Ching, Marvic T.",91-D Mendez St. Baesa Quezon City,038MP20140000000051,22-Jan-14,mtcmagicartprinting@yahoo.com,(02) 211-3161
RDO 38,"North, Quezon City",Multi Forms Corporation,Multi Forms Corporation,13-15 G.H. Del Pilar St. Sfdm Q.C.,038MP20140000000049,22-Jan-14,multif@bayanmail.net.ph,(02) 376-2247
RDO 38,"North, Quezon City",Multymedia Printers Inc.,Multymedia Printers Inc.,35 Inssurance St. Brgy. Sangandaan QC,038MP20130000000027,3-Jan-14,multimediaprintersinc@yahoo.com.ph,(02) 456-4793
RDO 38,"North, Quezon City",New Alpha Printing Corporation,New Alpha Printing Corporation,46 Malasimbo St. Masambong I Quezon City 1115,038MP20130000000018,23-Dec-13,[ to follow ],(02) 352-8679
RDO 38,"North, Quezon City",Nice Green Printing,"Yu, Nelson C.",48 Matutum St. Brgy. St. Peter QC,038MP20140000000053,22-Jan-14,nelson@ngprinting.com,(02) 412-3249
RDO 38,"North, Quezon City",Nikon Printing Press Corp,Nikon Printing Press Corp,30 Judge Luna St Paltok 1 Quezon City,038MP20140000000072,11-Apr-14,nikonppc@yahoo.com,(02) 371-0755
RDO 38,"North, Quezon City",North Star Printing,Reynaldo S. Manalili,"56 Palanan St. Brgy. St. Peter, Quezon City",038MP20140000000068,3-Mar-14,reynaldo.manalili@yahoo.com,(02) 682-0109
RDO 38,"North, Quezon City",Orient Master Printing Corporation,Orient Master Printing Corporation,189 Speaker Perez St. Maharlikaquezon City,038MP20130000000037,15-Jan-14,orientmasterprinting@yahoo.com,(02) 743-4827
RDO 38,"North, Quezon City",Performance Marketing Inc.,Performance Marketing Inc.,57 Panalturan St. Manresa Quezon City,038MP20140000000054,22-Jan-14,rcgohu@gmail.com,(02) 363-7209
RDO 38,"North, Quezon City",PGN Printing Press,Paulo B. Aguilar,71 Macopa St. Sto. Domingo Quezon City 1105,038MP20130000000021,23-Dec-13,pgnprintingpres@yahoo.com,(02) 742-8632
RDO 38,"North, Quezon City",Philippine Tickets Printer Company,Philippine Tickets Printer Company,"924 Del Monte Ave. Damayan Sfdm Quezon City",038MP20140000000046,22-Jan-14,philtickets@yahoo.com,(02) 373-0136
RDO 38,"North, Quezon City",Print Innovation Inc,Print Innovation Inc,"100 Kaingin Road Apolonio Samson Balintawak Quezon City 1105",038MP20140000000064,12-Feb-14,printinovation@yahoo.com,"(02) 411-8889"
RDO 38,"North, Quezon City",Printon Press,Antonio G. Ocampo,"40 Natividad St. San Francisco Del Monte I Quezon City",038MP20140000000058,28-Jan-14,tmocampo028@yahoo.com,(02) 372-2870
RDO 38,"North, Quezon City",Prosperity Printing Press,Reina D. Matulac,237 D Tuazon Ave. San Jose  I,038MP20130000000043,15-Jan-14,properityprinting@yahoo.com,(02) 365-3601
RDO 38,"North, Quezon City",Quezon City Graphic Commercial,Reginaldo Y. Lim,No. 3 Igdalig St. Manresa I Quezon City 1115,038MP20130000000024,23-Dec-13,[ to follow ],(02) 363-7328
RDO 38,"North, Quezon City",R Cabral Printhaus,Rolando Buhat  Cabral,"41  Production St. Project 8, Quezon City",038MP20140000000074,14-May-14,rcphonline@gmail.com,(02) 453-55-86
RDO 38,"North, Quezon City",Reliance Printing Corporation,Reliance Printing Corporation,"134 Quirino Highway, Quezon City",038MP20130000000039,15-Jan-14,relianceprinters@yahoo.com,(02) 362-8802
RDO 38,"North, Quezon City",Rhema Printing Services,Reynaldo F. Bondesto,15 Deropa St. Road 20 Brgy. Bahay Toro Quezon City,038MP20140000000066,12-Feb-14,rhema_printing@yahoo.com,"(02) 928-3406"
RDO 38,"North, Quezon City",Rovy Printing Services,Elvira Cuntapay Dela Guardia,44 Parinas St. Brgy. Project 8 Q.C.,038MP20130000000026,3-Jan-14,marketing@formsntl.com,(02) 474-0410
RDO 38,"North, Quezon City",Rvk Printing Services,Rafael Lopez Yumul,11-A Dapitan St. Barangay Sta. Teresita Q.C.,038MP20140000000056,28-Jan-14,rmkprinting@yahoo.com,(02) 781-2710
RDO 38,"North, Quezon City",Sherits Printer,Sherwin S. Gan,1 Masola St. Masambong Q.C.,038MP20140000000059,28-Jan-14,shirts_printer@yahoo.com,(02) 542-1779
RDO 38,"North, Quezon City",Solna Printing Press,Julian T. Foo,"147 Wayan St.Masambong San Francisco Del Monte Q.C.",038MP20130000000006,18-Dec-13,solna_printing@yahoo.com.ph,(02) 367-9395
RDO 38,"North, Quezon City",Sprint Enterprise,Esther G. Adame,105-C Mendez Rd Brgy. Sangandaan Proj 8 Q.C.,038MP20140000000052,22-Jan-14,esthergadame@gmail.com,(02) 454-6495
RDO 38,"North, Quezon City",St. Dominic Printing Press,Rebecca D. Marcia,127 Roosevelt Ave Paraiso 1 Quezon City 1104,038MP20130000000030,8-Jan-14,rebecca.marcia@yahoo.com,(02) 371-5393
RDO 38,"North, Quezon City",St. Pancratius Print Inc,St. Pancratius Print Inc,120 Kaingin Rd  Balintawak Quezon City,038MP20140000000071,11-Apr-14,st._pancra_2004@yahoo.com,(02) 412-5476
RDO 38,"North, Quezon City",Stanley Printing Co.,Stanley Printing Co.,13 Basa St Paltok I Quezon City 1105,038MP20130000000009,18-Dec-13,johnochoa@gmail.com,(02) 371-6054
RDO 38,"North, Quezon City",Tong Shing Press Co,Tong Shing Press Co,146 Tolentino St Sfdm Quezon City,038MP20130000000003,18-Dec-13,[ to follow ],(02) 415-0728
RDO 38,"North, Quezon City",Top Print Enterprises Inc,Top Print Enterprises Inc,71 Congressional Ave Proj 8 Q.C.,038MP20140000000075,14-May-14,top_print2000@yahoo.com,(02) 330-3004
RDO 38,"North, Quezon City",Transprint Corp,Transprint Corp,"147 Tolentino St. Sfdm, Q.C.",038MP20140000000050,22-Jan-14,tpc@transprintcorp.com,(02) 373-1346
RDO 38,"North, Quezon City",Transworld Paper Corporation,Transworld Paper Corporation,"272 Roosevelt Ave. San Antonio San Francisco Del Monte",038MP20130000000015,23-Dec-13,twpacph@yahoo.cpm,(02) 732-6923
RDO 38,"North, Quezon City",Whintop Printing,Willy C. Gan,16 Osmena St. Sfdm Q.C.,038MP20130000000001,18-Dec-13,ghaze426@gmail.com,(02) 351-0184
RDO 38,"North, Quezon City",Winner Printing,Jesus C. Velasco,"204 Iriga St. La Loma, Quezon City",038MP20140000000057,28-Jan-14,jayvelmanila@gmail.com,(02) 741-0163
RDO 39,"South, Quezon City",Al-Quds Printers,Felomino Rojo Lanada,2/F South A St. Brgy. Paligsahan Quezon City,039MP20140000000008,3-Jan-14,alqudsprinters@yahoo.com,"(02) 927-4918/514-6916"
RDO 39,"South, Quezon City","Apo Production Unit, Inc.","Apo Production Unit, Inc.","Neda Q.C. Complex Government Center Edsa Pinyahan  Quezon City",039MP20140000000001,3-Jan-14,gtsevilla.apo@gmail.com,"(02) 433-0007"
RDO 39,"South, Quezon City",Buenzon Enterprises,Haydee Bueno Piczon,43 H Kamias Road Brgy. Pinyahan Quezon City,039MP20140000000024,21-Jan-14,hpiczon_buenzon@yahoo.com,"(02) 927-4792"
RDO 39,"South, Quezon City",Discovery Printhouse,Lucila Dimatalo Del Rosario,"#44 San Isidro St. Santol, Galas, Quezon City",039MP20140000000031,4-Feb-14,discovery_printhouse@yahoo.com,(02) 715-8170
RDO 39,"South, Quezon City",Erzalan Printing Press,Erlinda E. Punzalan,"45 Cotabato St. Luzviminda Vill. Batasan Hills Qc",039MP20140000000022,16-Jan-14,erzalan23@yahoo.com,"(02) 931-8410/428-1114"
RDO 39,"South, Quezon City",Faith In Jesus Print Enterprise,Felix Pago Regencia,"31 Pangasinan St. Batasan Hills, Quezon City",039MP20140000000018,14-Jan-14,faithinjesus_printing@yahoo.com,(02) 428-6997
RDO 39,"South, Quezon City",Ged Printing Services,Grace Ermino Din,No 31 Matimpiin St. Pinyahan Quezon City,039MP20140000000026,21-Jan-14,Lexcdin@yahoo.com,"(02) 436-8568"
RDO 39,"South, Quezon City",Gooseman Printing,Rowella G. Gonzales,#18 Gladiola St. Roxas Dist. Quezon City,039MP20140000000006,3-Jan-14,de_gooseman@yahoo.com.ph,"(02) 413-5991"
RDO 39,"South, Quezon City",Great Concept Printing,Maria Luisa Rubio  Erana,"140-B Scout Gandia Sacred Heart Kamuning Quezon City",039MP20140000000027,21-Jan-14,lilli.erana@gmail .com,"(02) 411-5032/391-5442"
RDO 39,"South, Quezon City",J.M. Commercial Printers,Jose Sanchez  Tan,9 V Ilustre St. Mabuhay Rotonda Quezon City,039MP20140000000012,3-Jan-14,jmcommercial_printers@yahoo.com,"(02) 411-1277/711-7713/348-1774"
RDO 39,"South, Quezon City",Java Press,Joseph Ong Go Huitiong,40 J Panay Ave. Quezon City,039MP20140000000005,3-Jan-14,java.press@yahoo.com,"(02) 374-7586/374-7587"
RDO 39,"South, Quezon City","Kayumanggi Press, Inc.","Kayumanggi Press, Inc.",940 Quezon Ave. Paligsahan Quezon City,039MP20140000000007,3-Jan-14,kayumanggi_press@yahoo.com,"(02) 372-5094 to 95"
RDO 39,"South, Quezon City",Legacy Colours Enterprises,Jane Caures Galarde Garalde,"L 3-B B1 Sampaguita St. Violago Homes Brgy. Bagong Silangan Quezon City",039MP20140000000028,27-Jan-14,ydagaralde@yahoo.com,(02) 385-0626
RDO 39,"South, Quezon City",LJB Printing Services,Luzviminda Tungol Buenaflor,#39-B Mapagmahal St. Pinyahan Quezon City,039MP20140000000002,3-Jan-14,ltbuenaflor@yahoo.com.ph,"(02) 426-0495/433-2094"
RDO 39,"South, Quezon City",Marickson Printing Services,Ma. Lilli Ortillo Camero,#67-E Kamias Road Brgy. Pinyahan Quezon City,039MP20140000000016,13-Jan-14,mrickson_ps@ymail.com,"(02) 928-6743/794-5293"
RDO 39,"South, Quezon City",Megatone Printhauz Inc,Megatone Printhauz Inc,96-B Panay Ave. South Triangle Quezon City,039MP20140000000009,3-Jan-14,megatone_printhauz@yahoo.com,"(02) 374-6053 to 55"
RDO 39,"South, Quezon City",Mercury Printing Press,Benjamin Uy Tan,"53 Mapangakit St. Pinyahan, Diliman, Quezon City",039MP20140000000015,3-Jan-14,mercuryprintingpress@yahoo.com.ph,"921-4156/710-0069/(02)921-9284"
RDO 39,"South, Quezon City",Milcar Enterprises,Oscar Lucero Balaoing,84 Kamuning Road Kamuning Quezon City,039MP20140000000030,30-Jan-14,milcarprint80@yahoo.com,(02) 926-4509
RDO 39,"South, Quezon City",National Printing Office,National Printing Office,"Edsa Cor Nia North Side Road Diliman Quezon City",039MP20140000000010,3-Jan-14,npo_2009@yahoo.com,"925-2197/925-2190/(02)925-2184"
RDO 39,"South, Quezon City",Ncoding Typesetting 'N Laser Printing Co.,"Ncoding Typesetting N Laser Printing Co.",53 Magnolia St. Roxas Dist. Quezon City,039MP20140000000011,3-Jan-14,ncoding@gmail.com,"(02) 371-4086/ 412-4234"
RDO 39,"South, Quezon City","New Cosmos Printing, Inc.","New Cosmos Printing, Inc.",142 Kapaligiran St. Brgy. Imelda Quezon City,039MP20140000000025,21-Jan-14,gilbert_yam@yahoo.com,"(02) 711-2715"
RDO 39,"South, Quezon City",Nova Chrome Printing,Bernard C. Dy,14 Panay Ave. Paligsahan Quezon City,039MP20140000000004,3-Jan-14,mktanjr@yahoo.com,"(02) 373-9833"
RDO 39,"South, Quezon City",Pd Lebios Printing Services,Percy D. Lebios,157 Jp Rizal St. Brgy. Silangan Quezon City,039MP20140000000019,14-Jan-14,lebios_lilet@yahoo.com,(02) 430-7093
RDO 39,"South, Quezon City",Phimex-Press Printing  Services,Philip Golpo Romerosa,"47 Maginhawa St. Brgy. U.P. Vill. Diliman Quezon City",039MP20140000000020,14-Jan-14,"philromerosa@yahoo.com/mayromerosa@yahoo.com",(02) 426-2073
RDO 39,"South, Quezon City",R.Q.Y. Printing Company,R.Q.Y. Printing Company,"55-E Kamias Road, Pinyahan Dist. 4 Quezon City",039MP20140000000017,13-Jan-14,rqy_printing co@yahoo.com.ph,(02) 433-8240
RDO 39,"South, Quezon City",SJL Pinting and Services,Lea Villadelrey De Lara,#98 Kamias Road Quezon City,039MP20140000000003,3-Jan-14,sjl2_printing@yahoo.com,"(02) 929-0156"
RDO 39,"South, Quezon City","St.John Printers And Gen. Merchandising, Co.","St. John Printers and Gen.Merchandising Co.","372-E Commonwealth Ave. Old Balara Diliman QC",039MP20140000000021,16-Jan-14,st_john_printers@yahoo.com.ph,"(02) 932-4686"
RDO 39,"South, Quezon City","Taiyo Graphics, Inc.","Taiyo Graphics, Inc.",27 Luis Shianghio St. Kamuning Quezon City 1103,039MP20140000000029,30-Jan-14,taiyo_graphics08@yahoo.com,(02) 922-2588
RDO 39,"South, Quezon City",Topaz Publishing Haus Company,Topaz Publishing Haus Company,"63-A Matahimik St. Teachers Vill. Diliman Quezon City",039MP20140000000013,3-Jan-14,hugothelma@gmail.com,"(02) 922-3443"
RDO 39,"South, Quezon City",Velprint Corporation,Velprint Corporation,"688 E Road 1 Tandang Sora Ave. Old Balara, Quezon City 1116",039MP20140000000023,21-Jan-14,"info@velprint.com.ph/lorey.carag@velprint.com.ph","(02) 932-8698 to 99"
RDO 39,"South, Quezon City","Vj Graphics Arts, Inc.","Vj Graphics Arts, Inc.",2nd Flr. Pdp Bldg 1400 Quezon Ave. South Triangle Quezon City,039MP20140000000014,3-Jan-14,vjgraphicsqc@gmail.com,"(02) 373-0772; 372-0881; 372-0883"
RDO 40 ,Cubao,Holy Rosary Printing Press,Lino Mallapre Debulos,"41-A Narra St. Proj. 3, Quezon City",040MP20140000000003,13-Jan-14,agnesdebulos@yahoo.com,"(02) 961-2841/436-1223"
RDO 40 ,Cubao,Padis Print Services and Office Supplies,Romeo Dela Rosa Pado Jr.,"79 Molave Cor Kamagong Sts. Proj. 3, Quezon City",040MP20140000000002,13-Jan-14,padisprint@yahoo.com,"(02) 501-2558"
RDO 40,Cubao,"Sky Printing Co., Inc.",Sky Printing Co. Inc.,"3 Industria Bagumbayan, Quezon City",040MP20140000000001,13-Jan-14,sprint@skydsl.com.ph,"(02) 635-0888/635-0890"
RDO 41,Mandaluyong City,Actual Printing Services,Jaime Suarez Remodo Jr.,"65 A T Reyes St. Poblacion, Mandaluyong City",041MP20140000000003,9-Jan-14,actualprint@yahoo.com,"(02) 535-7132/401-0308/719-7475/0920-4040648"
RDO 41,Mandaluyong City,"Data Computer Forms, Inc.","Data Computer Forms, Inc.",86 Domingo M Guevrra St. Mandaluyong City,041MP20140000000001,9-Jan-14,[ to follow ],0915-3162092
RDO 41,Mandaluyong City,Emerson Copy System,Illuminada Deniega Patricio,466 Calbayog St. Mandaluyong City,041MP20140000000023,29-Jan-14,[ to follow ],"(02) 542-9281"
RDO 41,Mandaluyong City,Haven Print Makers,Ester Singayan Caisip,"64 Dansalan Barangka Ilaya, Mandaluyong City",041MP20140000000013,9-Jan-14,havenprintmakers@yahoo.com.ph,"(02) 655-9378/0919-7167962/0926-6471564"
RDO 41,Mandaluyong City,Ibanez Printing and Repair Services,Gregorio Cavillar Ibanez Jr.,"564 P Burgos St. Hagdan Bato Itaas, Mandaluyong City",041MP20140000000008,9-Jan-14,[ to follow ],0917-9251266
RDO 41,Mandaluyong City,LCJ Enterprise,Jocelyn Briones Guiloreza,"# 17 M Yulo St. Hagdan Bato Libis, Mandaluyong City",041MP20140000000019,16-Jan-14,[ to follow ],"(02) 718-1758"
RDO 41,Mandaluyong City,"LSA Printing Press, Inc","Lsa Printing Press, Inc","888 Edsa Brgy. Highway Hills, Mandaluyong City",041MP20140000000022,27-Jan-14,lsapress@gmail.com,"(02) 746-0556"
RDO 41,Mandaluyong City,Made 'M Printing Services Inc,Made 'M Printing Services Inc,"111 Sto. Rosario St. Plainview, Mandaluyong City",041MP20140000000010,9-Jan-14,"madem_artists3@yahoo.com / madem@pldtdsl.net","(02) 531-5597"
RDO 42 ,San Juan,Adequate Graphic Printer,Diana Yam  Chiu,16 A Juan St. Salapan San Juan City,042MP20130000000002,21-Nov-13,agp_888@yahoo.com,(02) 727-2825
RDO 42 ,San Juan,Ever Engraving Stationery Inc,Ever Engraving Stationery Inc,168 P. Gomez St. Addition Hills San Juan City,042MP20140000000006,7-Mar-14,everen@pldt.net,(02) 724-1191
RDO 42,San Juan,"Grafix Specialist, Inc.","Grafix Specialist, Inc.",187-J N Domingo St. San Juan City,042MP20130000000001,21-Nov-13,grafixspecialist@yahoo.com,(02) 726-4805
RDO 42,San Juan,MG Reprographics Supply and Services Inc.,MG Reprographics Supply and Services Inc.,7-I Villamor St. Brgy. Tibagan San Juan City,042MP20140000000008,6-Mar-14,mg.reprographics@yahoo.com,"(02) 726-0551/726-4437/724- 9577"
