446,SPRMP Implementation Management Group,AusAID,,GOP,,,,2.79,,0.40,0.14,2.39,1-Jan-08,30-Jun-11,0.86,0.71,Infrastructure Development,Nationwide,,,Mixed,
447,SPRMP Provincial Road Management Facility (PRMF),AusAID,,GOP,,,,91.74,,27.12,0.30,64.62,1-Sep-09,30-Jun-15,0.23,-0.07,Infrastructure Development,Nationwide,,,Mixed,
448,Stock exchange development for Asian countries,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,1-Jun-10,18-Jun-10,12.35,11.35,"Industry, Trade and Tourism",Unspecified,,,TCP,
449,STOP TB Hands on Laboratory Practice Management for HIV and MDR TB,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,21-Sep-10,4-Dec-10,1.37,0.37,Social Reform and Community Development,Unspecified,,,TCP,
450,Strategic Port Management,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,30-Aug-10,1-Oct-10,3.87,2.87,"Industry, Trade and Tourism",Unspecified,,,TCP,
451,Strategies for Fisheries for Bycatch Management (PPG) ,FAO,,GOP,DA-BFAR,DA-BFAR,0.20,0.20,,0.16,0.83,0.03,1-Sep-09,31-Aug-10,1.33,0.50,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TA,Technical Assistance/ Training
452,Strengthen Implementation of Visayas Education,AusAID,,GOP,,,,22.00,,5.35,0.24,16.65,3-Feb-04,30-Apr-11,0.95,0.71,Social Reform and Community Development,Multi-Regional,,,Mixed,Technical Assistance/ Training
453,Strengthening and Expanding Commercial Biotechnology Application for Agriculture and Food in the Philippines,USAID,,Mixture,Various Agencies,Various Agencies,1.10,1.10,,1.00,0.91,0.10,30-Sep-06,25-Sep-09,1.42,0.51,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,,,TA,Technical Assistance/ Training
454,Strengthening capacities for climate risk management and disaster preparedness in selected provinces of the Philippines (Bicol Region),FAO,,GOP,DA-RFU 5,DA-RFU5 ,0.47,0.47,,0.21,0.46,0.25,1-Jan-09,31-Dec-11,0.67,0.21,"Agriculture, Agrarian Reform and Natural Resources",Region-specific,,,TCP,Technical Assistance/ Training
455,Strengthening Coordination Network for Diagnosis and Surveillance for the Control and Prevention of Highly Pathogenic Avian Influenza in Southeast Asia ,FAO,,GOP,DA-BAI,DA-BAI,0.63,0.63,,0.50,0.80,0.13,1-Sep-06,30-Aug-11,0.87,0.07,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TA,Technical Assistance/ Training
456,"Strengthening Government Mechanisms in Mainstreaming Gender in the Reproductive Health, Population and Anti-VAW Programs",UNFPA,,GOP,DSWD,DSWD,,0.15,,0.15,0.99,0.00,1-Jan-05,31-Dec-11,0.86,-0.14,Social Reform and Community Development,Multi-Regional,"III, V, VII, VIII, XII, CAR, ARMM",,TA,Technical Assistance/ Training
457,Strengthening Human Rights in the Philippines,USAID,,Mixture,Government and NGOs,Government and Non-government Agencies,1.60,1.60,,1.40,0.88,0.20,1-Oct-07,25-Sep-10,1.09,0.21,Governance and Institutions Development,Nationwide,,,TA,Technical Assistance/ Training
458,Strengthening Human Rights in the Phils. II,USAID,,Mixture,Government and NGOs,Government and NGOs,2.00,2.00,,0.56,0.28,1.44,1-Oct-09,30-Sep-11,0.63,0.35,Governance and Institutions Development,Nationwide                                                 ,,,TA,Technical Assistance/ Training
459,Strengthening Institutional Capacities and Partnerships on HIV and Migration,UNDP,,GOP,DOLE,DOLE,,0.14,,0.07,0.48,0.07,1-Jan-09,31-Dec-10,1.00,0.52,Social Reform and Community Development,Nationwide,,,Others,Technical Assistance/ Training
460,Strengthening Institutions Towards the Implementation of Effective Anti-Corruption Programs,WB,,GOP,DOF,Office of the President,0.25,0.25,,0.04,0.17,0.21,22-Jul-09,22-Jan-13,0.41,0.24,Governance and Institutions Development,Multi-Regional,,,TA,Technical Assistance/ Training
461,Strengthening Investment Climate and Competitiveness,ADB,,GOP,NEDA,NEDA,0.80,0.80,0.80,0.61,0.77,0.19,30-Aug-08,30-Oct-10,1.08,0.31,Governance and Institutions Development,Nationwide,,,TA,TA
462,Strengthening Local Governments in the Philippines Phase 3,Spain,,GOP,DILG-LGA,DILG-LGA,1.60,2.12,,1.14,0.54,0.98,1-Jan-10,1-Jan-11,1.00,0.46,Governance and Institutions Development,Unspecified,,,Others,
463,Strengthening Maternal and Child Health Services in Eastern Visayas,JICA,,GOP,"DOH-CHD Eastern Visayas, Leyte Province, Ormoc City","DOH-CHD Eastern Visayas, Leyte Province, Ormoc City",,0.42,,0.42,1.00,0.00,15-Jul-10,14-Jul-14,0.12,-0.88,Social Reform and Community Development,Multi-Regional,Eastern Visayas,,TCP,
464,Strengthening of Flood Forecasting and Warning System for Dam Operation,JICA,,GOP,PAGASA,PAGASA,,1.13,,1.13,1.00,0.00,21-Oct-09,21-Nov-13,0.29,-0.71,Infrastructure Development,Multi-Regional,"Agno, Cagayan, Pampang River Basins",,TCP,
465,Strengthening of the Response Capacity of Local Governments Affected by Typhoon Parma in Areas of Central Luzon Phase II,Spain,,GOP,LGA,LGA,1.50,1.99,,0.00,0.00,1.99,31-Dec-10,30-Jun-12,0.00,0.00,Governance and Institutions Development,Multi-Regional,,,Mixed,
466,Strengthening Provincial and Local Planning and Expenditure Management Phase 2,ADB,,GOP,NEDA,NEDA,0.65,0.65,0.65,0.21,0.33,0.44,30-Apr-08,31-Jul-11,0.82,0.49,Governance and Institutions Development,Nationwide,,,TA,
467,Strengthening Regulations and Governance,ADB,,GOP,DOF,DOF,0.55,0.55,0.55,0.55,1.00,0.00,14-Feb-07,16-Mar-10,1.26,0.26,Governance and Institutions Development,Nationwide,,,TA,
468,Strengthening response to internal displacement in Mindanao (STRIDE 1),EU,,Others,UNDP,UNDP,3.00,4.41,,3.69,0.84,0.72,1-Jan-08,1-Jan-10,1.50,0.66,Social Reform and Community Development,Multi-Regional,,,Mixed,
469,"Strengthening the Agro-industrial sector in Bicol and Caraga (SAIS-BC), Phase 3",Spain,,GOP,DA,DA,1.00,1.06,,0.00,0.00,1.06,1-Nov-08,1-Nov-10,1.08,1.08,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,"V, XIII",,Others,
470,Strengthening the Export Competitiveness of Small and Medium-sized Coffee Producers,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,20-Sep-10,21-Oct-10,3.26,2.26,"Industry, Trade and Tourism",Unspecified,,,TCP,
471,Strengthening the Flood Management Function of DPWH,JICA,,GOP,DPWH,DPWH,,4.40,,4.40,1.00,0.00,1-Jul-05,30-Jun-10,1.10,0.10,Governance and Institutions Development,Nationwide,nationwide,,TCP,
472,Strengthening the Philippine Government Electronic Procurement System,ADB,,GOP,GPPB,GPPB,0.60,0.60,0.60,0.33,0.55,0.27,26-Mar-09,31-Jul-11,0.75,0.21,Governance and Institutions Development,Nationwide,,,TA,
473,Strengthening Transparency and Accountability in the Road Subsector,ADB,,GOP,DPWH,DPWH,1.00,1.00,1.00,0.00,0.00,1.00,15-Jan-10,31-Mar-12,0.43,0.43,Infrastructure Development,Nationwide,,,TA,Technical Cooperation
474,Strengthning for Implementation Capability of Development Training Under South-South Cooperation,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,26-Jan-10,3-Feb-10,47.86,46.86,Governance and Institutions Development,Unspecified,,,TCP,TA
475,STRIDe Mindanao,UNDP,,GOP,MINDA,MINDA,,3.67,,3.63,0.99,0.04,1-Jan-08,31-Dec-10,1.00,0.01,Social Reform and Community Development,Multi-Regional,,,Others,TA
476,Structural Transformation Study in the Philippine Economy,ADB,,GOP,To be verified,To be verified,0.15,0.15,0.15,0.00,0.00,0.15,18-Nov-10,31-Dec-11,0.11,0.11,Social Reform and Community Development,Multi-Regional,,,TA,TA
477,Students for Development 2010 - 2015,CIDA,CIDA,GOP,Association of Universities and Colleges of Canada,Association of Universities and Colleges of Canada,0.54,0.52,,0.35,0.68,0.17,15-Mar-10,31-Jul-13,0.24,-0.44,Infrastructure Development,Unspecified,,,Others,TA
478,Study and Expert Fund,GIZ,German Government /BMZ,GOP,NEDA,NEDA,5.02,5.35,3.30,4.38,0.82,0.97,1-Dec-94,31-Dec-14,0.80,-0.02,Unspecified,Unspecified,,,TCP,TA
479,Study and Expert Fund III,KfW,,GOP,Unspecified,Unspecified,3.56,3.80,1.86,2.47,0.65,1.32,5-Jun-98,31-Dec-11,0.93,0.27,Governance and Institutions Development,Multi-Regional,,,TA,TA
480,Study on Education Improvement of Training Course of Teacher,JICA,,GOP,,,,0.00,,0.00,1.00,0.00,2-Nov-10,26-Nov-10,2.46,1.46,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,TA
481,Study on Integrated Water Resources Management for Poverty Alleviation and Economic Development in Pampanga River Basin,JICA,,GOP,NWRB,NWRB,,2.52,,2.52,1.00,0.00,1-Feb-09,7-Feb-11,0.95,-0.05,Infrastructure Development,Region-Specific,Pampanga,,TCP,TA
482,Study on the Assets and Liabilities Management of PSALM and the Administration of Universal Charge Funds,JICA,,GOP,PSALM,PSALM,,1.72,,1.72,1.00,0.00,11-Dec-08,21-Oct-09,2.39,1.39,Governance and Institutions Development,Region-specific,Manila,,TCP,TA
483,Study Programme on Communicable Diseases Control,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,20-Jan-10,5-Feb-10,22.73,21.73,Social Reform and Community Development,Unspecified,,,TCP,TA
484,Support for Conditional Cash Transfers,ADB,,GOP,DSWD,DSWD,0.20,0.20,0.20,0.09,0.43,0.11,21-Dec-09,31-Dec-10,1.00,0.57,Social Reform and Community Development,Nationwide,,,TA,TA
485,Support for Korean NGOs in Philippines,KOICA,KOICA,GOP,Unspecified,Unspecified,,0.32,,0.32,1.00,0.00,1-Jan-09,31-Dec-10,1.00,0.00,Unspecified,Unspecified,,,TCP,TA
486,Support for Basic Education Reforms (SPHERE),WB,,GOP,DOF,DepED,42.13,42.13,,15.18,0.36,26.95,20-Jun-08,31-Aug-11,0.79,0.43,Social Reform and Community Development,Nationwide,,,Others,TA
487,"Support for the Preparation of  Harmonized Sector Assessments, Strategies and Roadmaps for the Philippines",ADB,,GOP,Others,Others,0.23,0.23,0.23,0.09,0.38,0.14,12-Dec-09,30-Apr-11,0.76,0.38,Social Reform and Community Development,Nationwide,,,TA,TA
488,Support to Local Government Financing,ADB,,GOP,DOF-BLGF,DOF-BLGF,0.70,0.70,0.70,0.13,0.18,0.57,29-Jan-10,31-Oct-11,0.53,0.34,Governance and Institutions Development,Multi-Regional,,,TA,TA
489,Support to Policy Formulation to the Philippines,ADB,,GOP,NEDA,NEDA,0.23,0.23,0.23,0.13,0.60,0.09,12-Aug-09,30-Apr-11,0.81,0.21,Governance and Institutions Development,Nationwide,,,TA,TA
490,Support to the FAO Programme on Capacity Building in Food Safety in selected ASEAN Countries                                      ,FAO,,GOP,DA-BAFPS,DA-BAFPS,0.85,0.85,,0.68,0.80,0.17,2/1/2007,31-Jan-12,0.78,-0.02,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TA,TA
491,Supporting Governance in Justice Sector Reform in the Philippines,ADB,,GOP,SC,SC,2.00,2.00,2.00,0.82,0.41,1.18,10-Jan-09,31-Oct-11,0.70,0.29,Governance and Institutions Development,Nationwide,,,TA,TA
492,Supporting Peace in Mindanao,AusAID,,GOP,,,,6.30,,2.72,0.43,3.59,15-Jun-05,30-Jun-11,0.92,0.49,Social Reform and Community Development,Multi-Regional,,,Mixed,TA
493,"Supporting Transparent, Accountable and Modern Elections in the Phils.",USAID,,GOP,Various Agencies,"COMELEC, Office of Internal Auditor, local election monitoring organizations",4.00,4.00,,2.40,0.60,1.60,1-Oct-09,30-Sep-11,0.63,0.03,Governance and Institutions Development,Region-specific,,,TA,TA
494,Sustainability Improvement of Renewable Energy Development in Village Electrification in the Philippines,JICA,,GOP,DOE,DOE,,5.16,,5.16,1.00,0.00,9-Jun-04,31-Jul-09,1.28,0.28,"Agriculture, Agrarian Reform and Natural Resources",Nationwide,nationwide,,TCP,TA
495,Sustainable development and public works considering environmental and social impact,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,28-Sep-10,19-Nov-10,1.82,0.82,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,TA
496,Sustainable Energy Development Program (SEDP),USAID,,Unspecified,Unspecified,Unspecified,5.50,5.50,,5.50,1.00,0.00,5-Feb-99,30-Sep-09,1.12,0.12,Infrastructure Development,Multi-Regional,,,TA,TA
497,Sustainable Health Improved through Empowerment and Local Development (SHIELD),USAID,,GOP,DOH,DOH-ARMM,12.50,12.50,,10.70,0.86,1.80,1-Oct-06,30-Sep-11,0.85,-0.01,Social Reform and Community Development,Region-specific,,,TA,TA
498,"Sustainable Management of Coastal Resources in the Bicol and Caraga Region (SUMACORE), Phase  3",Spain,,GOP,BFAR,BFAR,,,,0.00,#DIV/0!,0.00,1-Dec-08,1-Nov-10,1.09,#DIV/0!,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,Others,TA
499,Sustainable Management of Natural Resources Phase 2,GIZ,German Government /BMZ,GOP,DENR,DENR,15.21,21.19,4.56,6.06,0.29,15.13,1-Jul-09,30-Jun-12,0.50,0.21,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,TCP,TA
500,Sustainable Port Development and Planning,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,31-May-10,6-Aug-10,3.18,2.18,Infrastructure Development,Unspecified,,,TCP,TA
501,Sustainable Road Development (Phase 2),JICA,,GOP,,,,0.00,,0.00,1.00,0.00,18-Jan-10,31-Mar-12,0.43,-0.57,Infrastructure Development,Unspecified,,,TCP,TA
502,Swedish Contribution to the Philippine National CFC Phaseout Project,WB,,GOP,To be verified,To be verified,0.29,0.29,,0.18,0.62,0.11,29-Aug-06,31-Oct-10,1.04,0.42,Governance and Institutions Development,Unspecified,,,TA,TA
503,TAG-4: Local Governance in Mindanao,USAID,,Mixture,Government and NGOs,Government and Non-government Agencies,1.40,1.40,,0.90,0.64,0.50,1-Oct-09,31-Dec-12,0.38,-0.26,Governance and Institutions Development,Multi-Regional,,,TA,TA
504,The Criminal Justice Response to Corruption,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,15-Oct-10,15-Nov-10,2.53,1.53,Governance and Institutions Development,Unspecified,,,TCP,TA
505,The Improvement and Integration of Cargo Transport in Asia Region,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,11-May-10,25-Jun-10,5.23,4.23,Infrastructure Development,Unspecified,,,TCP,TA
506,The Integrated Water Management of Coastal Seas / Bays and Catchment Areas,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,5-Sep-10,30-Oct-10,2.11,1.11,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,TA
507,The Integrity Project,USAID,,GOP,"Ombudsman, CSC, COA","Ombudsman, CSC, COA",3.70,3.70,,1.20,0.32,2.50,1-Oct-09,30-Sep-12,0.42,0.09,Governance and Institutions Development,Multi-Regional,,,TA,TA
508,The Master Plan on High Standard Highway Network Development in the Republic of the Philippines,JICA,,GOP,DPWH,DPWH,,2.12,,2.12,1.00,0.00,5-Mar-09,5-Jul-10,1.37,0.37,Infrastructure Development,Nationwide,nation wide,,TCP,TA
509,The Maternal and Child Health and Welfare Workshop,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,2-Feb-10,20-Feb-10,18.28,17.28,Social Reform and Community Development,Multi-Regional,,,TCP,TA
510,The Project on System Loss Reduction for Philippine Electric Cooperatives (EC's),JICA,,GOP,NEA,NEA,,0.04,,0.04,1.00,0.00,1-Mar-11,30-Mar-13,-0.08,-1.08,Infrastructure Development,Nationwide,nationwide,,TCP,TA
511,The Project to Build up the Operation of Automated Fingerprint Identification System (AFIS),JICA,,GOP,PNP,PNP,,1.02,,1.02,1.00,0.00,14-Jul-06,13-Jul-10,1.12,0.12,Governance and Institutions Development,Region-specific,Manila,,TCP,TA
512,The Scientific Method of Processing Fingerprints and Crime Scene Investigation,JICA,,GOP,PNP,PNP,,0.21,,0.21,1.00,0.00,1-Aug-06,21-Jul-11,0.89,-0.11,Governance and Institutions Development,Nationwide,nationwide,,TCP,TA
513,The Study for Improvement of Water Supply and Sanitation in Metro Cebu,JICA,,GOP,Metro Cebu Water District,Metro Cebu Water District,,2.91,,2.91,1.00,0.00,11-Jan-09,31-Aug-10,1.20,0.20,Infrastructure Development,Region-Specific,Metro Cebu,,TCP,TA
514,The Study for Socio-Economic Reconstruction and Development of Conflict-Affected Areas in Mindanao,JICA,,GOP,"OPAPP, BDA","OPAPP, BDA",,7.16,,7.16,1.00,0.00,20-Feb-07,31-Aug-09,1.53,0.53,Governance and Institutions Development,Region-Specific,CAAM,,TCP,TA
515,The Study on Infrastructure(Road Network) Development Plan for the Antonomous Region in Muslim Mindanao(ARMM),JICA,,GOP,ARMM,ARMM,,2.41,,2.41,1.00,0.00,11-Aug-08,11-Mar-09,4.10,3.10,Infrastructure Development,Region-specific,ARMM,,TCP,TA
516,Third Country Training Programme on Energy Conservation to reduce Global Warming for ASEAN Countries,JICA,,GOP,,,,0.01,,0.01,0.01,0.00,1-Dec-08,21-Mar-11,0.90,0.90,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,Thailand,,TCP,TA
517,Trade-related Technical Assistance Programme I,EU,,Mixture,"NEDA, ECA and others","NEDA, ECA and others",2.93,3.68,,3.89,1.06,-0.21,1-Jan-06,1-Jan-09,1.67,0.61,"Industry, Trade and Tourism",Nationwide,,,Capital Grant,TA
518,Trade-related Technical Assistance Programme II,EU,,Mixture,"NEDA, ECA and others","NEDA, ECA and others",6.08,8.94,,4.04,0.45,4.90,1-Jan-08,2-Jan-12,0.75,0.30,Social Reform and Community Development,Region-specific,,,Capital Grant,TA
519,Training Course for Expert on Flood-related Disaster Mitigation,JICA,,GOP,,,,0.03,,0.03,1.00,0.00,28-Sep-09,18-Sep-10,1.29,0.29,Infrastructure Development,Unspecified,,,TCP,TA
520,Training for Developing Ecotourism by Utilizing Local Resources in Asian Coutries,JICA,,GOP,,,,0.11,,0.11,1.00,0.00,1-Nov-09,25-Jun-10,1.79,0.79,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,TA
521,Training Program for Young Leaders for The Philippines/Community Tourism Promotion Course,JICA,,GOP,,,,0.06,,0.06,1.00,0.06,1-Apr-10,31-Mar-11,0.75,-0.25,Social Reform and Community Development,Unspecified,,,TCP,Technical Assistance & Advisory Services(Bank Executed)
522,Training Program for Young Leaders for The Philippines/Maternal and Child Health Management Course,JICA,,GOP,,,,0.04,,0.04,1.00,0.04,1-Apr-10,31-Mar-11,0.75,-0.25,Social Reform and Community Development,Unspecified,,,TCP,Technical Assistance & Advisory Services(Bank Executed)
523,Training Program for Young Leaders for The Philippines/Support System for Persons with Disabilities Course,JICA,,GOP,,,,0.06,,0.06,1.00,0.06,1-Apr-10,31-Mar-11,0.75,-0.25,Social Reform and Community Development,Unspecified,,,TCP,Technical Assistance & Advisory Services(Bank Executed)
524,Training Programme for Young Leaders for The Philippines/Administrative Management Course,JICA,,GOP,,,,0.05,,0.05,1.00,0.00,25-Jan-10,11-Feb-10,21.00,20.00,Social Reform and Community Development,Unspecified,,,TCP,Other inv financing Projects w/o any Bank cof (eg: CDCF)
525,Training Programme for Young Leaders for The Philippines/Community-based Health Operation and Management Course,JICA,,GOP,,,,0.10,,0.10,1.00,0.00,1-Sep-09,18-Sep-09,28.24,27.24,Social Reform and Community Development,Unspecified,,,TCP,Other inv financing Projects w/o any Bank cof (eg: CDCF)
526,Training Programme for Young Leaders for The Philippines/Legal System Development Course,JICA,,GOP,,,,0.06,,0.06,1.00,0.00,25-Jan-10,11-Feb-10,21.00,20.00,Social Reform and Community Development,Unspecified,,,TCP,Technical Assistance & Advisory Services(Bank Executed)
527,Training Programme for Young Leaders for The Philippines/Science and Mathematics in Basic Education Course,JICA,,GOP,,,,0.06,,0.06,1.00,0.00,25-Jan-10,11-Feb-10,21.00,20.00,Social Reform and Community Development,Unspecified,,,TCP,Technical Assistance & Advisory Services(Bank Executed)
528,Training Programme for Young Leaders for The Philippines/Vocational Training Education Course,JICA,,GOP,,,,0.09,,0.09,1.00,0.00,1-Sep-09,18-Sep-09,28.24,27.24,Social Reform and Community Development,Unspecified,,,TCP,Technical Assistance & Advisory Services(Bank Executed)
529,Transparent and Accountable Governance 3 (TAG 3),USAID,,Mixture,Government and NGOs,Government and NGOs,1.50,1.50,,1.50,1.00,0.00,11-Oct-07,31-Dec-09,1.45,0.45,Governance and Institutions Development,Multi-Regional,,,TA,Technical Assistance & Advisory Services(Bank Executed)
530,Tuberculosis and Infectious Disease Program,USAID,,GOP,DOH,DOH,12.70,12.70,,10.00,0.79,2.70,30-Sep-06,30-Sep-11,0.85,0.06,Social Reform and Community Development,Multi-Regional,,,TA,Technical Assistance & Advisory Services(Bank Executed)
531,Typhoon Ketsana (Ondoy) Project,ADB,,GOP,To be verified,To be verified,3.00,3.00,3.00,3.00,1.00,0.00,1-Oct-09,31-Mar-10,2.50,1.50,Social Reform and Community Development,Nationwide,,,TA,Technical Assistance & Advisory Services(Bank Executed)
532,UN & UNDP Response to Tropical Storm Ketsana,UNDP,,GOP,UNDP,UNDP,,0.10,,0.09,0.98,0.00,1-Jan-09,31-Dec-10,1.00,0.02,Social Reform and Community Development,Region-specific,NCR,,Others,Technical Assistance & Advisory Services(Bank Executed)
533,UNAIDS Support to AMTP4,UNAIDS,,GOP,PNAC (DOH) ,PNAC (DOH) ,,0.06,,0.06,1.00,0.00,1-Jan-10,31-Dec-10,1.00,0.00,Social Reform and Community Development,Unspecified,,Nationwide,TA,Technical Assistance & Advisory Services(Bank Executed)
534,UNDP & UN Response to Early Recovery in Mindanao,UNDP,,GOP,UNDP,UNDP,,0.10,,0.09,0.91,0.01,1-Jan-09,31-Dec-10,1.00,0.09,Social Reform and Community Development,Multi-Regional,,,Others,Technical Assistance & Advisory Services(Bank Executed)
535,UNICEF Child-Friendly Movement in Mt. Province (Extension),New Zealand,,GOP,UNICEF with Mt. Province,UNICEF with Mt. Province,,0.38,,0.32,0.83,0.06,1-Apr-09,30-Apr-11,0.84,0.01,Social Reform and Community Development,Region-specific,CAR,,Others,Technical Assistance & Advisory Services(Bank Executed)
536,Upland Development Project in Southern Mindanao,EU,,GOP,"DA, various","DA, various",16.52,17.64,,21.93,1.24,-4.29,1-Jan-99,1-Jan-09,1.20,-0.04,Social Reform and Community Development,Region-specific,,,Mixed,Technical Assistance & Advisory Services(Bank Executed)
537,Urban Development (focused on Land Readjustment Measure),JICA,,GOP,,,,0.01,,0.01,1.00,0.00,23-May-10,9-Jul-10,4.74,3.74,Infrastructure Development,Unspecified,,,TCP,Other inv financing Projects w/o any Bank cof (eg: CDCF)
538,Urban Partnerships for Sustainable Upliftment; Renewal; Governance and Empowerment Project (UPSURGE),WB,,GOP,To be verified,To be verified,1.91,1.91,,1.91,1.00,0.00,11-Jul-07,10-Jan-12,0.77,-0.23,Governance and Institutions Development,Unspecified,,,TA,Other inv financing Projects w/o any Bank cof (eg: CDCF)
539,Urban Water Supply and Sanitation Project,ADB,,GOP,To be verified,To be verified,2.00,2.00,2.00,0.00,0.00,2.00,26-Nov-10,31-Mar-12,0.07,0.07,Infrastructure Development,Nationwide,,,TA,Other inv financing Projects w/o any Bank cof (eg: CDCF)
540,Various Forest Conservation with Community Participation,JICA,,GOP,,,,0.03,,0.03,1.00,0.00,23-Aug-10,12-Nov-10,1.62,0.62,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Other inv financing Projects w/o any Bank cof (eg: CDCF)
541,Volunteers in Environmental Governance,USAID,,GOP,DENR,DENR,0.35,0.35,,0.30,0.86,0.05,29-Sep-04,30-Sep-12,0.78,-0.08,"Agriculture, Agrarian Reform and Natural Resources",Multi-Regional,,,TA,Technical Assistance & Advisory Services(Bank Executed)
542,"Waste Management and 3R (Reduce,Reuse and Recycle) Policies (A)",JICA,,GOP,,,,0.00,,0.00,1.00,0.00,16-Nov-10,18-Dec-10,1.41,0.41,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Project Preparation
543,Waste management Technique and Environmental Education (A),JICA,,GOP,,,,0.01,,0.01,1.00,0.00,21-Jun-10,10-Sep-10,2.41,1.41,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Technical Assistance & Advisory Services(Bank Executed)
544,Water District Development Sector,ADB,,GOP,LWUA,LWUA,1.20,1.20,1.20,1.08,0.90,0.12,9-Oct-08,31-Dec-10,1.00,0.10,Infrastructure Development,Nationwide,,,TA,Cofinancing
545,Water Supply Administration for Better Management of Water Supply Services (A),JICA,,GOP,,,,0.00,,0.00,1.00,0.00,4-Jul-10,17-Jul-10,13.62,12.62,Infrastructure Development,Unspecified,,,TCP,Carbon Financing
546,Web Application Development (Open Source) for E-Government Promotion,JICA,,GOP,,,,0.03,,0.03,1.00,0.00,5-Jan-10,24-Jun-10,2.11,1.11,Infrastructure Development,Unspecified,,,TCP,Technical Assistance & Advisory Services(Bank Executed)
547,Web Application Development (Open Source) for E-government Promotion,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,6-Jul-10,21-Dec-10,1.06,0.06,Infrastructure Development,Unspecified,,,TCP,Technical Assistance & Advisory Services(Bank Executed)
548,Wheelchairs for Mindanao II Project,USAID,,Others,Others,Davao Jubilee Foundation/ Phil. Service of Mercy Foundation/ Loving Presence Foundation,0.63,0.63,,0.47,0.75,0.16,1-Oct-08,30-Sep-10,1.13,0.38,Social Reform and Community Development,Region-specific,,,TA,Technical Assistance & Advisory Services(Bank Executed)
549,WHO Biennium Plan Total,WHO,,GOP,DOH,DOH,,10.99,,6.41,0.58,4.59,1-Jan-10,31-Dec-10,1.00,0.42,Social Reform and Community Development,Nationwide,"Nationwide with special focus on NC , regions with malaria endemic provinces","DOH Central Office, Manila, with Nationwide scope",TCP,Technical Assistance & Advisory Services(Bank Executed)
550,Working Environment Control for Occupational Disease Prevention,JICA,,GOP,,,,0.02,,0.02,1.00,0.00,26-May-10,30-Jul-10,3.36,2.36,Social Reform and Community Development,Unspecified,,,TCP,Technical Assistance & Advisory Services(Bank Executed)
551,Workshop for Enhancement of the Governmental Capacity on Water Environment in Asian Countries,JICA,,GOP,,,,0.01,,0.01,1.00,0.00,27-Sep-10,8-Oct-10,8.55,7.55,"Agriculture, Agrarian Reform and Natural Resources",Unspecified,,,TCP,Technical Assistance & Advisory Services(Bank Executed)
553,Immediate Support to Conflict Affected Populations in Mindanao,WFP,,GOP,DSWD,DSWD,,2.60,,2.60,1.00,0.00,1-Jan-06,31-Dec-10,1.00,0.00,Social Reform and Community Development,Multi-Regional,"Region X, XII and ARMM","Lanao del Norte, Sultan Kudarat,  North Cotabato, Maguindanao, and Lanao del Norte",Emergency/Relief,
554,"Assistance to IDPs, Returnees and other Food-insecure Households in Conflict affected Areas of Central Mindanao and Strengthening National Capacity on Natural Disaster Preparedness and Response",WFP,,GOP,DSWD,DSWD,,12.32,,12.32,1.00,0.00,1-Jul-10,31-Dec-11,0.33,-0.67,Social Reform and Community Development,Multi-Regional,ARMM and Region XI ,"Maguindanao, Lanao del Sur, Lanao del Norte",TA,Technical assistance 
