psgc_brgy,own_house_and_lot_or_owner_like_possession_of_house_and_lot,rented_house_or_room_including_lot,own_house_but_rented_lot,own_house_rent_free_ lot_with_consent_of_owner,own_house_rent_free_lot_without_consent_of_owner,rent_free_house_and_lot_with_consent_of_owner,rent_free_house_and_lot_without_consent_of_owner
72241015,578,27,122,335,67,20,0
72241016,22,3,1,21,4,7,0
72241017,14,1,0,4,2,20,1
72241018,417,63,29,247,176,33,3
72241019,202,1,3,95,10,5,0
72241020,80,2,4,101,15,5,0
72241021,125,2,1,155,22,4,4
72241022,7,0,0,13,0,1,0
72241023,109,0,0,87,14,1,0
72241024,5,1,0,20,1,0,0
72242001,120,0,0,84,1,8,0
72242002,148,0,0,95,0,11,0
72242003,299,0,5,124,5,18,0
72242004,505,4,3,252,6,37,1
72242006,634,6,0,312,17,28,0
72242007,282,1,2,106,1,21,2
72242008,237,1,7,204,2,17,0
72242009,109,3,0,67,4,36,3
72242010,500,3,2,240,16,10,1
72242011,165,0,1,55,1,7,4
72242012,403,2,0,77,2,9,0
72242013,404,9,7,162,8,16,2
72242014,156,0,0,51,0,4,1
72242015,477,3,1,236,6,31,1
72242016,237,3,1,118,0,6,0
72243001,243,6,0,159,3,3,0
72243002,383,11,0,263,3,60,0
72243003,73,1,1,100,1,3,0
72243004,164,3,4,101,0,19,0
72243005,214,1,0,42,1,21,0
72243006,126,4,0,104,2,31,0
72243007,62,1,1,203,0,4,0
72243008,142,1,0,105,0,6,0
72243009,269,1,2,71,1,3,0
72243010,144,2,0,106,0,36,1
72243011,394,26,1,190,27,72,0
72243012,219,1,0,25,1,7,0
72243013,124,1,1,97,0,1,0
72243014,389,2,1,92,0,25,1
72243015,119,4,3,112,2,14,0
72243016,83,1,1,144,0,11,0
72243017,304,3,4,146,2,16,0
72243018,255,0,14,131,2,20,0
72243019,379,9,4,268,1,34,0
72243020,520,32,14,280,2,48,1
72243021,318,22,4,216,1,23,0
72243022,97,1,5,117,1,7,0
72243023,78,2,0,164,7,15,1
72243024,221,12,2,184,3,12,0
72243025,262,5,23,220,3,23,0
72243026,201,2,0,22,1,7,0
72243027,144,2,1,191,1,16,0
72244002,323,1,6,295,3,11,0
72244003,221,2,2,236,5,21,0
72244004,178,3,0,96,4,18,0
72244005,190,9,21,151,8,15,0
72244006,301,16,30,193,2,12,0
72244007,232,2,8,340,20,19,0
72244008,157,8,5,158,6,34,0
72244009,94,0,0,104,1,8,0
72244010,201,10,1,148,4,25,0
72244011,59,10,5,181,8,27,0
72245001,255,0,0,14,0,11,0
72245002,140,0,0,12,1,12,0
72245003,167,0,0,7,0,6,0
72245004,187,4,0,16,0,17,0
72245005,187,1,0,17,7,8,0
72245006,174,2,1,29,0,23,0
72245007,129,2,1,11,0,8,0
72245008,249,6,3,35,0,25,1
72245009,141,4,11,22,6,16,0
72245010,84,0,0,16,1,9,0
72246001,186,14,11,91,8,67,1
72246002,134,0,4,58,15,1,0
72246003,183,2,12,178,42,8,0
72246004,374,8,19,299,49,56,3
72246005,147,0,12,197,21,9,0
72246006,110,2,5,42,9,8,0
72246007,30,0,0,70,18,11,0
72246008,116,1,4,40,4,5,0
72246009,113,0,2,61,2,7,0
72246010,105,7,16,76,0,61,2
72246011,82,2,3,30,3,2,0
72246012,109,0,2,34,6,7,0
72246013,74,1,15,75,36,10,1
72246014,131,8,12,172,35,21,1
72246015,90,0,7,84,11,5,0
72246016,157,0,12,96,1,8,0
72246017,113,0,9,119,21,6,0
72246018,134,0,12,101,29,2,0
72246019,192,1,5,156,41,17,0
72246020,21,0,7,55,1,3,0
72246021,62,15,39,264,29,68,0
72246022,54,4,18,115,3,22,0
72246023,152,1,17,163,13,8,0
72246024,48,10,20,103,10,80,0
72246025,30,4,11,142,7,11,0
72247001,19,0,2,59,9,4,1
72247002,47,0,0,48,9,2,0
72247003,136,6,7,136,1,12,0
72247004,204,10,1,135,1,9,0
72247005,145,1,1,245,11,8,0
72247006,81,0,0,78,1,7,0
72247007,305,15,3,121,4,14,0
72247009,74,1,0,71,6,2,0
72247010,278,17,4,115,4,20,0
72247011,253,20,2,106,3,48,5
72247012,40,0,18,103,21,10,0
72247013,89,0,3,93,8,3,0
72247014,103,0,1,70,4,12,0
72247015,122,0,0,59,1,1,0
72247016,122,13,17,234,1,23,1
72247017,327,8,5,108,9,24,5
72247018,70,0,0,80,12,6,0
72247019,160,3,16,129,16,16,0
72248001,78,3,0,46,0,5,0
72248002,189,3,3,260,2,11,0
72248003,89,2,0,35,2,4,0
72248004,196,2,2,69,0,12,0
72248005,185,1,6,191,5,27,1
72248006,59,0,1,17,1,4,0
72248007,169,2,2,50,4,16,0
72248008,156,3,40,303,8,20,0
72248009,102,0,6,231,4,14,0
72248010,202,1,14,196,3,28,1
72248011,141,1,2,46,5,13,2
72248012,130,0,0,167,2,16,0
72248013,52,1,11,113,10,13,0
72248014,137,0,1,101,0,13,0
72248015,149,2,4,41,2,16,0
72248016,236,2,0,113,3,54,1
72248017,85,3,4,30,2,12,1
72248018,124,6,6,31,7,26,2
72248019,151,2,0,32,1,11,0
72248020,67,1,6,78,2,7,0
72248021,94,0,1,22,3,5,0
72248022,78,1,0,30,1,9,0
72248023,251,6,9,132,4,10,0
72248024,81,2,0,121,6,14,0
72248025,85,6,20,56,1,24,0
72249001,305,4,4,441,6,17,0
72249005,112,3,0,76,0,27,0
72249006,68,1,0,56,1,18,0
72249008,78,0,0,221,2,3,0
72249010,61,0,0,105,0,7,0
72249013,36,0,0,128,2,4,0
72249014,158,0,2,199,0,2,0
72249015,41,4,8,302,0,24,0
72249016,318,30,53,265,4,35,3
72249017,194,3,2,374,6,23,1
72249018,176,3,0,172,2,2,0
72249019,25,0,16,51,1,19,0
72250001,0,0,0,2,0,0,0
72250002,190,67,21,170,28,42,1
72250003,110,72,76,220,219,64,18
72250004,167,63,106,202,28,61,21
72250005,0,0,0,7,0,0,0
72250006,81,38,63,186,42,54,47
72250007,9,1,0,9,3,0,0
72250008,236,72,18,87,100,46,1
72250009,13,3,0,31,82,13,0
72250010,21,5,6,49,47,14,1
72250011,377,97,157,207,113,99,8
72250012,244,98,62,355,117,141,2
72250013,4,1,0,2,1,0,0
72250014,6,8,0,39,26,7,0
72250015,0,0,2,0,0,1,0
72250016,6,5,2,93,6,2,1
72250017,238,102,72,472,181,149,82
72250019,4,3,8,5,14,3,0
72250021,16,7,4,15,15,10,0
72250022,1,2,1,16,7,0,0
72251001,17,0,2,264,4,37,0
72251002,41,1,1,353,36,2,6
72251003,6,6,1,136,5,9,0
72251004,18,3,1,385,16,38,0
72251005,4,0,0,19,5,53,0
72251006,56,1,25,224,0,7,47
72251007,15,1,1,70,2,17,0
72251008,67,6,11,96,2,6,15
72251009,1,0,0,167,4,6,0
72251010,106,73,235,176,3,26,0
72251011,9,5,2,546,3,30,0
72251012,235,51,148,304,22,97,1
72251013,18,0,4,363,1,43,0
72251014,47,4,14,574,13,53,0
72251015,1,1,9,34,2,3,0
72251016,119,28,319,290,1,8,1
72251017,42,5,1,453,19,19,0
72251018,2,0,0,75,20,1,0
72251019,5,2,16,95,0,6,0
72251020,32,0,7,232,16,6,0
72251021,33,2,44,141,1,38,0
72251022,28,9,16,191,3,2,0
72251023,11,1,3,63,3,42,2
72251024,97,15,9,616,15,21,1
72251025,21,4,44,229,4,27,0
72251026,180,19,45,417,63,58,0
72251027,32,1,1,118,0,1,3
72251028,14,21,76,233,8,33,3
72251029,193,16,137,189,81,11,53
72251030,49,0,15,104,21,0,8
72251031,14,0,0,151,2,10,0
72251032,64,0,1,261,1,8,0
72251033,206,32,35,142,1,3,0
72251034,341,44,39,248,8,30,30
72251035,52,3,0,138,3,10,0
72251037,74,3,8,283,6,8,14
72251038,38,0,1,158,2,8,0
72251039,8,0,1,131,1,2,0
72252001,71,0,5,110,1,0,5
72252002,81,0,2,109,16,3,0
72252003,62,0,1,132,28,11,1
72252004,111,4,22,138,10,3,0
72252005,59,2,14,149,18,4,0
72252006,41,0,0,109,47,0,0
72252007,20,0,0,31,11,0,0
72252008,46,1,8,76,0,0,0
72252009,42,0,1,84,2,1,0
72252010,208,0,1,98,0,2,0
72252011,33,0,0,47,0,1,0
72252012,21,0,0,20,3,2,0
72252013,5,1,0,27,1,0,0
72252014,63,0,0,99,1,4,0
72252015,61,0,2,205,1,5,0
72252016,144,2,3,221,20,41,0
72252017,96,9,157,243,48,4,1
72252018,59,5,36,246,2,39,9
72252019,150,6,32,167,15,3,0
72252020,10,1,61,118,41,11,0
72252021,34,0,0,53,0,0,0
72252022,72,0,0,258,1,4,0
72252023,64,0,0,159,1,3,0
72252024,24,1,2,43,28,0,0
72252025,47,1,0,80,1,7,0
72252026,33,0,0,28,8,0,0
72252027,20,0,0,37,0,1,0
72252028,25,0,1,31,0,0,0
72252029,115,1,0,85,2,1,0
72252030,31,0,0,35,5,1,0
72252031,27,0,0,87,1,1,0
72252032,57,2,0,51,13,0,0
72252033,50,0,1,138,0,2,0
72252034,64,0,0,79,2,3,0
72252035,117,2,2,258,55,56,0
72252036,30,0,3,150,43,0,0
72252037,22,1,1,67,1,25,0
72252038,161,0,7,147,5,3,0
72252040,272,5,26,273,12,45,0
72252041,29,1,4,113,2,0,0
72252042,96,2,1,90,1,2,1
72252043,15,0,11,44,8,0,0
72252044,46,0,1,46,6,3,0
72252045,47,1,0,106,1,4,7
72252046,93,0,1,50,1,0,0
72252047,29,0,0,39,7,1,0
72252048,105,5,40,79,3,6,0
72252049,98,5,30,113,14,3,0
72252050,30,4,0,4,0,1,0
72252051,8,4,0,2,0,7,0
72252052,68,4,13,19,0,1,0
72252053,56,5,46,122,6,49,1
72252054,72,6,8,50,4,5,0
72252055,80,6,12,197,1,3,0
72253001,62,0,1,27,0,1,0
72253002,188,4,5,98,3,16,0
72253003,58,1,0,17,0,3,0
72253004,96,5,29,74,3,11,0
72253005,193,0,0,98,1,14,0
72253006,0,0,0,2,0,0,0
72253007,403,1,0,115,12,19,0
72253008,41,0,2,62,1,6,0
72253009,68,0,0,52,0,6,0
72253010,7,0,0,24,1,9,0
72253011,111,0,0,39,1,14,1
74601001,271,5,21,338,2,12,0
74601002,331,4,1,229,1,8,0
74601003,479,10,5,217,1,10,2
74601004,222,8,9,94,0,4,0
74601005,173,3,4,105,4,4,0
74601006,468,2,0,181,2,14,2
74601007,254,2,4,177,1,7,0
74601008,505,19,20,113,10,26,0
74602001,167,1,6,107,25,5,0
74602002,109,4,1,147,8,5,0
74602003,173,0,2,205,9,4,10
74602004,93,1,3,107,1,1,2
74602005,363,15,4,116,7,16,0
74602006,248,4,11,144,11,26,0
74602007,223,6,1,115,5,6,1
74602008,120,4,1,82,0,1,0
74602009,425,5,6,134,6,2,1
74602010,152,2,15,274,8,4,0
74602011,133,3,11,116,17,4,0
74602012,116,4,1,160,1,7,0
74602013,49,3,2,92,1,2,0
74602014,107,2,0,60,0,1,2
74602015,124,2,5,210,5,5,0
74602016,348,6,12,222,13,11,2
74602017,180,6,14,40,1,1,0
74602018,155,0,6,95,5,17,0
74602019,296,3,15,372,10,10,0
74602020,146,1,19,198,1,4,6
74602021,219,5,1,103,2,11,1
74602022,170,7,1,136,3,8,4
74602023,373,9,6,131,13,10,0
74602024,242,4,13,90,4,7,0
74603001,145,0,0,34,1,3,0
74603002,344,39,17,192,4,23,0
74603003,244,8,1,187,5,16,0
74603004,257,0,4,134,1,8,0
74603005,85,0,0,19,1,5,0
74603006,303,9,1,62,3,18,1
74603007,138,0,0,50,1,4,0
74603008,117,0,2,70,1,4,0
74603009,99,0,0,48,0,8,0
74603010,18,5,0,208,0,6,0
74603011,47,0,0,17,0,0,0
74603012,36,0,0,36,2,2,0
74603013,24,1,3,17,1,5,0
74603014,107,8,0,28,0,3,0
74603015,322,62,39,152,11,32,0
74603016,459,51,11,115,5,35,2
74603017,230,14,1,62,1,10,0
74603018,120,4,5,50,0,15,0
74603019,234,1,0,15,0,3,0
74603020,110,0,1,64,0,6,0
74603021,127,1,2,55,2,8,0
74603022,113,7,3,8,0,14,0
74604001,258,71,49,102,13,14,0
74604002,902,135,55,328,33,53,1
74604003,46,0,2,165,0,80,0
74604004,45,0,1,96,4,25,0
74604005,359,2,80,43,16,3,0
74604006,137,4,5,196,11,7,0
74604007,1029,8,27,161,30,21,0
74604008,53,0,1,136,0,3,0
74604009,137,1,4,46,2,14,0
74604010,24,0,0,133,7,55,0
74604011,169,2,10,48,1,65,0
74604012,151,6,7,75,0,9,0
74604013,33,0,1,48,0,5,0
74604014,60,0,12,36,1,10,0
74604015,3,0,0,9,0,18,0
74604017,59,9,17,12,1,21,1
74604018,284,4,36,56,4,5,0
74604019,273,7,20,119,13,12,0
74604020,182,2,0,30,5,5,0
74604021,127,0,38,175,11,27,0
74604022,168,1,1,49,5,4,0
74604023,469,16,51,119,2,23,2
74604024,123,0,0,11,1,11,0
74604025,324,2,3,115,6,13,0
74604026,96,0,0,80,3,6,0
74604027,2,0,0,44,0,1,0
74604028,881,4,10,237,39,29,0
74604029,6,1,0,64,5,1,0
74604030,19,0,9,115,0,2,1
74604031,204,2,6,66,1,12,0
74604032,105,2,1,115,4,7,1
74604033,177,4,12,207,2,32,0
74604034,5,0,0,3,1,31,6
74604035,8,0,1,102,4,59,0
74604036,6,0,0,63,1,86,0
74605001,102,7,12,300,8,3,0
74605002,105,4,13,425,47,17,0
74605003,227,13,6,419,56,22,1
74605004,32,0,3,160,7,1,0
74605005,48,0,1,56,7,3,0
74605006,99,4,0,144,15,8,0
74605007,150,9,6,269,16,14,0
74605008,271,4,4,464,29,1,0
74605009,130,2,0,84,3,3,0
74605010,244,23,42,478,10,7,4
74606001,250,9,10,197,15,77,0
74606002,299,1,11,324,1,6,0
74606003,395,27,25,429,51,42,0
74606004,100,2,1,249,24,9,0
74606005,150,24,25,81,11,18,2
74606006,298,4,32,320,2,6,0
74606007,167,1,0,137,2,16,0
74606008,317,45,131,675,12,21,2
74606009,227,3,0,242,44,23,0
74606010,677,24,23,587,22,82,0
74606011,378,9,9,442,39,71,4
74606012,368,4,4,381,15,16,0
74606013,467,7,19,562,80,75,0
74606014,89,2,1,303,18,1,0
74606015,547,9,56,1178,51,52,5
74606016,557,19,30,427,20,125,0
74606017,100,1,8,179,38,27,2
74606018,135,31,47,228,25,16,0
74606019,202,5,6,114,1,7,0
74606020,79,0,0,146,2,4,0
74606021,100,0,1,128,1,0,0
74606022,152,26,18,168,46,28,4
74606023,271,7,30,392,6,17,0
74606024,439,9,4,322,53,29,0
74606025,318,45,38,89,24,27,3
74606026,122,33,35,79,14,26,0
74606027,584,32,17,848,85,36,1
74606028,86,0,0,94,0,13,0
74607001,273,3,22,91,5,10,0
74607002,102,3,2,49,0,1,0
74607003,179,2,2,163,11,12,0
74607004,385,5,24,200,6,18,0
74607005,167,4,17,99,4,4,0
74607006,135,2,0,36,2,2,1
74607007,197,2,2,108,3,1,0
74607008,150,0,2,41,8,5,0
74607009,193,2,9,57,4,5,0
74607010,178,8,36,163,10,8,1
74607011,272,13,8,65,8,19,7
74607012,172,10,5,39,1,1,1
74607013,196,4,2,158,8,4,0
74607014,75,0,2,24,2,0,0
74607015,1012,13,61,198,18,41,1
74607016,131,2,3,103,8,3,0
74607017,95,1,3,11,3,0,0
74607018,353,8,32,230,11,30,2
74607019,121,3,5,24,0,8,0
74607020,147,6,1,140,5,1,0
74607021,237,13,26,138,39,22,0
74607022,74,1,10,74,5,5,1
74608001,254,7,12,126,1,10,0
74608002,195,3,54,223,9,31,0
74608003,192,5,29,396,19,17,0
74608004,142,7,16,210,3,17,3
74608005,276,11,14,213,3,39,4
74608006,476,7,11,271,6,33,0
74608007,344,4,29,464,11,25,3
74608008,331,18,26,403,37,33,2
74608009,637,62,194,662,21,84,4
74608010,393,1,26,272,13,17,0
74608011,176,2,22,370,6,14,0
74608012,204,2,11,141,9,23,0
74609001,83,0,0,7,2,8,0
74609002,133,1,0,15,1,3,0
74609003,123,0,0,19,3,6,0
74609004,90,0,0,22,11,6,0
74609005,97,0,0,24,2,4,0
74609006,97,1,1,18,1,1,0
74609007,257,3,1,31,1,13,0
74609008,135,0,0,20,2,3,0
74609009,100,0,0,29,6,3,0
74609010,97,0,0,21,1,1,0
74609011,319,21,0,34,1,15,1
74609012,473,12,0,116,10,29,0
74609013,116,0,0,24,0,4,0
74609014,203,1,1,24,0,12,0
74609015,160,0,0,33,3,29,7
74609016,224,3,0,39,5,16,1
74609017,235,2,0,24,0,11,0
74609018,112,4,0,30,7,6,0
74609019,169,12,0,58,0,7,0
74609020,143,3,4,21,3,4,2
74609021,142,3,0,15,2,17,0
74609022,252,0,0,44,0,14,1
74609023,122,0,0,27,3,5,0
74610001,586,158,116,185,17,47,11
74610002,632,54,14,17,0,24,1
74610003,363,13,19,20,4,8,1
74610004,696,76,23,59,19,37,2
74610005,332,35,15,39,4,24,3
74610006,585,109,185,84,10,32,1
74610007,185,36,20,10,1,16,0
74610008,605,32,62,86,4,15,0
74610009,481,158,281,124,5,30,0
74610010,412,46,35,93,17,47,0
74610011,536,86,179,69,7,47,1
74610012,341,13,34,14,2,22,0
74610013,396,81,33,66,3,46,3
74610014,609,42,67,100,14,46,0
74610015,184,29,43,96,39,22,3
74610016,239,35,33,13,5,16,1
74610017,259,44,24,21,0,13,0
74610018,352,45,69,70,5,29,0
74610019,125,43,19,73,31,43,27
74610020,105,44,23,40,11,10,4
74610021,1,0,0,0,0,0,0
74610022,7,0,0,0,0,0,0
74610023,2,0,0,0,0,0,0
74610024,11,0,1,0,1,0,0
74610025,12,9,0,1,0,2,0
74610026,207,102,24,54,8,8,1
74610027,242,44,24,19,1,18,1
74610028,153,37,36,30,7,20,9
74610029,400,145,229,77,6,46,2
74610030,378,22,14,24,6,9,1
74611001,108,4,11,135,3,0,0
74611002,282,2,26,276,5,2,0
74611003,141,0,14,155,1,1,0
74611004,65,1,3,608,5,8,0
74611005,42,1,1,189,2,1,0
74611006,109,2,108,705,5,13,0
74611007,73,11,3,520,5,1,2
74611008,93,5,3,499,15,9,1
74611009,46,0,14,197,3,0,0
74611010,34,7,6,970,6,39,1
74611011,143,7,6,716,7,11,0
74611012,125,3,4,243,8,9,1
74611013,52,0,1,248,3,13,0
74611014,59,2,0,138,3,1,0
74611015,111,2,12,219,7,2,0
74611016,164,2,23,248,3,2,0
74611017,104,0,5,164,4,10,0
74611018,109,5,19,237,3,3,0
74611019,161,2,12,309,3,6,2
74611020,35,13,16,176,0,1,0
74611021,66,1,3,300,3,8,1
74611022,142,10,9,397,29,9,3
74611023,54,1,4,295,1,3,1
74611025,229,3,22,289,11,4,0
74611026,59,0,3,77,4,7,0
74611027,13,1,2,265,0,2,0
74611028,700,145,270,1323,48,113,2
74611029,144,2,1,384,11,2,0
74611030,72,2,1,132,1,10,0
74611031,145,2,52,382,9,30,0
74611032,187,7,53,225,4,1,2
74611033,141,3,11,665,11,19,0
74611034,62,1,3,305,5,2,0
74612001,38,1,2,82,0,0,0
74612002,51,0,0,52,5,1,0
74612003,186,4,2,165,11,1,1
74612004,18,4,0,154,3,0,0
74612005,28,2,0,60,0,2,0
74612006,62,1,0,145,6,2,0
74612007,66,5,14,84,4,0,0
74612008,67,1,7,79,2,0,0
74612009,34,0,0,58,0,0,0
74612010,53,1,1,93,3,13,0
74612011,41,2,1,151,3,10,0
74612012,16,3,1,76,1,0,0
74612013,66,1,2,205,8,2,0
74612014,110,6,1,179,0,0,0
74612015,61,3,1,184,6,1,0
74612016,72,2,1,108,25,1,0
74612017,31,2,1,61,0,2,0
74612018,49,3,0,97,0,2,0
74612019,71,2,0,102,0,0,0
74612020,111,6,27,163,7,0,0
74612021,135,3,0,249,4,3,0
74612022,37,2,1,160,3,17,0
74612023,85,13,5,114,0,0,0
74612024,95,10,5,121,12,15,3
74612025,60,3,1,75,4,10,1
74612026,53,4,5,187,3,2,1
74612027,33,5,1,121,4,1,0
74612028,57,1,2,176,1,2,0
74613001,126,6,1,91,0,4,0
74613002,145,2,8,49,13,7,0
74613003,130,10,15,90,3,15,0
74613004,77,9,5,129,1,9,2
74613005,82,1,0,151,1,6,0
74613006,154,0,4,106,0,11,0
74613007,51,5,38,112,6,16,1
74613008,144,0,0,144,1,4,1
74613009,113,4,3,170,2,7,0
74613010,164,4,12,74,1,14,0
74613011,60,1,0,67,1,2,0
74613012,244,3,5,158,2,4,0
74613013,90,0,5,153,0,0,0
74613014,98,0,1,56,0,0,0
74613015,49,7,1,67,0,0,0
74613016,22,2,10,94,1,17,0
74613017,125,6,3,149,1,35,7
74613018,104,3,3,185,4,8,0
74613019,253,10,18,186,1,27,1
74613020,33,0,2,88,1,9,0
74613021,100,6,13,103,6,6,0
74613022,88,1,5,124,0,13,1
74613023,103,11,1,246,3,24,1
74613024,107,1,9,83,4,15,0
74613025,139,4,1,110,10,34,1
74613026,201,5,18,184,4,13,0
74613027,54,0,0,76,0,3,0
74613028,23,1,4,100,1,2,0
74613029,96,0,5,182,5,11,0
74614001,388,13,31,243,4,7,0
74614002,332,2,4,107,21,14,1
74614003,296,9,12,355,13,62,1
74614005,159,10,0,81,5,1,2
74614006,320,6,9,194,12,19,2
74614007,302,6,23,172,6,7,0
74614008,69,1,1,105,2,22,3
74614009,43,4,6,203,16,22,4
74614010,180,2,13,164,4,13,0
74614011,217,4,24,95,11,33,1
74614012,197,3,10,81,3,17,0
74614013,163,7,29,121,4,2,0
74614014,191,2,25,219,5,10,0
74614015,429,20,9,463,16,16,0
74614016,264,11,70,234,23,36,0
74614017,152,7,39,171,3,19,0
74614018,144,2,19,228,24,3,0
74614019,243,5,11,91,21,11,0
74614020,497,36,133,311,12,19,1
74614021,100,0,19,193,3,15,0
74614022,154,2,0,95,3,5,1
74614023,159,3,16,266,8,16,1
74614024,40,6,42,129,11,5,0
74614025,21,2,8,60,1,3,0
74614026,67,3,14,282,11,11,1
74614027,262,5,30,232,2,15,1
74614028,233,20,71,327,7,11,0
74614029,386,11,56,383,8,8,1
74614030,656,38,27,453,71,78,4
74614031,247,8,20,256,5,27,1
74614032,67,1,8,327,15,14,0
74614033,475,13,32,356,18,26,6
74615001,155,9,0,231,3,22,0
74615002,45,1,1,19,1,5,0
74615003,136,1,4,52,0,3,0
74615004,323,3,4,115,6,13,1
74615005,457,5,2,75,6,27,3
74615006,258,5,0,103,3,37,0
74615007,380,2,16,207,22,22,1
74615008,281,1,1,137,1,12,0
74615009,122,0,0,14,1,6,0
74615010,164,1,4,96,0,4,1
74615011,97,2,1,139,1,5,0
74615012,147,1,2,68,4,12,0
74615013,250,2,3,128,3,18,0
74615015,217,3,11,154,7,16,0
74615016,126,0,2,288,2,3,0
74615017,351,8,0,82,4,17,0
74615018,325,12,24,86,5,17,0
74615019,130,0,1,29,1,9,0
74615020,138,0,0,51,2,11,0
74615021,125,0,3,30,1,5,0
74615022,134,3,6,56,1,43,0
74615023,45,0,0,28,0,2,0
74615024,154,5,5,24,3,3,1
74615025,203,6,2,106,9,10,0
74615026,191,3,4,96,2,5,0
74615027,96,1,1,61,0,4,0
74615028,250,13,3,46,3,18,0
74616001,78,0,0,60,3,1,0
74616002,248,3,2,172,7,3,0
74616003,196,4,3,60,4,0,0
74616004,243,3,1,200,3,11,0
74616005,196,1,7,58,6,24,0
74616007,161,3,12,58,8,17,0
74616008,195,1,3,33,2,15,0
74616009,494,1,1,107,2,6,0
74616010,133,4,6,120,11,29,0
74616011,91,2,1,69,0,3,0
74616012,800,27,13,372,11,43,1
74616013,427,9,13,173,21,30,1
74616014,348,2,2,155,1,8,1
74616015,146,0,1,192,0,4,0
74616016,192,3,3,103,2,1,0
74616017,336,6,33,74,9,27,0
74617001,92,0,0,31,3,1,0
74617002,92,1,4,35,0,5,0
74617004,57,1,0,45,0,0,0
74617005,179,2,1,96,4,6,0
74617006,79,0,0,100,1,0,0
74617007,169,6,4,86,6,24,0
74617008,75,0,0,46,0,0,0
74617009,154,5,2,72,1,7,2
74617010,88,3,0,27,1,0,0
74617011,301,9,1,89,1,7,0
74617012,210,5,3,91,1,8,0
74617013,261,1,0,67,4,13,0
74617014,180,7,6,110,2,4,0
74617015,280,7,7,170,13,21,0
74618001,312,3,6,363,3,3,0
74618002,117,4,13,109,1,7,0
74618003,52,0,2,100,0,2,0
74618004,146,3,2,201,2,6,0
74618006,134,1,10,122,2,6,0
74618008,300,14,4,236,11,56,0
74618009,327,7,34,673,5,35,1
74618010,34,1,2,126,2,9,1
74618011,171,4,0,148,2,15,0
74618012,315,5,8,483,1,6,0
74618013,96,2,5,34,0,3,0
74618014,96,2,1,240,0,5,0
74618015,65,1,3,349,2,23,3
74618016,283,1,17,335,15,17,1
74618017,179,6,4,100,2,8,0
74618019,909,43,55,1072,15,79,2
74618020,233,7,31,303,3,23,0
74618021,140,0,3,223,1,14,3
74618022,88,1,2,97,1,2,0
74618023,191,2,17,231,2,16,1
74618024,54,0,1,124,1,0,1
74618025,211,1,4,307,6,13,0
74619001,238,2,2,45,11,17,1
74619002,180,1,0,59,19,3,0
74619003,817,11,52,780,7,15,1
74619004,259,4,0,92,2,3,0
74619005,383,5,51,234,4,2,0
74619007,444,1,1,132,3,14,0
74619008,426,1,5,128,21,24,3
74619009,344,1,0,105,2,19,0
74619010,298,3,0,55,1,2,0
74619011,442,2,8,420,4,37,0
74619012,351,3,0,23,0,8,0
74619013,329,8,8,156,69,12,1
74619014,727,4,16,275,20,39,3
74619015,215,0,13,111,23,23,1
74619016,235,3,2,167,2,14,2
74619017,129,0,7,206,2,63,1
74619018,317,31,17,18,1,14,0
74619019,300,21,10,41,4,19,0
74619020,252,31,23,115,1,7,0
74619021,255,11,13,22,4,12,0
74619022,348,2,12,151,2,12,0
74619023,189,2,0,12,0,4,0
74619024,449,3,5,97,2,13,1
74619025,217,1,13,209,4,21,0
74619026,344,10,4,49,3,17,0
74619027,325,9,44,3,0,2,0
74620001,211,54,25,183,11,36,0
74620002,286,7,5,197,6,30,0
74620003,284,2,3,60,3,50,1
74620004,719,133,210,53,9,31,2
74620005,163,3,4,11,1,21,0
74620006,428,35,49,46,2,35,0
74620007,109,0,4,68,7,10,0
74620008,441,14,9,109,31,56,4
74620009,659,36,31,36,7,30,0
74620010,284,2,2,127,1,11,0
74620011,443,46,105,82,5,39,0
74620012,544,64,147,118,3,34,1
74620013,356,3,6,180,2,9,0
74620014,75,2,6,121,1,1,0
74620015,522,50,85,48,11,40,0
74621001,593,2,19,173,5,41,2
74621002,314,2,2,103,4,15,0
74621003,414,3,10,84,4,6,0
74621004,279,1,1,40,7,15,0
74621005,384,2,24,369,31,45,0
74621006,399,18,17,64,2,20,3
74621007,793,9,1,76,15,13,0
74621008,307,16,5,24,3,33,0
74621009,153,10,70,18,1,2,0
74621010,242,17,4,52,3,11,3
74621011,355,9,44,104,7,13,0
74621012,134,5,2,5,1,13,1
74621013,392,14,6,26,1,8,0
74621014,145,14,1,64,0,6,0
74621015,284,16,23,37,10,7,0
74621016,144,6,8,27,3,10,0
74621017,166,0,3,330,40,17,2
74621018,428,2,16,141,4,22,2
74621019,401,4,18,108,18,118,1
74621020,435,0,0,109,9,20,0
74621021,380,3,29,191,27,24,0
74621022,371,16,90,385,18,119,1
74621023,451,3,20,195,24,19,1
74621025,645,20,7,162,8,81,1
74622001,13,1,1,37,0,5,0
74622002,339,6,14,192,2,2,0
74622003,97,2,1,108,1,1,0
74622004,51,2,2,91,4,0,1
74622005,56,1,2,147,1,2,0
74622006,45,0,5,97,1,0,0
74622007,149,3,3,229,2,5,0
74622008,42,3,0,113,1,0,0
74622009,77,1,0,174,2,0,0
74622010,65,2,3,206,1,5,0
74622011,102,1,1,115,1,4,0
74622012,39,1,2,161,0,0,0
74622013,57,1,7,77,0,0,0
74622014,66,1,0,65,1,6,0
