psgc_brgy,hearing,visual,speech,orthopedic,multiple_ disabilities,mental,other,no_ household_member_is_disabled
97221011,2,3,2,6,2,5,3,304
97221012,2,3,0,2,2,1,6,276
97221013,0,4,2,5,7,0,2,201
97221014,2,1,1,0,0,0,3,172
97221015,0,0,0,3,0,0,0,104
97221016,1,2,2,1,2,1,5,264
97221017,0,1,2,2,0,0,1,96
97221018,1,0,1,0,1,2,1,111
97221019,0,3,0,1,0,3,3,151
97221020,2,7,0,2,5,2,2,274
97222001,0,0,0,0,0,0,0,0
97222002,0,0,0,0,0,0,0,0
97222003,0,1,0,0,0,0,0,2
97222004,0,0,0,0,0,0,1,6
97222005,0,0,0,0,0,0,0,4
97222006,0,0,0,0,1,0,0,3
97222007,0,0,0,0,1,0,0,1
97222008,0,0,0,0,0,0,0,0
97222009,0,0,0,0,0,0,0,2
97222010,0,0,0,0,0,0,0,3
97222011,0,0,0,0,0,0,0,2
97222012,0,0,0,0,0,0,0,0
97222013,0,0,0,0,0,0,0,1
97222014,0,0,0,0,0,0,0,0
97222015,0,0,0,0,0,0,0,1
97222016,0,0,0,0,0,0,0,1
97222017,0,0,0,0,0,0,0,1
97222018,0,0,0,0,0,0,0,3
97223001,0,0,0,0,0,0,0,0
97223002,0,0,0,0,0,0,0,0
97223003,0,0,0,0,0,0,0,0
97223004,0,0,0,0,0,0,0,0
97223005,0,0,0,0,0,0,0,0
97223006,0,0,0,0,0,0,0,0
97223007,0,0,0,0,0,0,0,0
97223008,0,0,0,0,0,0,0,0
97223009,0,0,0,0,0,0,0,0
97223010,0,0,0,0,0,0,0,0
97223011,0,0,0,0,0,0,0,0
97223012,0,0,0,0,0,0,0,0
97223013,0,0,0,0,0,0,0,0
97223014,0,0,0,0,0,0,0,0
97223015,0,0,0,0,0,0,0,0
97223016,0,0,0,0,0,0,0,0
97223017,0,0,0,0,0,0,0,0
97223018,0,0,0,0,0,0,0,0
97223019,0,0,0,0,0,0,0,0
97223020,0,0,0,0,0,0,0,0
97223021,0,0,0,0,0,0,0,0
97223022,0,0,0,0,0,0,0,0
97223023,0,0,0,0,0,0,0,0
97223024,0,0,0,0,0,0,0,0
97223025,0,0,0,0,0,0,0,0
97223026,0,0,0,0,0,0,0,0
97223027,0,0,0,0,0,0,0,0
97223028,0,0,0,0,0,0,0,0
97223029,0,0,0,0,0,0,0,0
97223030,0,0,0,0,0,0,0,0
97223031,0,0,0,0,0,0,0,0
97223032,0,0,0,0,0,0,0,0
97223033,0,0,0,0,0,0,0,0
97224001,0,0,0,0,0,0,0,0
97224002,0,0,0,0,0,0,0,0
97224003,0,0,0,0,0,0,0,0
97224004,0,0,0,0,0,0,0,0
97224005,0,0,0,0,0,0,0,0
97224006,0,0,0,0,0,0,0,0
97224007,0,0,0,0,0,0,0,0
97224008,0,0,0,0,0,0,0,0
97224009,0,0,0,0,0,0,0,0
97224010,0,0,0,0,0,0,0,0
97224011,0,0,0,0,0,0,0,0
97224012,0,0,0,0,0,0,0,0
97224013,0,0,0,0,0,0,0,0
97224014,0,0,0,0,0,0,0,0
97224015,0,0,0,0,0,0,0,0
97224016,0,0,0,0,0,0,0,0
97224017,0,0,0,0,0,0,0,0
97225001,0,0,0,0,0,0,0,0
97225002,0,0,0,0,0,0,0,0
97225003,0,0,0,0,0,0,0,2
97225004,0,0,0,0,0,0,0,0
97225005,0,0,0,0,0,0,0,0
97225006,0,0,0,0,0,0,0,1
97225007,0,0,0,0,0,0,0,1
97225008,0,0,0,0,0,0,0,2
97225009,0,0,0,0,0,0,0,0
97225010,0,0,0,0,0,0,0,0
97225011,0,0,0,0,0,0,0,0
97225012,0,0,0,0,0,0,0,1
97225013,0,0,0,0,0,0,0,1
97225014,0,0,0,0,0,0,0,0
97225015,0,0,0,0,1,0,0,0
97225016,0,0,0,0,0,0,0,1
97225017,0,0,0,0,0,0,0,0
97226001,0,0,0,0,0,0,0,0
97226002,0,0,0,0,0,0,0,0
97226003,0,0,0,0,0,0,0,0
97226004,0,0,0,0,0,0,0,0
97226005,0,0,0,0,0,0,0,0
97226006,0,0,0,0,0,0,0,0
97226007,0,0,0,0,0,0,0,0
97226008,0,0,0,0,0,0,0,0
97226009,0,0,0,0,0,0,0,0
97226010,0,0,0,0,0,0,0,0
97226011,0,0,0,0,0,0,0,0
97226012,0,0,0,0,0,0,0,0
97226013,0,0,0,0,0,0,0,0
97226014,0,0,0,0,0,0,0,0
97226015,0,0,0,0,0,0,0,0
97226016,0,0,0,0,0,0,0,0
97226017,0,0,0,0,0,0,0,0
97226018,0,0,0,0,0,0,0,0
97227001,0,0,0,0,0,0,0,0
97227002,1,3,1,0,1,0,2,115
97227003,0,0,1,0,0,1,1,49
97227004,0,0,0,0,0,0,2,122
97227005,1,3,0,0,2,1,0,88
97227006,0,0,0,0,0,0,0,0
97227007,0,0,0,0,0,0,0,1
97227008,0,2,0,0,0,2,3,109
97227009,1,1,0,0,0,0,0,109
97227010,0,0,1,0,0,0,1,98
97227011,0,1,0,0,1,0,0,44
97227012,0,0,0,1,0,1,1,122
97227013,1,5,2,1,0,0,3,106
97227014,0,1,0,0,0,0,0,82
97302001,4,2,2,1,2,0,3,187
97302002,3,1,0,0,0,1,0,127
97302003,0,1,1,0,0,0,0,79
97302004,1,0,2,3,5,1,5,323
97302005,0,2,1,2,0,0,1,78
97302007,0,0,0,2,0,2,1,122
97302008,1,0,1,0,0,0,1,103
97302009,2,2,1,2,0,0,0,75
97302010,2,1,0,0,0,0,0,87
97302011,1,3,3,1,0,4,2,285
97302012,1,3,1,1,5,1,3,198
97302013,1,3,0,2,1,0,4,251
97302014,4,2,2,3,1,0,2,284
97302015,1,2,3,1,1,0,1,113
97302016,2,1,2,0,0,0,2,170
97302017,4,2,0,2,3,2,1,293
97302018,4,0,0,2,2,0,2,78
97302019,4,0,0,0,0,0,1,223
97302021,6,4,5,1,2,1,6,366
97302022,1,1,1,0,1,1,0,158
97302023,0,0,0,1,2,0,0,74
97302024,0,4,1,1,2,2,2,192
97302025,6,1,1,0,0,0,2,160
97302027,2,2,0,1,1,2,2,129
97302028,1,2,1,0,0,2,2,187
97302029,3,1,0,0,2,0,4,308
97302031,1,2,1,0,1,0,0,356
97302032,9,6,6,4,10,7,11,473
97302033,0,0,0,0,1,0,1,115
97302034,0,1,0,0,1,0,2,137
97302035,3,1,0,0,1,1,0,149
97302037,1,0,1,1,1,0,0,198
97302038,3,0,0,1,2,0,5,160
97302040,1,0,0,1,0,0,0,30
97302041,0,0,1,1,0,2,1,102
97302042,3,7,2,1,2,2,10,634
97302043,2,0,2,0,0,1,0,121
97302044,2,2,1,1,1,1,2,211
97302045,0,0,2,2,2,0,2,332
97302046,0,2,1,2,1,0,1,123
97302047,2,5,1,2,3,1,1,243
97302048,0,0,1,1,2,0,0,180
97302050,1,1,1,0,4,0,2,147
97302052,0,1,1,1,0,1,2,138
97303001,1,0,1,1,0,1,2,53
97303002,2,2,1,3,2,0,2,170
97303003,0,1,0,0,1,0,1,83
97303004,1,2,1,0,3,0,1,100
97303005,5,7,1,0,2,2,4,241
97303006,0,7,2,1,0,0,0,76
97303007,2,1,2,0,3,1,4,288
97303008,0,1,1,0,1,3,1,115
97303009,0,0,0,0,0,0,3,61
97303010,2,5,2,2,1,5,4,377
97303011,2,1,4,0,0,0,3,94
97303012,0,3,3,6,4,1,0,269
97303013,1,1,0,2,3,0,1,134
97303014,1,4,0,0,2,2,2,299
97303015,3,1,1,0,0,0,1,111
97303016,0,2,1,1,0,2,0,169
97303017,0,2,1,4,0,4,11,711
97303018,1,0,0,1,1,2,3,115
97303019,2,2,2,4,4,3,3,175
97303020,1,1,1,1,0,0,1,121
97303021,0,4,1,2,3,0,2,145
97303022,0,0,0,0,0,0,1,83
97303023,4,3,3,15,16,12,4,915
97303024,5,1,1,1,1,0,1,133
97303025,4,9,1,0,2,0,7,204
97303026,1,1,2,0,1,0,2,173
97303027,2,1,0,0,0,2,2,117
97303028,0,0,1,0,0,2,0,96
97305001,1,2,6,1,6,0,1,272
97305002,0,1,0,0,1,0,0,94
97305005,0,0,3,0,0,0,0,161
97305006,2,1,6,0,3,1,1,385
97305007,1,0,3,1,3,2,0,277
97305009,0,1,2,0,1,0,0,185
97305010,1,1,1,1,2,1,0,566
97305012,0,1,0,0,0,1,2,124
97305014,4,0,3,7,1,2,4,276
97305017,0,0,2,0,0,0,0,195
97305021,1,1,0,0,3,1,0,898
97305023,0,0,0,1,0,1,3,366
97305024,0,1,1,0,0,3,1,213
97305026,3,0,1,4,1,3,11,335
97305027,2,1,0,0,5,3,2,255
97305030,3,4,3,5,1,1,6,285
97305031,0,0,0,0,0,0,0,112
97305032,3,1,4,3,5,2,7,202
97305033,2,0,0,0,4,0,0,104
97305034,0,0,2,1,3,0,0,86
97305035,0,0,1,0,0,0,0,74
97305036,0,0,0,0,0,2,0,125
97305037,1,2,0,0,1,1,1,126
97305038,0,0,0,1,0,1,0,81
97306001,2,0,0,0,1,0,1,103
97306002,0,1,1,1,2,0,0,512
97306003,7,5,0,1,5,0,0,110
97306004,0,0,0,1,2,0,1,217
97306005,2,0,0,0,4,0,0,397
97306006,1,0,0,0,1,0,1,174
97306007,4,9,1,1,3,3,6,319
97306008,2,3,0,2,1,0,1,214
97306009,4,4,3,0,3,1,5,342
97306012,0,0,1,2,1,1,4,191
97306013,0,0,1,0,1,1,0,222
97306014,0,0,0,1,0,0,0,146
97306015,3,1,0,1,1,0,1,426
97306016,4,5,0,0,0,1,1,159
97306017,0,1,0,1,0,0,3,130
97306018,3,15,1,1,4,1,1,280
97306019,2,3,5,0,1,0,0,313
97306020,7,3,0,1,2,4,2,325
97306021,2,1,1,0,1,1,0,315
97306022,5,3,1,1,9,2,4,416
97306023,0,0,2,0,1,0,2,200
97306024,2,1,0,1,2,0,0,100
97306026,1,2,0,2,5,1,3,256
97306027,5,0,0,1,1,0,2,165
97306028,0,0,0,1,1,1,0,167
97306029,1,1,0,0,0,1,1,78
97306030,4,4,1,0,1,1,0,140
97306031,0,0,2,2,1,1,1,106
97306032,0,1,0,0,1,0,3,219
97306034,0,0,1,0,0,0,0,266
97307001,0,2,1,0,0,0,0,52
97307002,1,8,1,1,1,0,2,190
97307003,3,6,3,2,0,0,5,151
97307005,0,0,2,3,0,2,1,150
97307007,0,0,0,2,0,0,0,87
97307009,2,8,3,2,1,1,5,225
97307011,4,3,1,2,0,1,0,140
97307013,0,0,0,0,2,0,0,128
97307014,3,4,3,1,0,3,3,301
97307016,0,2,0,0,0,0,3,108
97307026,0,0,2,1,0,4,2,205
97307029,3,3,1,0,0,0,1,136
97307030,3,7,1,2,1,1,0,158
97307032,0,0,0,0,0,1,2,116
97307034,0,3,0,0,0,0,1,262
97307035,0,1,0,1,0,1,1,127
97307036,0,1,1,0,0,0,0,111
97307040,5,4,3,0,2,0,2,197
97307041,2,2,3,0,5,3,4,421
97307043,1,1,2,0,0,0,0,232
97307044,0,1,0,0,0,0,0,126
97307045,7,9,3,8,2,1,5,650
97307046,2,9,0,2,1,0,3,179
97307047,2,1,0,1,1,3,1,326
97307049,0,0,2,2,3,4,4,596
97307050,2,2,1,0,0,1,1,291
97307053,2,3,0,1,1,1,1,189
97307054,1,0,4,2,2,0,0,104
97307055,0,1,1,1,0,2,1,120
97307057,1,0,0,0,1,0,3,209
97308002,0,0,1,1,0,1,2,173
97308003,2,1,1,2,1,0,2,171
97308004,0,0,0,0,0,0,0,126
97308005,2,0,2,5,3,0,1,334
97308006,0,1,1,0,0,0,0,149
97308007,2,1,0,0,0,2,1,234
97308008,1,0,0,0,3,0,0,185
97308009,1,2,2,1,5,1,3,237
97308010,1,0,0,0,4,0,0,125
97308011,3,0,0,4,6,2,5,513
97308012,4,0,3,0,0,0,6,146
97308013,4,2,1,2,6,2,2,289
97308014,0,0,1,0,0,1,0,65
97308015,0,2,0,1,2,1,0,144
97308016,1,0,0,0,1,2,2,270
97308017,0,0,0,3,4,2,0,214
97308018,1,1,2,0,2,0,0,153
97308019,2,2,2,2,1,3,4,387
97308020,2,3,1,3,1,1,0,364
97308021,0,0,1,1,1,0,1,135
97308022,1,3,4,0,5,2,5,262
97308023,0,1,0,0,0,0,2,95
97308024,0,2,1,1,1,1,3,286
97308025,3,1,2,0,6,3,3,386
97308026,3,0,0,0,4,7,3,248
97308027,0,2,1,5,1,2,0,279
97308030,1,0,0,0,3,0,0,82
97308032,3,5,1,4,2,0,2,141
97308033,0,1,1,1,0,1,0,73
97308034,2,2,4,6,10,6,3,459
97308035,6,4,1,9,12,6,8,845
97308037,0,1,0,0,1,0,0,91
97308038,0,3,0,0,2,1,2,176
97308039,0,0,0,0,0,0,1,150
97308041,2,0,0,0,5,0,0,48
97308042,5,5,0,0,0,1,2,73
97308043,3,0,0,0,0,0,1,87
97308045,7,9,3,7,2,1,1,265
97308046,2,0,2,2,2,3,3,268
97308047,0,1,1,0,0,1,1,88
97308048,2,2,2,2,1,0,0,226
97308049,0,0,0,0,2,1,1,337
97308050,0,0,0,1,1,1,0,48
97308051,1,2,0,0,1,0,0,105
97311004,0,0,1,1,0,0,3,272
97311005,0,1,0,0,1,0,0,140
97311006,0,0,3,1,1,0,1,224
97311008,0,0,1,0,0,0,0,265
97311009,0,8,10,2,5,0,0,336
97311010,1,2,3,4,1,4,9,758
97311013,1,0,0,0,0,3,6,310
97311014,0,0,0,1,1,2,0,163
97311015,0,1,0,0,1,1,1,101
97311017,2,2,2,1,1,0,0,67
97311019,0,3,0,0,3,2,1,166
97311020,5,2,1,0,0,2,1,168
97311022,5,3,9,7,2,6,18,1509
97311023,4,9,6,4,4,0,5,756
97311024,1,0,0,1,0,0,1,197
97311026,1,0,1,1,2,1,0,239
97311027,1,2,3,0,1,0,3,214
97311029,0,0,1,0,0,0,0,93
97312001,2,3,1,0,0,1,9,222
97312003,1,3,3,1,0,4,9,322
97312005,3,8,0,0,1,1,8,212
97312006,1,3,1,1,0,1,9,369
97312007,1,8,1,3,0,0,6,362
97312008,1,6,2,0,3,0,2,284
97312009,0,0,1,2,0,1,6,398
97312010,1,2,1,1,0,0,7,237
97312011,2,1,2,3,3,0,12,356
97312012,2,1,3,3,1,0,6,352
97312013,0,1,0,0,1,0,6,249
97312014,0,0,0,0,1,1,5,295
97312015,2,15,4,1,1,0,11,322
97312016,0,11,0,0,1,0,12,266
97312017,1,2,2,3,0,1,0,231
97312019,1,4,3,2,1,2,4,282
97312020,1,12,0,1,0,0,5,257
97312021,0,3,2,2,2,0,5,295
97312022,0,2,4,1,2,3,11,562
97312023,2,1,2,2,0,1,2,272
97312024,0,0,1,4,0,1,3,378
97312026,1,1,0,1,0,0,1,152
97312027,0,0,2,1,2,0,0,181
97312028,0,3,3,0,2,0,6,146
97312029,5,8,0,0,0,0,7,218
97313002,2,1,3,0,1,2,1,283
97313003,0,5,0,1,3,1,4,313
97313004,0,0,1,0,1,0,0,139
97313005,1,0,1,0,1,2,10,150
97313007,3,0,0,2,0,0,0,70
97313010,0,0,0,0,0,0,0,156
97313011,1,0,0,0,2,1,1,98
97313012,2,1,0,0,1,0,7,211
97313013,0,0,1,0,0,0,0,105
97313014,0,1,0,1,0,0,5,105
97313015,0,3,0,0,1,0,0,132
97313016,1,5,1,1,2,0,3,468
97313017,0,2,0,3,1,0,0,168
97313018,1,0,3,1,4,0,1,180
97313019,4,0,1,0,0,0,1,103
97313020,0,3,0,0,0,0,1,164
97313023,1,0,1,0,0,0,2,193
97313024,2,0,0,2,1,0,0,93
97313025,2,2,0,0,0,0,2,89
97313027,1,4,0,0,0,0,1,92
97313028,1,2,1,0,2,0,0,92
97313029,5,2,1,0,3,3,13,362
97313030,0,1,1,1,0,0,1,168
97313031,2,0,0,0,4,0,1,170
97313033,2,2,0,0,2,0,0,93
97313034,3,10,3,12,8,6,6,1024
97315001,4,3,1,3,1,2,2,317
97315002,1,1,0,1,1,1,0,84
97315003,3,1,2,2,2,1,1,125
97315004,1,2,1,1,3,4,5,270
97315005,5,0,3,3,0,3,1,261
97315006,2,0,1,4,2,0,2,221
97315007,0,2,2,0,0,0,2,267
97315008,3,4,1,1,2,2,4,348
97315009,2,1,3,2,1,2,1,249
97315011,5,2,3,6,0,3,1,324
97315012,3,7,2,2,3,1,2,404
97315013,0,1,2,4,0,1,0,299
97315014,4,12,2,5,3,12,6,542
97315015,1,1,2,1,0,1,1,126
97315016,5,3,6,3,2,2,1,263
97315017,2,1,2,3,3,1,7,332
97315018,0,5,1,2,2,2,3,143
97315019,1,0,0,1,0,0,0,60
97315020,7,8,4,19,3,9,14,1217
97315021,5,1,0,1,1,0,0,184
97315022,3,2,3,3,6,5,2,638
97315023,4,4,2,0,4,3,5,417
97315024,1,2,0,2,0,1,2,161
97315025,0,2,1,1,1,2,1,197
97315027,2,0,2,4,2,0,1,184
97315028,1,0,0,2,3,2,0,240
97315029,1,2,1,3,1,6,0,196
97315030,3,4,0,6,0,0,4,382
97315032,0,1,3,0,0,0,1,111
97317001,0,0,1,2,1,0,0,151
97317003,4,5,0,0,0,2,2,178
97317005,3,3,5,7,2,2,1,472
97317008,0,1,2,0,0,0,0,75
97317010,1,1,1,3,1,2,10,253
97317011,1,0,1,0,1,1,4,135
97317012,0,5,2,4,0,0,4,324
97317014,1,3,0,1,0,1,1,195
97317016,0,2,5,1,1,1,2,277
97317018,5,5,5,10,4,5,2,451
97317024,18,20,18,23,29,10,63,2805
97317025,3,0,0,4,4,0,0,166
97317027,2,0,0,0,0,1,0,87
97317028,0,3,0,0,1,4,3,402
97317029,1,11,7,1,0,1,0,323
97317031,1,0,0,0,0,0,0,143
97317032,1,3,1,6,0,1,3,159
97318001,0,0,0,0,2,1,2,217
97318003,1,0,0,0,1,1,0,246
97318005,0,0,0,3,1,2,7,402
97318007,1,0,0,0,0,1,9,248
97318008,1,2,1,0,0,0,4,162
97318009,3,0,3,2,1,3,1,236
97318011,0,8,1,1,1,1,0,165
97318012,0,0,0,1,0,0,0,53
97318016,4,6,1,1,8,4,14,354
97318017,1,1,1,0,1,2,2,242
97318018,1,3,3,1,0,2,2,134
97318019,1,1,0,0,0,1,0,84
97318020,3,2,1,3,0,0,1,197
97318021,2,1,0,1,0,0,0,90
97318022,5,5,0,0,4,3,2,387
97318023,3,11,4,2,8,2,4,451
97318024,1,1,2,1,2,2,5,308
97318026,1,2,3,3,1,4,1,257
97318027,0,1,0,0,1,2,1,89
97318028,1,4,0,1,0,0,3,118
97318029,0,1,0,1,0,0,0,169
97318030,4,8,1,0,1,0,3,189
97318031,0,0,0,0,0,0,0,65
97318032,2,2,0,1,1,2,2,187
97318033,0,3,1,1,7,1,0,130
97318034,1,1,0,0,0,0,1,83
97318035,0,0,0,0,0,0,0,123
97318036,0,1,0,0,1,0,0,113
97318038,1,0,1,0,0,0,0,135
97318039,7,2,0,0,1,2,3,87
97318040,0,0,0,0,0,0,10,332
97318041,3,0,0,1,1,0,1,173
97318042,0,0,0,0,0,1,0,116
97319001,2,3,1,0,0,0,4,197
97319002,1,2,0,1,1,0,1,200
97319003,2,2,1,2,1,0,4,279
97319005,0,2,1,1,0,1,0,145
97319006,7,6,3,4,2,5,7,427
97319007,1,3,3,2,0,0,4,466
97319008,0,3,1,4,0,4,0,364
97319009,1,5,2,4,6,3,4,549
97319010,2,2,0,0,0,0,2,115
97319012,3,2,1,0,1,1,0,277
97319014,7,5,2,0,2,6,26,866
97319015,0,1,1,1,0,0,1,143
97319016,1,1,1,0,1,1,1,105
97319017,2,0,0,0,3,3,1,217
97319018,1,3,0,4,4,3,2,415
97319019,0,2,3,3,2,2,5,420
97319020,0,3,0,1,1,4,3,470
97319021,2,3,0,3,3,4,1,376
97319024,0,2,0,1,1,2,5,258
97319025,1,6,0,0,1,0,2,193
97319026,0,2,0,0,1,0,0,65
97319027,5,0,2,2,1,0,1,126
97319028,4,6,6,4,1,0,3,295
97319029,1,5,5,2,3,0,7,437
97319030,1,0,0,0,0,0,0,154
97322001,0,0,1,0,1,1,5,231
97322002,5,3,5,7,6,9,7,1167
97322003,0,3,2,2,2,0,4,430
97322004,0,0,0,1,0,1,0,160
97322005,0,2,0,0,4,2,4,675
97322006,0,1,0,1,0,0,0,199
97322007,1,3,3,3,3,3,4,579
97322010,6,5,2,4,2,7,21,838
97322011,2,0,2,1,3,1,2,399
97322012,0,2,0,1,1,1,2,226
97322013,0,0,3,2,5,5,4,546
97322014,0,3,2,1,4,2,4,445
97322015,0,3,1,1,1,7,2,251
97322016,2,3,2,0,2,1,1,228
97322017,4,5,3,0,2,2,7,206
97322018,0,4,0,2,3,0,8,304
97322019,1,0,0,0,0,0,4,222
97322020,2,2,0,0,2,2,4,376
97322021,1,0,1,1,2,1,1,254
97322022,1,1,1,1,2,2,1,238
97322023,1,0,0,1,1,1,4,229
97322024,0,3,4,2,1,0,2,162
97322025,2,0,3,0,2,5,1,304
97322026,0,4,0,0,1,1,3,241
97322027,2,1,3,3,2,3,6,495
97322028,4,2,1,0,0,3,6,465
97322029,2,0,0,0,2,0,3,304
97322030,3,2,0,1,0,0,2,178
97322031,0,2,1,0,0,0,2,233
97322032,1,1,1,2,2,0,3,325
97322033,1,1,0,1,0,2,0,281
97322034,0,1,2,1,1,0,0,587
97322035,0,4,0,4,3,2,10,757
97322036,0,1,0,0,0,0,1,141
97322037,0,0,3,1,0,0,0,103
97322038,1,2,2,2,1,0,1,513
97322039,0,2,0,0,1,0,7,143
97322040,0,2,4,6,3,5,4,623
97322041,1,9,5,5,11,8,25,1474
97322042,2,2,2,2,10,9,7,1300
97322043,0,3,1,2,7,0,1,495
97322044,0,1,4,0,2,2,3,427
97322045,1,14,1,4,3,0,14,803
97322046,2,6,0,4,5,6,11,1160
97322047,0,1,0,1,2,0,3,231
97322048,1,4,0,1,1,0,4,145
97322050,0,0,1,1,0,0,0,149
97322051,0,0,2,0,0,0,0,211
97322052,0,3,4,1,1,3,3,1168
97322053,0,0,1,2,2,1,1,461
97322054,1,1,2,3,2,2,1,437
97322055,3,11,5,6,15,9,22,950
97322056,1,0,1,0,2,1,0,140
97322057,3,2,5,3,0,6,7,1042
97323001,0,1,0,0,1,1,1,115
97323002,0,1,0,1,0,0,1,160
97323003,0,0,0,1,0,1,2,108
97323004,1,1,1,0,2,1,4,225
97323005,2,4,2,5,3,2,0,308
97323006,3,3,1,1,1,1,2,149
97323007,2,5,3,1,2,1,4,115
97323008,0,0,0,0,1,3,2,106
97323009,1,1,2,0,1,1,2,175
97323010,5,4,2,9,4,1,6,360
97323011,0,0,0,1,3,2,1,224
97323012,2,3,0,3,0,1,2,287
97323013,4,3,1,1,0,1,0,90
97323014,2,0,0,1,0,1,1,117
97323015,0,0,1,0,1,0,4,71
97323016,0,2,1,2,2,0,2,150
97323017,1,2,0,3,2,0,3,106
97323018,0,0,0,2,1,0,1,194
97323019,1,2,1,3,3,0,1,168
97323020,7,8,3,3,6,0,6,403
97323023,0,1,1,2,0,0,0,124
97323026,1,2,0,0,2,2,0,145
97323027,8,1,0,4,4,2,8,217
97323028,5,1,1,5,1,0,2,171
97323029,0,0,3,1,3,0,0,200
97323030,1,1,0,0,2,0,1,120
97323031,0,0,0,0,0,0,0,61
97324002,1,3,1,0,2,0,2,301
97324003,1,2,1,1,0,2,3,219
97324004,0,1,0,0,0,0,1,155
97324005,0,0,1,1,2,0,0,120
97324007,0,2,2,4,1,4,2,368
97324008,1,2,5,0,1,0,2,129
97324009,1,1,0,1,0,0,1,154
97324012,1,3,1,1,3,0,0,140
97324013,1,1,1,1,0,1,0,173
97324014,1,2,1,0,1,0,1,109
97324015,0,1,0,0,1,0,0,112
97324016,2,3,0,1,1,2,1,416
97324017,1,1,1,1,1,0,4,316
97324018,2,2,0,0,0,0,0,171
97324019,7,6,0,1,7,2,5,612
97324020,0,1,0,1,0,1,0,124
97324021,3,1,2,1,1,0,0,246
97324022,1,0,0,0,1,1,2,85
97325001,0,0,2,1,0,0,3,78
97325002,0,0,2,0,1,0,1,127
97325003,0,0,0,1,2,0,0,49
97325004,1,7,0,2,1,0,2,214
97325005,0,0,1,1,1,1,1,218
97325006,1,4,0,1,0,0,0,182
97325007,0,2,2,3,1,2,3,264
97325008,0,3,1,0,0,0,1,92
97325009,1,1,2,0,0,0,0,123
97325010,1,2,0,0,0,0,0,89
97325011,10,0,3,2,7,9,4,200
97325012,4,3,1,0,1,1,3,200
97325013,0,0,1,2,0,3,2,93
97325014,2,5,2,2,4,1,1,281
97325015,2,0,1,1,0,1,0,171
97325016,1,1,2,0,0,2,1,224
97325017,1,2,2,3,3,7,10,634
97325018,4,2,2,3,3,1,2,177
97325020,0,1,2,0,0,0,1,217
97325021,0,3,1,1,2,1,2,206
97325022,1,1,0,0,2,0,0,87
97325023,2,3,3,2,0,1,2,146
97325024,0,3,1,2,2,3,0,334
97325025,0,0,0,0,0,0,0,108
97325026,1,5,3,3,5,2,3,209
97325027,0,1,2,0,1,4,3,88
97325028,0,0,1,0,0,1,2,95
97325029,0,0,1,2,0,0,0,57
97327001,3,7,2,5,2,0,3,371
97327002,5,7,4,2,2,5,11,587
97327003,0,0,0,1,0,1,0,216
97327004,0,0,0,1,0,0,3,149
97327005,2,2,0,1,2,4,1,230
97327006,10,1,2,9,2,1,0,402
97327008,3,1,1,1,0,2,2,174
97327009,1,1,2,2,0,6,1,345
97327010,4,6,2,2,2,2,2,449
97327011,1,1,2,1,2,1,1,190
97327012,0,1,0,0,0,1,0,179
97327013,4,3,2,1,1,10,8,1036
97327014,1,0,2,1,0,0,0,117
97327015,0,0,0,0,1,1,0,143
97327016,0,4,1,0,1,2,0,189
97328001,1,0,1,0,0,0,0,211
97328002,0,0,0,0,1,0,0,143
97328004,0,1,2,0,0,1,0,110
97328005,0,2,1,3,1,0,1,287
97328006,0,1,2,1,3,0,2,238
97328007,2,2,1,1,2,0,1,350
97328008,0,0,3,1,2,0,1,280
97328010,0,0,0,1,0,0,0,84
97328012,0,2,1,3,5,5,3,393
97328013,2,2,3,1,2,0,1,381
97328015,0,2,1,0,0,0,0,140
97328016,1,1,2,3,3,0,0,154
97328019,0,0,1,0,2,1,0,73
97328020,1,2,2,1,2,2,0,369
97328021,0,3,3,0,3,1,2,343
97328022,2,0,1,2,2,0,0,165
97328024,0,1,0,0,0,0,0,68
97328027,1,2,0,4,2,0,0,332
97328029,0,0,1,1,0,0,0,132
97328030,0,0,8,3,3,1,1,336
97328031,0,2,0,4,2,1,0,162
97328032,2,0,0,1,0,2,0,93
97328034,0,3,3,6,3,1,2,541
97328036,1,0,5,0,1,0,0,218
97328037,1,1,3,1,1,0,1,342
97328039,1,0,0,0,0,0,0,78
97328040,0,0,1,1,1,0,0,68
97328041,0,1,2,0,2,0,1,314
97328042,0,0,0,0,0,1,0,146
97328043,0,2,8,4,0,1,1,217
97328044,1,0,1,1,1,2,0,143
97330001,2,4,4,5,0,4,5,413
97330002,0,2,0,2,4,0,0,245
97330005,0,0,0,1,0,0,0,60
97330006,0,0,2,4,1,2,1,163
97330007,2,2,2,0,1,3,1,386
97330008,3,4,3,5,4,2,10,334
97330009,0,7,1,4,1,4,4,293
97330010,1,2,0,2,1,0,0,112
97330011,3,2,1,5,3,1,5,153
97330012,0,1,0,0,1,1,3,181
97330013,0,1,2,4,0,1,2,120
97330014,2,0,0,1,2,1,0,177
97330015,2,2,1,8,10,5,2,377
97330016,5,1,7,5,6,5,4,433
97330019,1,3,1,2,3,2,4,578
97330020,0,2,1,2,1,2,2,263
97330021,0,0,0,0,0,0,0,108
97330022,4,8,3,14,12,3,2,522
97330023,6,21,12,24,21,16,8,1458
97330024,0,0,0,0,0,0,0,59
97330025,0,0,1,1,1,2,1,215
97330026,0,0,2,8,0,1,4,288
97330027,2,2,0,1,0,1,6,198
