psgc_brgy,strong_materials_ tile_concrete_brick_stone_wood_plywood,light_ materials_cogon_nipa_anahaw_bamboo,salvaged_makeshift_materials,mixed_but_predominantly_strong_materials,mixed_but_predominantly_light_materials,mixed_but_predominantly_salvaged_materials
86007055,9,35,0,5,1,0
86007056,67,92,3,16,13,1
86007057,31,84,0,3,5,0
86007058,25,25,0,6,2,3
86007059,8,67,2,3,4,0
86007060,11,65,0,9,21,0
86007061,12,67,0,5,11,0
86007062,15,57,0,11,2,0
86007063,10,30,0,3,0,2
86007064,5,46,0,7,20,2
86007067,28,86,0,4,2,0
86007068,6,26,2,3,0,0
86007070,26,79,0,1,1,0
86007071,55,95,2,26,10,0
86007072,37,136,1,4,3,0
86007073,7,38,0,11,7,0
86007074,9,89,0,4,0,0
86007076,9,62,3,0,2,0
86007078,59,109,3,18,19,0
86007079,9,35,2,5,9,1
86007080,20,70,0,1,4,0
86007081,0,24,0,0,1,0
86007082,11,81,0,1,0,0
86007083,45,50,1,13,15,0
86007085,1,27,0,1,0,0
86007087,54,151,2,13,6,1
86007088,61,138,4,6,7,0
86007090,8,33,0,0,0,0
86007091,11,36,0,0,1,0
86007092,5,17,0,0,0,0
86007093,7,43,0,0,3,0
86007094,127,97,4,22,23,4
86007095,5,31,0,1,0,0
86007096,83,171,1,17,27,3
86007097,29,80,0,4,6,0
86007098,6,35,0,3,0,1
86007099,8,54,1,0,0,0
86007100,6,45,0,0,0,0
86007101,7,62,0,2,2,0
86007102,0,29,0,2,1,1
86007103,3,44,0,1,2,0
86008001,60,98,3,50,82,5
86008002,4,66,6,13,2,0
86008003,6,35,0,8,9,0
86008004,13,49,1,3,1,0
86008005,2,46,2,2,6,0
86008006,42,52,21,23,97,9
86008007,24,47,3,21,39,5
86008008,3,58,0,5,2,0
86008009,9,65,1,8,0,0
86008010,23,55,1,11,18,0
86008012,42,13,3,13,4,3
86008013,37,41,0,19,5,2
86008014,207,119,17,60,57,12
86008015,45,25,10,22,13,7
86008016,0,47,10,4,20,7
86008017,2,52,0,14,9,1
86008018,0,34,12,0,25,3
86008019,31,111,7,63,33,6
86008020,68,61,3,25,38,7
86008021,10,5,0,31,4,0
86008022,38,72,2,40,56,2
86009001,1,20,1,13,10,0
86009002,1,64,0,1,7,0
86009004,44,165,26,42,35,1
86009005,2,28,5,13,16,0
86009006,56,61,2,3,0,0
86009007,5,51,0,14,5,0
86009008,30,63,25,3,3,1
86009009,1,3,0,19,14,0
86009011,0,28,9,7,63,1
86009012,2,31,6,9,18,0
86009013,2,1,0,14,16,0
86009014,49,44,21,115,114,1
86009015,0,1,3,26,19,0
86009016,24,55,6,21,8,2
86009017,2,10,0,16,50,0
86009018,5,85,6,23,21,0
86009019,61,86,10,5,2,2
86009020,7,74,4,0,1,0
86009021,1,1,1,32,20,0
86009022,36,54,10,18,9,0
86009024,31,53,8,4,7,0
86009025,25,2,1,11,5,0
86009026,10,8,0,8,8,0
86009027,29,15,0,0,1,0
86009028,23,43,12,11,9,1
86009029,34,9,6,4,1,1
86009030,40,38,14,5,3,0
86009031,131,128,27,43,28,3
86009032,1,13,3,18,23,0
86009033,6,28,1,9,7,0
86009034,35,86,15,6,16,3
86009035,0,20,2,1,9,0
86009036,58,48,16,1,0,1
86009037,2,20,5,52,48,1
86010001,32,48,5,5,2,1
86010002,50,47,2,9,4,0
86010003,48,63,3,2,1,0
86010004,50,36,1,7,3,1
86010005,44,87,12,27,28,1
86010006,62,28,3,9,1,0
86010007,130,82,1,27,3,2
86010008,86,63,1,22,12,0
86010009,44,58,1,4,16,1
86010010,46,12,0,1,1,0
86010011,40,88,16,18,17,0
86010012,26,13,1,3,0,0
86010013,46,110,0,1,0,1
86010014,113,135,2,14,5,2
86010015,64,33,3,7,9,1
86010016,45,41,2,10,11,1
86010017,66,55,0,7,6,0
86010018,75,116,3,15,2,0
86010019,20,57,0,6,4,1
86010020,31,30,3,3,2,0
86010021,44,60,5,3,0,0
86010022,80,30,1,8,5,0
86010023,36,71,2,7,13,0
86010024,62,78,0,9,4,0
86011001,10,22,5,13,2,0
86011004,46,101,3,13,17,2
86011005,8,26,0,4,1,0
86011006,4,28,0,1,2,3
86011007,24,42,0,2,0,0
86011008,6,28,0,2,0,0
86011009,4,43,0,2,1,2
86011010,3,21,6,0,3,0
86011011,77,119,8,15,22,8
86011012,119,103,8,32,58,4
86011013,8,61,0,3,1,0
86011014,7,43,0,2,2,0
86011016,15,69,0,5,5,0
86011017,5,45,1,5,4,0
86011018,16,32,0,0,0,0
86011019,16,26,0,9,2,0
86011020,0,31,0,0,0,0
86011021,2,24,1,3,22,0
86011022,14,38,1,3,0,1
86011023,6,46,0,0,3,0
86012001,70,102,2,45,32,7
86012002,99,98,3,73,84,0
86012003,10,43,3,8,0,0
86012004,2,23,0,5,0,0
86012005,51,75,0,42,19,3
86012006,1,29,0,0,0,0
86012007,37,117,4,11,43,0
86012008,8,34,0,8,22,0
86012009,193,263,7,90,24,2
86012010,21,22,0,9,11,0
86012011,5,15,0,21,0,0
86012012,10,39,0,3,29,0
86012013,19,49,2,3,23,0
86012015,4,21,0,0,0,0
86012016,41,57,2,21,3,0
86012017,13,15,0,6,12,1
86012018,19,29,1,7,4,0
86012019,24,81,0,8,59,0
86012020,2,19,0,0,17,0
86012021,14,29,0,11,0,0
86012022,3,13,1,7,0,0
86012023,4,30,0,0,20,0
86012024,22,50,0,6,8,1
86012025,21,46,0,10,4,0
86012026,50,45,0,25,25,4
86012027,10,12,0,5,15,0
86012028,0,21,0,0,0,0
86012029,0,32,0,0,0,0
86012030,4,12,0,11,1,0
86012031,12,38,2,7,0,0
86013001,68,118,6,12,15,6
86013002,39,68,0,21,12,7
86013003,56,81,2,5,4,6
86013004,49,84,1,6,8,6
86013005,9,41,1,1,2,0
86013006,46,58,4,8,4,5
86013007,5,45,0,0,0,0
86013008,2,23,0,2,4,0
86013010,55,73,1,11,18,0
86013011,16,48,32,12,50,12
86013012,7,48,0,7,3,0
86013013,15,107,26,11,26,5
86013014,4,39,0,0,6,0
86013015,6,22,1,1,4,0
86013016,30,116,2,12,22,17
86013017,4,78,1,7,6,1
86013018,108,130,1,34,26,2
86013019,5,96,1,0,3,0
86013020,91,118,2,24,24,11
86013021,44,74,5,14,19,30
86013022,73,189,11,25,36,32
86013023,11,127,1,2,3,0
86013025,21,32,0,5,8,0
86013026,71,120,5,12,34,5
86014001,1,56,0,1,0,2
86014002,10,74,1,16,2,0
86014004,10,91,3,1,5,14
86014005,9,29,0,1,0,0
86014006,1,66,0,3,1,0
86014007,25,49,3,3,1,3
86014008,4,38,2,2,28,3
86014009,11,40,0,5,1,5
86014010,74,191,22,38,16,12
86014011,16,64,5,0,6,2
86014012,23,49,2,8,4,1
86014013,77,162,2,34,23,15
86014014,16,73,5,4,9,3
86014015,9,68,1,0,0,0
86015001,38,21,0,45,34,0
86015002,36,5,0,23,19,0
86015003,26,12,0,12,12,0
86015004,40,32,0,11,32,2
86015005,7,14,0,38,50,1
86015006,23,36,0,20,20,0
86015007,51,41,2,25,22,1
86015008,18,44,3,21,23,0
86015010,27,60,4,20,20,1
86015011,29,18,0,31,28,0
86015012,11,33,1,26,22,2
86015013,4,17,0,12,15,0
86015014,39,48,1,40,46,1
86015015,26,12,0,16,23,0
86016001,0,14,1,6,5,1
86016002,5,14,1,12,10,0
86016003,0,30,0,5,4,0
86016004,12,25,1,3,1,1
86016005,99,136,1,81,40,6
86016006,6,47,3,10,0,0
86016008,100,65,43,78,29,10
86016009,147,210,54,113,79,3
86016010,1,24,1,8,6,0
86016011,0,13,0,7,9,1
86016012,3,23,0,11,15,0
86016013,1,39,0,4,3,0
86016014,13,86,0,19,0,0
86016015,10,84,2,2,0,2
86016016,14,33,0,3,1,3
86016017,2,15,0,4,4,1
86016018,65,94,2,47,16,2
86016019,0,22,0,0,2,0
86016020,97,161,3,59,35,3
86016021,1,14,1,8,6,2
86016022,54,60,3,60,49,6
86016023,5,22,0,1,1,0
86016024,1,23,0,10,1,0
86016025,199,106,15,108,55,13
86016026,14,26,0,6,6,0
86016027,70,150,5,60,36,5
86016028,75,69,3,97,39,15
86016029,4,33,0,4,5,0
86016030,9,18,0,0,0,0
86016031,0,15,0,0,1,0
86016032,13,22,0,2,1,1
86016033,137,131,6,95,53,12
86016034,10,23,0,3,6,0
86016035,41,44,5,26,12,1
86016036,0,17,0,5,8,2
86016037,58,63,7,43,14,1
86017001,2,41,0,6,3,0
86017002,41,191,0,35,12,1
86017003,30,98,22,18,73,24
86017004,15,48,5,7,10,0
86017005,54,166,4,2,2,0
86017006,34,65,5,11,6,0
86017007,33,30,4,19,14,1
86017008,34,120,7,28,20,2
86017009,19,46,13,1,1,0
86017010,107,139,6,46,86,2
86017011,57,214,19,38,24,1
86017012,30,64,2,5,2,0
86017013,49,95,32,44,69,5
86017014,58,96,0,5,1,0
86017015,5,22,0,3,3,0
86017016,42,82,0,14,78,1
86017017,89,231,1,26,24,12
86017018,143,152,0,19,3,0
86017019,19,69,0,5,1,0
86017020,75,215,0,4,2,0
86017021,52,267,6,45,9,0
86017023,11,92,0,17,5,0
86017024,3,76,0,9,1,0
86017025,49,97,6,7,5,1
86017026,33,19,2,27,70,9
86017027,29,110,4,12,17,0
86017028,44,55,12,18,47,1
86017029,6,39,2,1,11,1
86017030,45,114,4,5,5,0
86017031,68,87,15,5,3,0
86017032,63,128,2,29,26,3
86017033,49,87,6,6,12,9
86017034,15,87,5,18,36,14
86017035,43,101,7,7,34,1
86017036,51,36,0,4,7,0
86017037,58,125,16,21,88,3
86017038,50,89,0,10,20,0
86017039,59,55,1,18,21,0
86018001,58,47,3,13,9,0
86018002,80,89,1,23,15,0
86018003,100,103,1,60,36,2
86018004,70,203,7,52,31,0
86018005,59,128,2,42,10,0
86018006,34,100,9,33,25,0
86018007,46,143,1,18,11,0
86018008,73,184,1,31,14,0
86018009,9,42,0,7,7,0
86018010,7,68,1,5,6,2
86018011,48,78,1,29,29,0
86018012,50,115,2,13,11,1
86018013,34,96,8,34,43,2
86019001,20,58,1,28,15,6
86019002,4,38,1,18,17,3
86019003,25,48,3,11,11,2
86019004,12,19,1,27,28,7
86019005,30,35,3,17,23,4
86019006,11,63,0,25,26,2
86019007,71,105,5,56,49,14
86019008,51,86,2,37,30,9
86019009,7,39,3,11,20,10
86019010,29,115,3,29,54,27
86019011,2,22,0,5,19,5
86020001,28,26,10,9,6,2
86020002,1,33,1,0,9,0
86020003,34,54,1,25,26,1
86020004,18,43,0,3,2,0
86020005,2,10,11,8,33,38
86020007,0,21,1,1,7,6
86020008,34,18,0,2,3,0
86020009,3,45,0,0,5,0
86020010,17,69,1,3,6,4
86020011,28,72,1,32,41,11
86020013,28,48,0,55,10,0
86020014,2,53,2,6,12,0
86020018,5,23,0,7,3,5
86020019,10,25,1,6,0,3
86020020,21,31,0,8,2,0
86020021,0,21,0,6,1,0
86020022,6,75,1,60,13,0
86020023,19,56,0,9,5,0
86020024,89,58,0,32,27,0
86020025,23,76,6,10,14,12
86020026,6,40,0,9,3,0
86020027,79,69,3,7,18,2
86020028,9,29,0,11,14,9
86020029,101,88,2,32,63,7
86020030,9,136,0,93,18,1
86020031,6,17,4,2,5,1
86020032,14,129,0,15,29,0
86020033,38,101,2,9,15,2
86020038,8,17,0,10,15,3
86020039,7,73,14,14,11,1
86020041,59,8,0,52,48,17
86020042,48,13,2,40,69,38
86020043,49,7,0,4,0,0
86020044,31,34,0,10,16,1
86020045,45,71,3,29,17,0
86020047,52,89,2,11,19,3
86020048,8,70,27,16,42,4
86020049,49,61,7,26,27,2
86020050,6,66,1,17,14,0
86020051,187,211,7,47,26,5
86020052,38,30,3,1,3,0
86021001,29,153,3,36,31,1
86021002,9,44,0,2,19,1
86021003,11,43,0,13,11,0
86021004,12,53,0,8,21,6
86021005,23,159,1,44,83,2
86021006,81,54,1,24,12,1
86021007,1,62,0,1,0,0
86021008,93,186,1,73,42,0
86021009,34,67,0,10,5,1
86021010,68,98,0,26,19,6
86021011,3,75,1,6,10,2
86021012,0,49,1,0,9,3
86021013,18,85,3,3,5,0
86021014,17,153,2,25,84,1
86021015,3,33,1,11,11,1
86021016,20,76,5,2,26,1
86021017,77,168,0,15,15,0
86021018,28,39,0,7,10,0
86021019,40,7,0,12,2,0
86021020,34,11,0,22,7,0
86021021,15,86,0,10,29,0
86021022,14,67,0,23,14,2
86021023,3,64,0,3,7,1
86021024,24,139,0,17,17,1
86021025,11,63,1,49,9,1
86021026,38,7,0,11,1,0
86021033,0,53,0,4,2,0
86021034,94,160,1,28,38,2
86021035,10,27,0,4,0,0
86021036,30,106,1,0,2,0
86021037,13,96,1,15,25,5
86021038,12,79,0,3,6,6
86021039,59,65,0,8,19,2
86021040,47,37,4,15,5,1
86021041,77,55,0,44,9,0
86021042,4,54,0,0,14,1
86021043,5,96,0,7,12,2
86021044,3,48,0,9,8,0
86022001,18,22,0,11,0,0
86022002,68,18,0,27,15,0
86022003,15,32,0,13,1,0
86022004,25,19,4,3,11,0
86022005,115,54,0,11,19,0
86022006,214,133,1,42,7,0
86022008,17,17,0,9,0,0
86022009,16,20,0,9,2,0
86022010,55,18,0,11,0,0
86022011,91,22,0,13,6,3
86022012,80,16,0,8,3,0
86022013,46,29,2,7,1,0
86022014,13,48,1,9,1,0
86022015,158,81,0,38,10,1
86022016,133,92,0,13,7,0
86022017,123,62,8,18,4,0
86022018,44,27,3,3,0,0
86022019,33,31,0,8,0,0
86022020,44,63,0,7,0,0
86022021,35,35,0,2,0,0
86022022,194,146,0,29,14,0
86022023,44,21,0,1,8,0
86022024,42,16,0,11,3,1
86022025,17,34,1,7,1,0
86022026,83,22,0,36,20,0
86022027,86,35,0,47,20,0
86022028,67,23,1,6,6,0
86022029,90,15,0,4,0,0
86022030,124,45,0,13,3,0
86022031,119,17,1,6,1,0
86022032,65,72,1,29,27,0
86022033,116,46,4,15,14,0
86022038,42,65,0,23,2,0
86022039,149,10,0,34,14,2
86022040,35,21,0,5,0,0
86022041,56,40,2,3,2,0
86022042,33,7,0,9,1,0
86022043,42,36,0,8,0,0
86022044,189,62,1,70,51,1
86022045,129,83,0,24,3,0
86022046,52,12,0,3,0,0
86022047,126,79,0,43,47,0
86022048,139,42,2,46,26,1
86022049,64,22,0,9,5,1
86023001,27,46,0,7,20,7
86023002,42,58,2,10,22,10
86023003,87,160,1,12,25,7
86023004,3,30,0,2,15,5
86023005,5,78,0,13,17,5
86023006,41,36,5,14,20,3
86023007,27,42,4,32,21,0
86023008,19,89,2,16,17,0
86023009,19,23,0,1,13,4
86023010,40,61,0,1,18,24
86023011,13,99,1,20,33,7
86023012,32,101,0,0,9,18
86023013,20,67,1,22,20,1
86023014,12,82,7,7,23,0
86023015,58,100,1,3,10,20
86023016,3,70,2,5,16,0
86023019,30,43,0,4,8,16
86023020,33,152,0,44,36,23
86023021,23,51,0,11,16,3
86023022,35,116,16,39,24,0
86023023,44,79,1,3,10,7
86023024,40,20,0,14,6,0
86023025,63,64,0,14,15,0
86023026,9,44,0,1,4,18
86023027,7,33,0,0,2,7
86024001,72,180,0,38,14,1
86024002,70,50,0,11,16,2
86024003,34,56,0,1,8,5
86024004,74,90,0,8,6,1
86024005,46,86,0,7,17,0
86024006,31,62,1,22,4,0
86024007,86,79,0,29,13,0
86024008,14,18,0,3,3,1
86024009,30,60,0,12,4,1
86024010,41,41,0,5,8,5
86024011,28,49,2,14,24,0
86024013,21,27,1,5,6,0
86024014,65,31,0,5,12,0
86024015,16,30,0,5,15,0
86025001,27,54,0,2,4,0
86025002,54,76,0,12,4,0
86025003,28,75,0,21,1,0
86025004,29,43,0,6,2,0
86025005,18,33,0,0,0,0
86025006,6,50,2,0,8,5
86025007,4,9,0,0,1,0
86025008,12,43,0,2,0,0
86025009,1,20,0,3,1,0
86025010,88,81,1,14,13,0
86025011,6,36,0,0,2,0
86025012,4,14,0,0,0,0
86025013,10,51,0,3,3,0
86025014,14,63,0,3,0,0
86025015,64,67,0,13,0,0
86025016,0,18,0,9,9,1
86025017,1,31,0,6,5,7
86025018,4,77,2,0,24,8
86025019,7,22,0,0,0,0
86025020,58,78,0,10,7,0
86025021,10,54,0,9,2,0
86025022,28,81,0,5,8,1
86025023,18,84,0,1,0,0
86025024,70,33,1,10,9,0
86025025,29,86,0,6,3,0
86025026,5,19,0,1,0,0
86025027,34,47,0,5,2,0
86025028,7,23,0,8,0,1
86025029,6,54,0,3,1,0
86025030,41,24,0,0,0,0
86025031,3,32,0,0,0,1
86025032,33,52,1,7,1,0
86025033,0,15,0,0,0,1
86025034,1,36,0,1,0,0
86025035,22,44,0,9,2,0
86025036,28,56,0,7,11,1
86025037,69,74,1,11,4,0
86025038,9,27,0,5,1,0
86025039,5,45,0,2,1,0
86025040,48,23,1,9,4,0
86025041,26,52,1,9,2,0
86026001,38,67,1,8,19,0
86026006,17,85,0,10,5,1
86026007,6,71,0,2,2,0
86026008,19,67,0,7,0,0
86026009,4,32,0,5,5,0
86026010,13,75,0,13,2,0
86026011,29,107,0,12,2,0
86026012,37,108,0,4,5,0
86026013,67,82,2,27,50,6
86026014,51,75,1,24,39,9
86026015,65,62,1,68,58,9
86026016,49,44,1,11,8,0
86026017,32,51,0,11,7,0
86401001,29,2,0,33,67,0
86401002,30,17,0,34,1,0
86401003,23,2,0,39,34,1
86401004,26,19,1,5,0,0
86401006,19,29,2,2,0,0
86401007,40,16,0,33,18,0
86401008,102,52,1,30,2,1
86401009,76,37,1,35,31,0
86401010,13,6,0,13,15,0
86401011,14,4,1,14,2,0
86401012,105,47,1,69,31,1
86401013,85,6,3,65,5,0
86401014,99,56,2,27,9,0
86401015,26,7,2,27,34,1
86402001,10,59,0,6,4,1
86402002,67,21,3,4,18,1
86402003,41,39,1,19,17,5
86402004,52,34,5,55,97,1
86402005,22,121,3,2,5,0
86402006,96,45,0,10,5,0
86402007,42,39,2,6,2,0
86402008,24,43,0,10,7,0
86402009,25,45,0,19,28,6
86402010,11,34,1,11,3,5
86402011,161,90,1,43,37,2
86402012,45,54,1,26,18,10
86402013,37,30,5,32,33,0
86402014,79,5,0,5,2,0
86402015,105,87,19,82,92,3
86402016,11,41,0,13,8,0
86402017,11,42,1,13,2,0
86402018,6,22,0,0,2,0
86402019,1,38,0,0,0,0
86402020,90,93,2,8,8,0
86402021,60,15,4,5,35,0
86402022,34,46,1,16,0,4
86402023,89,96,5,23,29,0
86402024,18,26,1,11,16,0
86402025,54,39,0,3,2,1
86402026,15,55,0,3,3,1
86402027,103,37,6,31,17,5
86402028,46,22,1,23,19,0
86402029,71,62,4,11,6,2
86402030,103,72,1,6,71,3
86402031,78,36,0,11,2,0
86402032,72,144,3,36,40,8
86402033,51,32,1,6,24,1
86402034,27,13,0,10,1,0
86402035,57,127,5,25,6,2
86402036,0,22,0,0,0,0
86402037,5,40,2,1,2,1
86402038,13,51,1,13,0,1
86402039,59,56,1,20,34,3
86402040,100,93,0,9,7,0
86403001,28,64,5,16,2,0
86403002,25,54,0,31,17,0
86403003,12,50,2,1,3,0
86403004,66,50,5,4,30,2
86403005,42,68,8,15,1,1
86403006,47,60,2,30,10,0
86403007,53,123,8,14,6,0
86403008,39,22,0,23,4,3
86403009,0,27,0,3,18,1
86403010,57,78,5,15,19,2
86403011,70,104,15,36,35,6
86403012,11,62,0,10,11,3
86403013,75,49,5,21,3,0
86403014,31,36,1,21,1,2
86403015,16,34,0,12,0,0
86403016,78,29,4,17,13,0
86403017,86,14,0,7,13,0
86403018,19,24,0,31,13,1
86403019,139,161,2,78,25,1
86403020,43,33,0,36,27,0
86403021,72,37,1,1,3,0
86403022,42,33,0,2,4,0
86403023,53,10,1,1,32,3
86403024,32,50,0,21,10,3
86403025,26,6,3,0,1,1
86403026,72,55,3,38,50,0
86403027,3,26,2,6,3,1
86403028,33,20,0,8,9,0
86403029,25,20,4,13,24,0
86403030,41,28,1,11,7,1
86403031,28,29,0,12,2,1
86403032,80,62,1,10,15,0
86403033,76,38,2,29,5,2
86403034,44,35,0,6,4,0
86403035,59,39,3,6,3,0
86403036,35,25,7,2,17,2
86403037,1,26,3,25,58,0
86403038,49,20,0,12,0,1
86403039,11,14,1,5,3,0
86403040,71,7,1,1,5,0
86404001,24,28,5,9,0,0
86404002,98,59,10,36,1,1
86404003,82,28,1,15,7,4
86404004,90,49,2,91,3,0
86404005,30,92,1,59,13,0
86404006,57,55,0,54,42,1
86404007,8,14,0,39,14,0
86404008,79,46,0,34,17,1
86404009,77,54,2,58,4,1
86404010,186,26,3,22,5,8
86404011,18,51,1,45,18,2
86404012,28,40,0,30,6,2
86404013,181,52,0,33,8,25
86404014,53,54,13,21,2,0
86404015,47,23,1,3,0,0
86404016,71,43,0,19,6,2
86404017,137,47,7,24,2,0
86405001,27,47,1,27,10,1
86405002,59,61,2,31,14,0
86405003,44,85,1,21,6,0
86405004,70,115,4,53,38,3
86405005,23,14,0,29,8,0
86405006,44,76,1,28,12,1
86405007,56,93,2,27,17,0
86405008,97,196,1,38,28,1
86405009,69,73,6,76,66,5
86405010,94,43,3,38,35,4
86405011,24,69,1,6,13,0
86405012,37,10,1,7,3,0
86405013,47,62,3,18,2,1
86405014,127,94,0,57,47,1
86406001,45,13,0,3,25,0
86406002,137,36,0,8,5,0
86406003,65,10,1,9,1,2
86406004,37,47,0,8,0,0
86406005,37,65,1,20,24,0
86406006,67,61,0,20,16,0
86406007,15,54,0,4,4,0
86406008,98,63,0,18,23,0
86406009,15,25,0,12,9,1
86406010,52,81,0,28,28,26
86406011,182,100,0,33,91,3
86406012,77,100,11,37,81,0
86406013,91,19,0,36,2,0
86406014,128,14,0,2,0,0
86406015,91,80,1,14,17,0
86406016,80,43,0,22,9,0
86406017,41,17,0,21,15,0
86406018,299,156,5,82,58,10
86406019,64,42,2,2,1,2
86406020,58,85,1,5,0,1
86406021,188,105,3,39,51,0
86406022,75,39,0,40,7,0
86406023,83,1,0,0,0,0
86406024,4,0,0,66,21,44
86407001,89,61,3,62,74,8
86407002,187,239,6,120,63,1
86407003,3,22,0,4,1,0
86407004,30,23,0,29,26,1
86407005,22,41,4,19,15,0
86407006,12,12,1,26,20,1
86407007,0,70,0,4,22,1
86407008,4,18,0,7,7,0
86407009,26,7,0,29,23,0
86407010,0,9,0,6,7,0
86407011,1,13,0,4,32,1
86407012,36,39,3,4,6,1
86407013,10,21,0,18,19,1
86407014,5,18,0,5,6,2
86407015,132,61,9,30,4,0
86407016,5,42,2,3,2,0
86407017,3,48,1,23,13,0
86407018,46,19,0,0,0,0
86407019,51,28,0,16,9,1
86407020,37,44,0,9,2,0
86407021,26,38,0,23,52,0
86407022,5,7,0,3,3,0
86407023,0,8,0,16,23,3
86407024,64,74,1,10,2,1
86407025,49,43,0,41,23,0
86407026,6,30,0,3,5,0
86407027,60,24,0,0,2,0
86407028,136,125,9,83,52,2
86407029,25,56,3,41,28,2
86407030,32,28,0,53,68,10
86407031,42,36,0,15,0,0
86407032,1,41,0,7,12,0
86407033,1,31,0,5,11,0
86407034,50,47,15,152,40,1
86407035,39,75,3,23,16,0
86407036,0,7,0,2,1,0
86407037,57,23,1,8,10,0
86407038,24,128,1,19,52,0
86407039,128,91,0,38,7,0
86407040,252,146,19,110,82,0
86407041,126,147,0,19,17,3
86407042,71,21,0,11,9,0
86407043,21,16,0,9,18,0
86407044,5,28,0,9,9,1
86407045,28,29,1,15,29,1
86407046,32,46,0,15,26,0
86407047,61,112,9,30,22,3
86407048,64,19,1,17,1,0
86407049,29,2,0,26,2,0
86407050,49,109,0,89,62,0
86407051,22,23,0,13,2,0
86407052,24,16,0,17,7,0
86407053,55,51,4,108,71,15
86407054,6,11,0,15,55,8
86407055,6,4,0,26,0,0
86407056,15,2,1,28,0,0
86407057,27,64,2,23,4,0
86407058,43,77,2,51,8,0
86407059,240,54,4,41,54,0
86407060,22,24,2,30,11,0
86407061,2,9,1,1,25,11
86407062,2,18,0,2,5,0
86407063,24,45,1,14,9,1
86407064,40,8,7,16,16,0
86407065,2,3,0,5,6,0
86407066,248,277,15,180,64,1
86407067,21,41,0,17,7,0
86407068,26,77,10,47,61,11
86407069,40,60,0,42,33,0
86407070,40,43,0,13,3,0
86408001,45,49,1,8,5,0
86408002,153,76,4,31,15,5
86408003,61,42,0,2,8,5
86408004,4,61,0,0,0,0
86408005,36,20,0,1,5,1
86408006,76,54,1,4,12,3
86408007,320,174,13,67,50,4
86408008,30,62,0,17,2,0
86408009,41,63,0,21,3,0
86408010,96,20,3,3,15,3
86408011,67,70,3,26,15,2
86408012,31,20,6,8,3,2
86408013,92,65,2,20,24,1
86408015,88,70,2,43,19,2
86408016,15,61,0,1,14,4
86408017,19,25,0,9,12,0
86408018,58,49,8,42,9,6
86408019,150,90,13,56,24,5
86408021,91,40,1,40,4,0
86408022,55,50,0,2,17,6
86408023,43,74,1,11,8,0
86408024,5,17,1,1,0,0
86408025,9,31,0,2,5,0
86408026,31,42,2,14,10,0
86408027,51,27,3,21,5,0
86408028,43,29,0,10,9,0
86408029,10,13,2,12,12,0
86408030,112,116,3,24,12,3
86408031,49,61,3,25,11,0
86408032,31,41,0,8,0,0
86409001,27,27,0,43,8,0
86409002,0,53,1,1,3,0
86409003,47,30,0,2,0,0
86409004,26,49,0,7,3,0
86409005,27,41,0,1,1,0
86409006,14,53,3,13,2,0
86409007,74,35,0,4,33,15
86409008,34,20,0,12,18,0
86409009,0,8,0,21,0,0
86409010,52,40,0,4,4,0
86409011,12,24,0,4,20,0
86409012,42,24,0,1,2,0
86409013,35,46,0,13,4,0
86409014,28,30,0,3,2,5
86409015,39,51,1,18,6,1
86409016,33,55,0,8,9,2
86409017,62,56,2,16,4,0
86409018,35,12,0,3,6,0
86409019,102,114,2,2,0,0
86409020,24,13,1,22,13,0
86409021,92,86,0,8,30,15
86409022,27,25,1,42,10,0
86409023,33,77,0,38,37,4
86409024,92,57,1,3,8,0
86409025,7,47,0,5,0,0
86409026,9,30,0,6,0,0
86409028,45,76,0,1,3,0
86409029,8,8,0,24,0,0
86409030,9,54,4,10,2,0
86409031,0,28,0,0,0,0
86409032,30,80,0,2,1,0
86409033,8,44,0,1,0,0
86409034,42,55,0,0,0,0
86409035,13,24,0,2,2,0
86409036,5,42,0,2,8,0
86409037,4,16,1,22,1,0
86409038,32,26,1,3,7,1
86410001,18,22,4,90,7,0
86410002,38,27,1,9,2,1
86410003,46,57,1,14,1,0
86410005,65,46,1,20,6,0
86410007,82,64,1,12,6,0
86410010,89,60,1,4,8,0
86410011,71,53,39,19,34,2
86410012,77,52,0,4,0,0
86410014,49,48,3,30,11,0
86410015,20,2,0,75,40,0
86410016,65,26,1,35,0,0
86411001,33,15,0,4,1,0
86411002,25,15,0,0,0,0
86411003,46,47,0,1,3,0
86411004,26,23,0,1,2,0
86411005,17,10,0,11,25,6
86411006,50,47,1,19,22,6
86411007,30,34,0,0,3,0
86411008,34,32,2,8,7,0
86411009,26,33,1,13,14,2
86411011,25,16,1,15,12,0
86411012,22,22,0,19,8,4
86411013,48,69,0,2,4,1
86411014,65,21,0,4,6,0
86411015,74,28,0,2,3,1
86411016,74,41,0,11,3,0
86411017,38,74,3,8,11,0
86411019,101,30,0,6,6,0
86411020,10,39,1,15,10,0
86411021,52,39,0,0,0,0
86411023,40,19,0,11,4,0
86411024,62,50,1,2,2,0
86411025,55,44,0,13,17,1
86411026,38,24,0,14,23,5
86412001,83,2,0,3,0,0
86412002,162,3,0,61,1,0
86412003,56,2,0,15,0,0
86412004,105,77,0,28,11,1
86412005,88,3,0,0,0,0
86412006,158,41,1,31,4,0
86412007,88,26,0,38,4,0
86412008,223,19,0,65,14,1
86412009,293,6,0,0,0,0
86412010,156,72,6,45,36,0
86412011,179,205,9,52,65,2
