psgc_brgy,single_house,duplex,apartment_or_condominiums_or_townhouses,commercial_or_industrial_or_agricultural_building_or_house,other_housing_cave_or_boat_or_under_a_bridge_etc.
175311013,527,11,2,4,0
175311014,236,22,0,0,0
175311015,274,45,0,0,0
175311016,175,2,0,0,0
175312001,246,6,0,1,0
175312002,452,51,1,6,1
175312003,468,5,2,0,1
175312004,400,9,0,4,0
175312005,236,9,0,4,0
175312006,272,21,0,0,0
175312007,414,1,0,0,0
175312008,288,33,1,0,0
175312009,519,68,2,1,0
175312010,326,3,0,3,0
175312011,162,28,2,0,2
175312012,398,2,0,1,3
175312013,313,2,0,1,0
175312014,834,5,0,2,0
175312015,362,9,0,1,0
175312016,228,11,0,0,0
175312017,809,3,5,9,2
175312018,253,2,0,0,0
175313001,215,1,1,0,1
175313002,171,12,0,1,0
175313003,224,3,0,0,0
175313004,106,2,0,1,0
175313006,358,10,0,0,0
175313007,471,22,0,1,0
175313008,250,6,3,3,2
175313009,293,6,0,0,0
175313010,854,22,2,4,3
175313011,230,4,0,0,0
175314001,112,4,1,0,0
175314002,376,3,0,0,1
175314003,240,3,0,0,1
175314004,236,0,0,0,0
175314005,139,1,0,1,0
175314006,136,0,0,0,1
175314007,203,3,0,2,1
175314008,104,0,0,0,1
175314009,232,0,0,1,0
175314010,369,5,1,1,0
175314011,433,4,0,0,1
175315001,999,12,5,3,1
175315002,968,13,1,9,0
175315003,304,4,0,0,0
175315004,393,12,0,3,2
175315005,563,10,0,1,0
175315006,300,2,0,0,0
175315007,967,18,2,3,0
175315008,750,22,0,2,0
175315009,156,4,0,0,0
175315010,270,7,0,0,0
175315011,443,6,0,1,1
175315012,512,23,1,3,0
175315013,666,2,1,5,1
175315014,1255,71,3,3,0
175315015,1091,15,3,4,2
175315016,1145,19,0,3,1
175315017,518,5,0,1,0
175315018,140,1,0,0,1
175315019,419,1,2,1,0
175315020,344,4,0,3,0
175315021,171,0,0,1,1
175315022,451,1,0,0,0
175315023,712,4,2,0,1
175316001,613,7,2,0,4
175316002,757,5,4,0,1
175316003,174,2,0,0,0
175316004,25,14,8,0,1
175316005,796,61,5,3,18
175316006,502,29,18,1,12
175316008,465,5,0,0,0
175316009,561,38,0,2,1
175316010,313,4,0,1,0
175316011,335,3,0,0,0
175316012,645,5,0,1,0
175316013,293,6,0,1,2
175316014,426,3,0,2,1
175316015,927,22,1,2,0
175316016,124,3,0,1,0
175316017,27,9,0,0,0
175316018,434,3,0,1,0
175316019,499,10,0,0,2
175316020,38,38,0,0,0
175316021,355,5,1,3,4
175316022,196,38,3,1,4
175316023,315,0,0,0,1
175316025,0,2,0,0,0
175316026,385,7,1,0,1
175316027,106,10,3,0,0
175316028,38,12,1,1,0
175316029,341,7,1,0,0
175316030,139,1,0,0,0
175316031,360,5,0,2,0
175316032,30,4,0,0,0
175316033,40,2,7,2,0
175316034,128,13,10,4,0
175316035,589,33,32,1,3
175316036,63,6,0,0,0
175316037,250,24,17,2,7
175316038,87,4,0,0,0
175316039,69,10,3,8,1
175316040,21,0,0,0,0
175316041,448,6,2,1,1
175316042,121,0,0,0,0
175316043,353,11,0,0,2
175316044,180,3,3,0,1
175316045,315,2,0,1,0
175316046,720,24,0,2,1
175316047,792,58,36,3,2
175316048,728,37,62,3,1
175316049,326,4,1,1,0
175316050,216,0,0,0,0
175316051,1064,37,2,5,0
175316052,44,0,0,0,0
175316053,646,44,16,3,0
175316054,4,2,1,0,0
175316055,422,57,1,1,2
175316056,213,3,0,1,0
175316057,338,8,0,2,1
175316058,620,15,1,4,0
175316059,80,6,11,0,1
175316060,165,0,0,1,5
175316061,55,7,4,0,0
175316062,583,189,2,0,1
175316063,660,7,0,1,1
175316064,703,114,1,2,0
175316065,605,22,15,1,6
175316066,535,16,1,2,1
175316067,386,17,1,1,0
175317001,2440,169,33,9,5
175317002,796,13,0,1,0
175317003,504,9,0,0,1
175317005,458,0,0,2,1
175317011,1030,22,0,1,1
175317012,898,14,0,0,0
175317014,458,5,0,1,0
175317016,1215,10,1,1,1
175317017,878,13,0,0,0
175317020,476,1,0,1,0
175317021,1063,12,0,0,1
175317023,349,6,0,0,0
175317024,678,6,0,1,0
175317025,797,14,1,0,0
175318001,776,12,1,2,0
175318002,257,3,0,0,0
175318003,208,8,0,0,0
175318004,600,0,0,2,0
175318005,620,16,0,0,0
175318006,161,9,0,0,2
175318008,202,1,0,0,0
175318009,917,7,0,2,0
175318010,316,2,0,0,0
175318011,308,6,0,2,0
175318012,267,6,0,0,1
175318013,539,13,0,1,1
175318014,345,6,0,0,0
175318015,706,20,1,2,0
175318017,201,1,0,1,0
175318018,160,4,0,0,0
175318019,154,8,0,0,0
175318020,289,3,0,0,0
175318021,232,2,0,1,0
175318022,229,3,0,1,0
175318023,412,8,0,1,1
175318024,516,4,0,3,0
175318025,251,8,0,0,1
175318026,422,2,0,0,0
175318028,840,33,0,3,0
175318029,188,11,6,8,0
175318030,666,8,1,3,2
175318031,1042,18,17,11,1
175318032,4,0,0,0,0
175318033,152,1,0,1,0
175318034,408,5,0,0,0
175319001,956,18,3,4,8
175319002,360,11,0,4,0
175319003,826,16,0,1,1
175319004,201,0,0,2,0
175319005,633,18,1,3,2
175319006,272,2,0,1,1
175319007,1270,51,1,5,4
175319008,1098,34,9,12,1
175319009,224,0,0,0,0
175319010,258,2,2,0,4
175320001,786,11,0,1,0
175320002,337,17,0,1,0
175320003,394,9,0,1,0
175320004,219,2,0,0,0
175320005,577,17,0,1,1
175320006,324,7,1,1,0
175320007,246,2,0,0,0
175320008,1058,14,1,4,1
175320009,720,35,1,2,0
175320010,168,1,0,1,0
175320011,241,9,0,2,1
175320012,235,0,0,0,0
175320013,1051,23,3,14,3
175320014,215,1,0,0,1
175320015,616,8,0,0,0
175320016,203,8,0,0,1
175320017,289,6,0,2,1
175320018,533,12,0,0,1
175320019,500,3,2,1,1
175320020,1904,56,31,11,4
175320021,416,1,0,1,0
175320022,471,20,0,3,1
175320023,235,5,0,0,0
175320024,230,5,0,2,0
175320025,569,9,0,1,1
175320026,136,2,0,0,0
175320027,446,4,0,0,1
175320028,124,7,0,0,0
175320029,202,1,0,0,1
175320030,250,2,0,1,0
175320031,473,3,1,0,1
175322001,57,35,2,0,0
175322002,118,0,0,0,0
175322003,292,9,0,1,1
175322004,50,0,0,0,0
175322005,268,9,0,0,0
175322006,196,12,5,0,0
175322007,229,11,11,0,7
175322008,273,5,0,1,0
175322009,308,0,0,0,0
175322010,511,25,10,0,2
175322011,141,18,10,3,2
175322012,74,2,0,0,0
175322013,140,2,1,1,0
175322014,210,0,0,0,1
175323001,546,11,0,1,0
175323002,423,14,0,0,1
175323003,1312,23,0,6,3
175323004,457,5,0,0,0
175323005,520,6,0,0,0
175323006,1092,12,1,3,1
175323007,354,1,0,0,1
175323008,923,14,0,1,1
175323009,1820,24,0,7,3
175323010,936,8,1,0,6
175323011,674,18,0,1,3
175324001,609,9,0,1,1
175324002,553,10,0,1,0
175324003,457,8,0,0,0
175324004,705,9,0,2,0
175324005,1083,14,0,1,3
175324006,1248,20,3,5,1
175324007,431,6,0,1,0
175324008,794,11,0,1,1
175324009,624,5,0,1,0
175901001,289,25,0,0,0
175901002,255,1,0,0,0
175901003,373,0,0,0,0
175901004,169,10,0,0,0
175901005,318,3,0,1,0
175901006,134,1,0,1,0
175901007,243,8,0,0,0
175901008,451,5,0,0,0
175901009,221,0,0,0,0
175901010,275,12,0,1,0
175901011,144,0,0,1,0
175901012,255,2,0,0,0
175902001,120,0,0,0,0
175902002,107,0,0,0,0
175902004,61,0,0,0,0
175902005,17,0,0,0,0
175902006,65,0,0,0,0
175902007,87,2,1,0,0
175902008,29,0,0,0,0
175902009,86,0,0,0,0
175902010,272,2,0,1,0
175902011,93,1,0,0,0
175902012,103,0,0,0,1
175902013,35,0,0,0,0
175902014,25,0,0,0,0
175902015,92,0,0,0,0
175902016,137,1,0,0,0
175902017,103,0,0,1,0
175902018,92,0,0,1,0
175903001,141,0,0,0,0
175903002,468,2,0,1,1
175903003,383,0,0,2,0
175903004,357,3,1,3,0
175903005,280,2,0,0,0
175903006,584,0,0,1,1
175903007,265,3,0,0,0
175903008,134,0,0,1,0
175903009,144,4,2,3,0
175903010,298,4,0,1,1
175903011,383,6,0,0,0
175903012,367,1,1,5,0
175903013,323,3,0,2,0
175903014,307,1,0,0,0
175904001,352,2,0,1,0
175904002,272,11,0,0,0
175904003,315,13,1,0,0
175904004,154,3,0,0,0
175904005,282,1,0,0,0
175904006,224,10,17,1,0
175904007,226,10,0,0,0
175905002,130,2,0,0,0
175905003,147,2,0,0,0
175905004,89,0,0,0,0
175905005,108,4,0,0,0
175905006,226,8,0,1,0
175905007,93,2,0,0,0
175905008,80,0,0,0,0
175905009,85,0,0,1,0
175905010,60,0,0,0,0
175906001,341,3,0,0,0
175906002,99,1,0,0,0
175906003,150,0,0,0,0
175906004,155,0,0,0,0
175906005,71,0,0,0,0
175906006,200,5,0,0,2
175906007,159,0,0,0,0
175906008,68,2,0,1,0
175906009,182,0,0,0,0
175906010,235,1,0,0,1
175906011,132,2,0,3,0
175906013,134,0,0,0,2
175906014,201,10,0,0,0
175906015,104,0,0,0,0
175906016,96,1,0,0,0
175907001,362,2,0,0,1
175907002,222,2,0,0,0
175907003,307,4,0,0,0
175907004,202,3,0,1,0
175907005,191,6,0,0,0
175907006,348,3,0,0,0
175907007,546,7,0,2,0
175907008,275,0,0,1,0
175907009,214,2,0,0,0
175907011,676,23,3,1,0
175907012,634,2,0,1,11
175907013,113,0,0,1,0
175908001,184,1,0,0,0
175908002,304,5,0,0,1
175908003,234,8,0,0,1
175908004,254,4,0,0,0
175908005,307,4,0,0,1
175908006,187,7,0,3,0
175908007,462,2,0,5,2
175908008,105,1,0,0,0
175908009,500,6,0,1,0
175909002,229,6,0,0,0
175909003,124,0,0,0,0
175909004,277,3,0,1,0
175909005,122,0,0,0,0
175909006,126,4,0,0,0
175909008,295,3,0,3,0
175909010,214,13,2,0,0
175909012,551,19,0,2,0
175909014,418,9,1,1,0
175909015,163,3,0,1,0
175909016,89,1,0,2,0
175909017,474,32,0,2,0
175909018,525,18,0,2,0
175909020,21,1,3,0,0
175909021,46,2,1,0,0
175909022,145,2,0,0,0
175909023,213,1,1,0,1
175909024,117,1,0,2,0
175909025,343,10,0,0,0
175909026,44,2,0,1,0
175909027,137,1,0,3,0
175909029,218,0,0,0,0
175909030,474,5,0,1,0
175909031,17,2,2,0,0
175909032,403,9,0,1,0
175910001,141,0,0,0,0
175910002,195,1,0,1,0
175910003,227,1,0,2,0
175910004,184,0,0,0,0
175910005,158,3,0,1,0
175910006,209,19,0,0,0
175910007,235,11,0,1,0
175910008,387,1,1,1,0
175910009,114,0,0,0,0
175910010,496,18,0,6,0
175910011,173,7,0,1,0
175910012,799,16,3,1,3
175910013,163,0,0,0,0
175910014,137,0,0,0,1
175910015,311,2,0,1,0
175910016,195,0,0,1,0
175910017,261,3,0,0,0
175910018,159,12,0,0,0
175910019,144,1,0,1,0
175910020,242,31,0,0,0
175910021,212,9,0,1,0
175910022,160,3,0,1,0
175910023,212,2,0,0,0
175910024,128,1,0,0,0
175910025,21,4,7,7,0
175910026,34,10,1,2,0
175910027,212,21,4,0,0
175910028,69,11,2,0,0
175910029,293,0,0,2,0
175910030,315,3,1,2,0
175910031,119,0,1,0,0
175911001,322,6,0,0,0
175911002,392,2,0,1,0
175911004,184,2,0,0,0
175911005,293,2,0,2,1
175911006,311,0,0,0,0
175911007,488,10,0,1,0
175911008,173,1,0,0,0
175911011,445,3,0,3,0
175911012,438,4,0,1,1
175911013,167,4,0,1,0
175911015,192,2,0,2,0
175911016,415,4,0,0,0
175911017,319,20,1,3,1
175911018,310,4,0,1,0
175911019,101,0,0,0,0
175912001,272,2,0,0,0
175912002,337,0,0,0,0
175912003,144,0,0,0,0
175912004,385,2,0,2,0
175912005,297,4,0,0,1
175912006,225,0,0,0,0
175912007,250,0,0,0,0
175912008,290,2,0,0,0
175912009,266,2,0,0,0
175912010,276,5,0,0,0
175912011,395,1,0,0,1
175912012,155,2,0,1,0
175912013,103,1,0,1,0
175913001,203,7,0,1,0
175913002,414,5,0,3,0
175913003,312,13,0,1,1
175913004,311,16,0,1,0
175913005,395,8,0,2,0
175913006,245,5,0,1,0
175913007,341,9,0,1,0
175913008,371,6,0,0,1
175913009,207,3,0,1,0
175913010,230,2,0,0,0
175913011,255,10,1,0,0
175913012,761,10,0,5,0
175914001,346,0,0,0,0
175914002,168,5,0,0,0
175914003,492,2,1,3,0
175914004,281,1,0,0,1
175914005,644,8,3,5,0
175915001,373,1,0,1,1
175915002,358,2,0,0,0
175915003,267,6,0,0,0
175915004,186,2,0,0,0
175915005,373,3,1,3,0
175915006,174,4,0,0,0
175915007,314,2,0,1,0
175915008,276,0,0,0,0
175915009,315,1,0,1,0
175915010,538,0,1,6,0
175915011,449,6,0,0,0
175916001,141,1,0,0,0
175916002,190,0,0,0,0
175916003,149,0,1,1,0
175916004,358,4,1,2,0
175916005,210,6,0,0,1
175916006,314,7,0,0,2
175917001,248,1,1,1,1
175917002,563,13,0,0,0
175917003,445,4,0,0,0
175917004,177,0,0,0,0
175917005,301,3,0,0,0
175917006,160,0,0,0,0
160201001,411,22,0,1,0
160201002,288,9,0,4,0
160201003,586,6,0,2,0
160201004,670,14,0,5,0
160201007,358,11,0,0,0
160201008,274,2,0,0,0
160201009,254,6,0,0,0
160201010,915,30,1,6,0
160201011,721,20,0,2,0
160201013,417,9,0,0,1
160201014,214,23,2,1,0
160201015,504,30,0,0,0
160201016,265,16,3,2,0
160201017,192,20,5,2,0
160201018,290,25,6,6,0
160201019,191,8,1,0,0
160201020,197,7,0,0,0
160201021,307,13,0,5,1
160201022,470,26,1,0,0
160201023,566,11,0,6,1
160201024,464,8,0,3,0
160201025,615,2,0,3,0
160201026,396,4,0,1,0
160201027,272,3,0,0,0
160201028,656,7,0,2,1
160202002,117,33,9,0,1
160202003,692,51,0,0,1
160202004,1553,42,6,7,1
160202006,425,6,0,0,0
160202007,320,10,1,1,0
160202008,758,12,0,4,1
160202009,63,1,0,0,0
160202010,357,8,0,1,0
160202012,1241,86,5,5,1
160202013,305,5,0,0,0
160202014,903,63,4,0,1
160202016,303,7,0,0,1
160202017,693,24,0,7,0
160202018,309,8,0,0,1
160202019,682,14,0,0,2
160202020,86,2,0,0,0
160202021,209,3,0,0,0
160202022,439,15,0,0,0
160202023,292,1,0,4,0
160202024,258,4,0,0,1
160202025,783,18,2,7,0
160202026,236,3,0,1,0
160202027,777,34,1,2,1
160202029,337,5,0,0,0
160202031,290,4,0,1,1
160202033,1005,32,8,2,0
160202036,223,1,0,0,0
160202037,74,2,0,2,0
160202038,27,0,0,0,0
160202039,1891,115,1,1,2
160202040,442,12,0,0,0
160202043,104,0,0,0,0
160202045,141,9,1,0,1
160202047,1062,94,44,4,3
160202048,3,7,0,0,0
160202049,393,8,0,2,0
160202051,210,20,15,7,1
160202052,312,8,1,0,0
160202053,14,0,0,0,0
160202054,233,12,0,0,0
160202055,199,25,1,0,0
160202056,880,8,0,0,0
160202057,789,11,0,3,1
160202060,460,3,0,4,0
160202061,522,14,0,1,0
160202062,871,62,1,0,1
160202063,202,1,0,0,1
160202064,216,2,0,1,0
160202065,753,19,0,2,0
160202066,100,8,0,0,0
160202067,325,10,0,2,0
160202068,563,12,0,1,1
160202069,793,100,12,3,0
160202070,51,20,3,0,0
160202071,986,74,11,2,3
160202072,401,7,0,1,0
160202073,439,4,0,2,0
160202074,1,0,0,0,0
160202075,142,3,3,2,0
160202076,491,6,0,5,0
160202077,308,5,0,1,0
160202078,2,0,0,0,0
160202079,65,15,0,1,1
160202080,267,7,0,2,0
160202082,461,8,0,4,0
160202083,699,32,0,1,0
160202084,328,6,0,3,0
160202085,107,7,2,2,1
160202086,444,8,0,5,0
160202087,1038,40,0,10,0
160202089,3,1,1,2,0
160202090,96,10,1,0,0
160202091,1511,117,13,3,3
160202092,166,10,0,1,0
160202093,362,11,0,1,0
160202094,346,6,0,0,0
160202095,514,12,0,0,0
160202096,254,1,0,2,0
160202097,847,28,0,1,0
160202098,464,27,4,1,0
160202099,205,0,0,1,0
160202100,524,12,0,2,1
160202101,340,4,0,2,0
160202102,128,4,0,0,0
160202103,444,10,0,0,0
160203002,248,3,0,0,0
160203005,226,0,0,1,0
160203006,185,8,0,0,0
160203007,220,3,0,1,0
160203009,357,7,5,1,0
160203010,497,2,0,0,2
160203011,639,14,2,4,0
160203012,577,11,0,1,1
160203013,208,0,0,0,0
160203014,725,21,2,1,1
160203016,260,4,0,0,0
160203017,415,6,1,0,1
160203018,1072,22,2,2,2
160203019,787,26,0,6,0
160203021,204,13,0,0,0
160203022,28,6,0,0,0
160203023,14,8,0,0,0
160203024,286,9,0,1,1
160203025,107,5,0,0,0
160203026,342,23,7,1,0
160203027,92,16,0,1,1
160203028,60,8,0,0,0
160203029,138,13,0,0,0
160203030,280,26,0,0,0
160203031,29,8,0,1,0
160203032,424,32,1,2,0
160203033,382,2,0,5,0
160203037,507,16,1,1,0
160203038,259,5,0,1,0
160203040,715,34,3,2,1
160203041,255,3,0,0,1
160204001,563,11,0,1,0
160204002,408,1,0,1,0
160204004,362,1,0,1,1
160204009,907,20,3,0,1
160204010,526,2,0,0,0
160204011,285,1,0,1,0
160204012,694,6,0,1,0
160204014,472,2,0,0,0
160205001,424,15,0,0,1
160205002,523,8,0,1,2
160205003,211,12,0,1,0
160205004,160,1,0,0,0
160205005,385,12,0,2,1
160205006,365,11,0,1,0
160205007,324,2,0,1,0
160205008,290,6,0,1,0
160205009,230,4,0,1,0
160205010,83,2,0,0,0
160205011,657,23,1,3,0
160205012,232,2,0,1,0
160205013,213,1,0,0,0
160205014,348,9,0,1,0
160205015,221,4,0,0,0
160206001,278,5,0,0,1
160206002,252,5,1,0,0
160206003,48,0,0,0,0
160206004,302,6,0,0,1
160206005,459,13,0,1,0
160206006,428,19,6,3,0
160206007,232,3,0,1,0
160206008,375,5,0,1,0
160206009,191,3,0,0,0
160206010,600,14,0,4,1
160206011,350,13,8,4,0
160207001,210,1,0,0,0
160207002,239,8,0,0,0
160207003,277,3,0,1,0
160207004,184,7,0,0,0
160207005,537,5,0,3,1
160207006,183,22,0,0,0
160207007,314,3,0,1,1
160207008,197,10,0,0,0
160207009,394,0,0,1,0
160207010,277,1,0,0,0
160207011,187,11,1,2,0
160207013,215,15,0,0,0
160207014,190,12,0,0,0
160207015,131,1,0,1,0
160207016,231,2,0,0,0
160207017,299,1,0,2,1
160207018,280,3,0,2,0
160207019,259,10,0,1,0
160207020,98,1,0,1,0
160207021,395,6,0,2,1
160208001,560,33,2,2,0
160208002,809,21,2,1,1
160208003,261,0,0,0,0
160208005,280,14,6,1,1
160208008,240,6,0,2,0
160208009,446,27,2,3,0
160208010,309,9,0,1,0
160208011,458,37,5,2,1
160209001,453,14,2,1,0
160209002,372,4,2,0,0
160209004,309,4,0,0,0
160209005,915,31,3,1,1
160209006,236,5,0,0,0
160209007,557,8,1,0,0
160209008,265,1,0,1,0
160209009,265,4,0,2,0
160209010,263,19,1,0,0
160209011,54,13,0,0,0
160209012,108,22,1,0,0
160209013,58,7,3,0,0
160209014,166,13,0,0,0
160209015,194,25,1,0,0
160209016,170,4,0,0,0
160209017,556,17,3,0,3
160209018,403,5,7,1,0
160209019,470,31,1,1,0
160209020,313,26,1,1,0
160210002,317,5,0,0,1
160210003,342,10,0,2,1
160210005,244,3,0,1,0
160210007,961,18,0,4,0
160210008,415,8,0,3,0
160210009,357,0,0,0,0
160210010,223,1,0,2,0
160210011,431,18,0,1,1
160211001,160,3,0,1,0
160211002,233,2,0,1,0
160211003,428,8,0,0,0
160211004,357,26,1,2,3
160211005,108,3,0,0,0
160211006,339,7,0,2,0
160211007,346,6,0,1,1
160211008,435,13,1,5,0
160211009,333,0,0,3,0
160211010,84,2,0,1,0
160211011,145,8,0,0,0
160211012,160,2,0,2,0
160211013,379,8,0,7,1
160212001,490,4,0,1,0
160212002,499,3,0,2,3
160212003,431,10,0,1,0
160212004,327,4,0,2,0
160212005,228,7,0,0,0
160212006,407,2,0,0,0
160212007,438,4,0,0,0
160212008,323,10,0,1,1
160301001,381,3,1,1,0
160301002,302,4,0,1,0
160301003,457,44,4,4,0
160301004,322,9,0,3,0
160301006,189,1,0,1,0
160301007,331,3,1,4,0
160301009,527,8,3,3,0
160301010,780,17,1,1,0
160301011,694,14,0,9,1
160301013,327,5,0,2,0
160301014,133,1,0,1,0
160301016,2358,222,61,36,5
160301017,203,1,0,3,0
160301018,391,22,0,2,0
160301019,1043,15,0,2,2
160301020,212,1,1,0,0
160301023,549,20,0,2,0
160301024,1723,133,52,47,1
160301025,290,6,0,1,0
160301027,348,10,1,1,0
160301028,371,0,0,4,0
160301029,557,30,1,3,0
160301030,381,6,0,0,0
160301031,209,4,0,1,0
160301032,156,2,0,0,0
160301033,226,3,1,1,0
160301034,75,0,0,2,0
160301035,170,6,0,0,0
160301036,363,8,1,0,0
160301037,110,1,0,0,0
160301038,131,2,1,0,0
160301039,148,0,0,0,1
160301040,373,4,0,0,0
160301041,352,4,1,3,0
160301042,92,0,0,0,0
160301043,231,4,0,1,0
160301044,145,2,0,0,0
160301045,550,15,2,0,0
160301046,264,24,0,7,1
160301047,262,1,0,0,0
160301048,83,3,0,0,1
160301049,167,3,0,1,0
160301050,276,7,0,3,0
160302001,1079,15,4,1,0
160302002,1125,32,13,5,1
160302003,1562,48,0,6,1
160302004,514,6,1,2,0
160302005,1049,10,1,1,2
160302006,624,15,1,3,0
160302007,200,2,0,0,1
160302008,302,4,0,0,0
160302009,221,8,0,1,0
160302010,1249,23,27,15,6
160303001,0,0,0,0,0
160303002,0,0,0,0,0
160303003,0,0,0,0,0
160303004,0,0,0,0,0
160303006,0,0,0,0,0
160303007,0,0,0,0,0
160303008,0,0,0,0,0
160303009,0,0,0,0,0
160303010,0,0,0,0,0
160303011,0,0,0,0,0
160303013,0,0,0,0,0
160303014,0,0,0,0,0
160303015,0,0,0,0,0
160303016,0,0,0,0,0
160303017,0,0,0,0,0
160303018,0,0,0,0,0
160303019,0,0,0,0,0
160303021,0,0,0,0,0
160303022,0,0,0,0,0
160303023,0,0,0,0,0
160303024,0,0,0,0,0
160303026,0,0,0,0,0
160303027,0,0,0,0,0
160303028,0,0,0,0,0
160303029,0,0,0,0,0
160303030,0,0,0,0,0
160303031,0,0,0,0,0
160303032,0,0,0,0,0
160303033,0,0,0,0,0
160303034,0,0,0,0,0
160303035,0,0,0,0,0
160303036,0,0,0,0,0
160303037,0,0,0,0,0
160303038,0,0,0,0,0
160303039,0,0,0,0,0
160303041,0,0,0,0,0
160303042,0,0,0,0,0
160303043,0,0,0,0,0
160303045,0,0,0,0,0
160303046,0,0,0,0,0
160303047,0,0,0,0,0
160303048,0,0,0,0,0
160303049,0,0,0,0,0
160304001,0,0,0,0,0
160304002,0,0,0,0,0
160304003,0,0,0,0,0
160304004,0,0,0,0,0
160304005,0,0,0,0,0
160304006,0,0,0,0,0
160304007,2,0,0,0,0
160304008,0,0,0,0,0
160304009,0,0,0,0,0
160304010,0,0,0,0,0
160304011,0,0,0,0,0
160304012,0,0,0,0,0
160304013,0,0,0,0,0
160304014,0,0,0,0,0
160304015,0,0,0,0,0
160305001,0,0,0,0,0
160305002,0,0,0,0,0
160305003,0,0,0,0,0
160305004,0,0,0,0,0
160305005,2,0,0,0,0
160305006,0,0,0,0,0
160305007,0,0,0,0,0
160305008,0,0,0,0,0
160305009,0,0,0,0,0
160305010,0,0,0,0,0
160305011,0,0,0,0,0
160305012,0,0,0,0,0
160305013,0,0,0,0,0
160305014,0,0,0,0,0
160305015,0,0,0,0,0
160305016,0,0,0,0,0
160305017,0,0,0,0,0
160306001,614,13,0,1,0
160306002,344,1,0,0,0
160306003,306,4,0,1,1
160306004,1961,83,18,45,2
160306006,336,2,0,2,0
160306007,345,6,2,1,1
160306008,310,3,0,2,0
160306009,318,0,0,1,0
160306010,188,3,0,0,0
160306011,473,13,0,2,0
160306012,667,14,2,5,0
160306013,358,4,0,1,2
160306014,428,7,0,2,0
160306015,264,7,0,0,0
160306016,284,7,0,0,0
160306017,223,1,0,2,0
160306018,1433,51,6,13,2
160306020,173,2,0,0,0
160306021,515,10,0,4,0
160306022,324,5,0,1,0
160306023,525,7,2,0,0
160306024,279,4,2,0,0
160306025,405,8,0,0,1
160306026,177,3,0,1,0
160306027,400,3,0,0,0
160306029,312,5,0,2,0
160306030,664,15,0,1,0
160306031,1077,12,5,4,0
160306032,330,4,1,5,0
160306033,195,3,0,1,0
160306034,298,5,0,0,0
160306035,157,6,0,0,0
160307001,1549,59,3,13,1
160307002,272,4,0,0,0
160307003,236,12,0,0,0
160307004,483,14,0,3,0
160307005,440,4,1,2,4
160307006,675,27,0,3,0
160307007,1015,31,11,4,1
160307008,393,12,6,0,0
160307009,671,27,1,2,0
160307010,401,26,1,0,0
160307011,266,4,1,0,1
160308001,955,62,3,5,1
160308002,695,46,0,1,3
160308003,420,5,0,1,1
160308005,354,2,0,1,1
160308006,313,10,0,1,0
160308007,396,38,0,2,1
160308008,842,27,2,1,0
160308009,153,2,0,0,1
160308010,316,4,0,1,0
160308011,285,0,0,1,0
160308012,570,4,1,2,0
160308013,516,18,1,3,1
160308015,550,109,7,1,1
160308016,391,75,21,28,3
160308017,502,41,16,2,0
160308018,389,56,22,7,1
160308019,561,72,10,6,1
160308020,153,19,0,2,0
160308021,566,27,0,1,0
160308022,269,1,0,3,0
160308024,459,44,0,1,0
160308025,167,5,0,0,0
160308026,287,6,5,1,0
160308027,267,21,1,0,0
160308028,446,29,3,3,0
160308029,175,3,0,0,0
160308030,158,1,0,1,0
160309001,0,0,0,0,0
160309002,0,0,0,0,0
160309003,0,0,0,0,0
160309004,0,0,0,0,0
160309005,0,0,0,0,0
160309006,0,0,0,0,0
160309007,0,0,0,0,0
160309008,0,0,0,0,0
160309009,0,0,0,0,0
160309010,0,0,0,0,0
160309011,0,0,0,0,0
160309012,0,0,0,0,0
160309013,0,0,0,0,0
160309014,0,0,0,0,0
160309015,0,0,0,0,0
160309016,0,0,0,0,0
160309017,0,0,0,0,0
160309018,0,0,0,0,0
160309019,0,0,0,0,0
160309020,0,0,0,0,0
160309021,0,0,0,0,0
160309022,0,0,0,0,0
160309023,0,0,0,0,0
160309024,0,0,0,0,0
160309025,0,0,0,0,0
160310001,0,0,0,0,0
160310002,0,0,0,0,0
160310003,0,0,0,0,0
160310004,0,0,0,0,0
160310005,0,0,0,0,0
160310006,0,0,0,0,0
160310007,0,0,0,0,0
160310008,0,0,0,0,0
160310009,0,0,0,0,0
160310010,0,0,0,0,0
160310011,0,0,0,0,0
160311001,340,0,1,1,1
160311002,539,11,0,2,0
160311004,97,0,0,0,0
160311005,1399,45,2,10,1
160311006,281,0,0,0,1
160311007,559,64,0,3,3
160311008,37,2,0,0,99
160311009,701,45,6,15,20
160311010,142,12,0,0,6
160311011,409,33,2,0,0
160311012,247,2,0,0,0
160311013,885,32,13,3,0
160311014,236,4,0,0,8
160311015,129,12,0,0,12
160311016,266,1,0,1,0
160311017,368,4,1,1,2
160312001,403,9,0,1,0
160312002,440,8,0,0,0
160312003,794,23,1,1,0
160312004,402,11,1,2,0
160312005,153,1,0,0,0
160312006,2564,158,10,29,8
160312007,699,8,3,5,1
160312008,428,15,1,0,0
160312009,144,2,0,0,0
160312010,342,11,0,0,1
160312011,198,2,0,1,0
160312012,700,12,3,4,1
160312013,338,21,0,1,0
160312014,205,2,0,2,0
160312015,708,26,17,3,0
160312016,99,2,0,0,0
160313001,0,0,0,0,0
160313002,0,0,0,0,0
160313003,0,0,0,0,0
160313004,0,0,0,0,0
