region,suc,discipline,passers_2010,passers_2011,passers_2012,passers_total,takers_2010,takers_2011,takers_2012,takers_total,percent_passing_2010,percent_passing_2011,percent_passing_2012,percent_passing_total
CAR (Cordillera Administrative Region),Abra State Institute of Science and Technology,Mechanical Engineering,-,-,6,6,-,-,8,8,0,0,75,75
CAR (Cordillera Administrative Region),Apayao State College,Agriculture,0,1,1,2,4,9,11,24,0,11.11,9.09,8.33
CAR (Cordillera Administrative Region),Apayao State College,Forestry,0,0,2,2,2,1,7,10,0,0,28.57,20
CAR (Cordillera Administrative Region),Apayao State College,LET-Elementary,2,6,26,34,28,70,60,158,7.14,8.57,43.33,21.52
CAR (Cordillera Administrative Region),Apayao State College,LET-Secondary,3,15,15,33,44,79,61,184,6.82,18.99,24.59,17.93
CAR (Cordillera Administrative Region),Apayao State College,Midwifery,-,1,-,1,-,2,-,2,0,50,0,50
CAR (Cordillera Administrative Region),Benguet State University,Agricultural Engineering,15,21,14,50,33,56,40,129,45.45,37.5,35,38.76
CAR (Cordillera Administrative Region),Benguet State University,Agriculture,61,53,73,187,166,170,206,542,36.75,31.18,35.44,34.5
CAR (Cordillera Administrative Region),Benguet State University,Criminology,-,0,1,1,-,1,1,2,0,0,100,50
CAR (Cordillera Administrative Region),Benguet State University,Environmental Planning,-,-,1,1,-,-,1,1,0,0,100,100
CAR (Cordillera Administrative Region),Benguet State University,Forestry,7,8,11,26,18,18,42,78,38.89,44.44,26.19,33.33
CAR (Cordillera Administrative Region),Benguet State University,Guidance Counseling,2,1,8,11,2,4,12,18,100,25,66.67,61.11
CAR (Cordillera Administrative Region),Benguet State University,LET-Elementary,162,180,225,567,356,349,275,980,45.51,51.58,81.82,57.86
CAR (Cordillera Administrative Region),Benguet State University,LET-Secondary,268,338,298,904,612,657,471,1740,43.79,51.45,63.27,51.95
CAR (Cordillera Administrative Region),Benguet State University,Library Science,8,15,19,42,13,21,31,65,61.54,71.43,61.29,64.62
CAR (Cordillera Administrative Region),Benguet State University,Nursing,138,113,85,336,146,124,88,358,94.52,91.13,96.59,93.85
CAR (Cordillera Administrative Region),Benguet State University,Nutrition and Dietetics,23,29,35,87,24,33,41,98,95.83,87.88,85.37,88.78
CAR (Cordillera Administrative Region),Benguet State University,Veterinary Medicine,25,9,15,49,54,31,57,142,46.3,29.03,26.32,34.51
CAR (Cordillera Administrative Region),Ifugao State University,Agriculture,3,1,7,11,19,14,22,55,15.79,7.14,31.82,20
CAR (Cordillera Administrative Region),Ifugao State University,Civil Engineering,-,-,2,2,-,-,10,10,0,0,20,20
CAR (Cordillera Administrative Region),Ifugao State University,Criminology,70,100,113,283,90,119,149,358,77.78,84.03,75.84,79.05
CAR (Cordillera Administrative Region),Ifugao State University,Forestry,0,7,4,11,7,13,9,29,0,53.85,44.44,37.93
CAR (Cordillera Administrative Region),Ifugao State University,LET-Elementary,33,56,105,194,178,205,170,553,18.54,27.32,61.76,35.08
CAR (Cordillera Administrative Region),Ifugao State University,LET-Secondary,22,35,57,114,98,102,100,300,22.45,34.31,57,38
CAR (Cordillera Administrative Region),Ifugao State University,Midwifery,94,77,64,235,162,118,103,383,58.02,65.25,62.14,61.36
CAR (Cordillera Administrative Region),Ifugao State University,Nursing,19,23,35,77,46,40,49,135,41.3,57.5,71.43,57.04
CAR (Cordillera Administrative Region),Kalinga Apayao State College,Accountancy,0,0,1,1,1,1,2,4,0,0,50,25
CAR (Cordillera Administrative Region),Kalinga Apayao State College,Agricultural Engineering,2,2,1,5,18,10,14,42,11.11,20,7.14,11.9
CAR (Cordillera Administrative Region),Kalinga Apayao State College,Agriculture,0,1,0,1,34,20,20,74,0,5,0,1.35
CAR (Cordillera Administrative Region),Kalinga Apayao State College,Civil Engineering,-,4,7,11,-,4,12,16,0,100,58.33,68.75
CAR (Cordillera Administrative Region),Kalinga Apayao State College,Criminology,-,-,0,0,-,-,1,1,0,0,0,0
CAR (Cordillera Administrative Region),Kalinga Apayao State College,Forestry,1,1,0,2,8,2,3,13,12.5,50,0,15.38
CAR (Cordillera Administrative Region),Kalinga Apayao State College,Guidance Counseling,0,-,-,0,1,-,-,1,0,0,0,0
CAR (Cordillera Administrative Region),Kalinga Apayao State College,LET-Elementary,23,34,105,162,237,236,198,671,9.7,14.41,53.03,24.14
CAR (Cordillera Administrative Region),Kalinga Apayao State College,LET-Secondary,23,44,61,128,160,176,153,489,14.38,25,39.87,26.18
CAR (Cordillera Administrative Region),Kalinga Apayao State College,Midwifery,40,50,34,124,128,140,126,394,31.25,35.71,26.98,31.47
CAR (Cordillera Administrative Region),Mountain Province State Polytechnic College,Accountancy,10,16,10,36,62,68,84,214,16.13,23.53,11.9,16.82
CAR (Cordillera Administrative Region),Mountain Province State Polytechnic College,Civil Engineering,4,3,4,11,21,34,34,89,19.05,8.82,11.76,12.36
CAR (Cordillera Administrative Region),Mountain Province State Polytechnic College,Criminology,122,154,117,393,221,258,244,723,55.2,59.69,47.95,54.36
CAR (Cordillera Administrative Region),Mountain Province State Polytechnic College,Electrical Engineering,0,3,1,4,10,8,8,26,0,37.5,12.5,15.38
CAR (Cordillera Administrative Region),Mountain Province State Polytechnic College,Forestry,0,0,0,0,7,1,3,11,0,0,0,0
CAR (Cordillera Administrative Region),Mountain Province State Polytechnic College,Geodetic Engineering,2,3,1,6,13,13,10,36,15.38,23.08,10,16.67
CAR (Cordillera Administrative Region),Mountain Province State Polytechnic College,LET-Elementary,22,37,87,146,207,213,166,586,10.63,17.37,52.41,24.91
CAR (Cordillera Administrative Region),Mountain Province State Polytechnic College,LET-Secondary,35,63,69,167,233,198,173,604,15.02,31.82,39.88,27.65
CAR (Cordillera Administrative Region),Mountain Province State Polytechnic College,Midwifery,1,0,-,1,1,2,-,3,100,0,0,33.33
CAR (Cordillera Administrative Region),Mountain Province State Polytechnic College,Nursing,62,49,71,182,159,209,266,634,38.99,23.44,26.69,28.71
ARMM (Autonomous Region in Muslim Mindanao),Adiong Memorial Polytechnic College,Agriculture,-,-,0,0,-,-,4,4,0,0,0,0
ARMM (Autonomous Region in Muslim Mindanao),Adiong Memorial Polytechnic College,LET-Elementary,0,0,7,7,2,2,13,17,0,0,53.85,41.18
ARMM (Autonomous Region in Muslim Mindanao),Adiong Memorial Polytechnic College,LET-Secondary,0,0,1,1,19,31,35,85,0,0,2.86,1.18
ARMM (Autonomous Region in Muslim Mindanao),Basilan State College,Agriculture,-,0,0,0,-,3,1,4,0,0,0,0
ARMM (Autonomous Region in Muslim Mindanao),Basilan State College,Criminology,9,10,9,28,50,73,111,234,18,13.7,8.11,11.97
ARMM (Autonomous Region in Muslim Mindanao),Basilan State College,LET-Elementary,15,15,105,135,291,369,411,1071,5.15,4.07,25.55,12.61
ARMM (Autonomous Region in Muslim Mindanao),Basilan State College,LET-Secondary,9,11,18,38,172,187,192,551,5.23,5.88,9.38,6.9
ARMM (Autonomous Region in Muslim Mindanao),Basilan State College,Nursing,25,40,32,97,116,129,103,348,21.55,31.01,31.07,27.87
ARMM (Autonomous Region in Muslim Mindanao),Basilan State College,Nutrition and Dietetics,0,1,1,2,1,8,11,20,0,12.5,9.09,10
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Accountancy,63,72,81,216,118,123,139,380,53.39,58.54,58.27,56.84
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Agricultural Engineering,35,65,52,152,69,112,95,276,50.72,58.04,54.74,55.07
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Agriculture,64,86,113,263,195,232,252,679,32.82,37.07,44.84,38.73
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Chemical Engineering,9,7,11,27,19,14,20,53,47.37,50,55,50.94
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Chemistry,4,2,6,12,13,8,11,32,30.77,25,54.55,37.5
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Civil Engineering,59,61,39,159,115,103,83,301,51.3,59.22,46.99,52.82
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Criminology,-,0,-,0,-,1,-,1,0,0,0,0
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Electrical Engineering,24,39,36,99,34,42,42,118,70.59,92.86,85.71,83.9
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Electronics Engineering,20,33,29,82,56,50,32,138,35.71,66,90.63,59.42
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Environmental Planning,-,1,-,1,-,1,-,1,0,100,0,100
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Fisheries Technology,13,13,9,35,24,50,39,113,54.17,26,23.08,30.97
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Forestry,11,12,15,38,40,31,39,110,27.5,38.71,38.46,34.55
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Guidance Counseling,-,-,2,2,-,-,2,2,0,0,100,100
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,LET-Elementary,145,164,513,822,1179,1299,1632,4110,12.3,12.63,31.43,20
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,LET-Secondary,250,337,552,1139,1348,1691,2504,5543,18.55,19.93,22.04,20.55
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Library Science,3,8,18,29,9,15,21,45,33.33,53.33,85.71,64.44
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Mechanical Engineering,52,36,53,141,55,45,63,163,94.55,80,84.13,86.5
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Medicine,26,41,50,117,32,44,52,128,81.25,93.18,96.15,91.41
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Midwifery,3,-,1,4,4,-,1,5,75,0,100,80
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Nursing,135,140,104,379,174,176,144,494,77.59,79.55,72.22,76.72
ARMM (Autonomous Region in Muslim Mindanao),Mindanao State University - Main,Social Work,86,89,86,261,93,90,92,275,92.47,98.89,93.48,94.91
ARMM (Autonomous Region in Muslim Mindanao),MSU - Tawi-Tawi College of Technology and Oceanography,Criminology,0,-,-,0,1,-,-,1,0,0,0,0
ARMM (Autonomous Region in Muslim Mindanao),MSU - Tawi-Tawi College of Technology and Oceanography,Fisheries Technology,1,1,2,4,3,2,7,12,33.33,50,28.57,33.33
ARMM (Autonomous Region in Muslim Mindanao),MSU - Tawi-Tawi College of Technology and Oceanography,LET-Elementary,7,17,114,138,269,364,579,1212,2.6,4.67,19.69,11.39
ARMM (Autonomous Region in Muslim Mindanao),MSU - Tawi-Tawi College of Technology and Oceanography,LET-Secondary,7,19,49,75,211,303,517,1031,3.32,6.27,9.48,7.27
ARMM (Autonomous Region in Muslim Mindanao),MSU - Tawi-Tawi College of Technology and Oceanography,Marine Transportation,-,-,1,1,-,-,1,1,0,0,100,100
ARMM (Autonomous Region in Muslim Mindanao),Sulu State College,Agriculture,0,0,0,0,1,2,1,4,0,0,0,0
ARMM (Autonomous Region in Muslim Mindanao),Sulu State College,Criminology,0,0,-,0,1,2,-,3,0,0,0,0
ARMM (Autonomous Region in Muslim Mindanao),Sulu State College,LET-Elementary,1,7,89,97,936,856,1031,2823,0.11,0.82,8.63,3.44
ARMM (Autonomous Region in Muslim Mindanao),Sulu State College,LET-Secondary,0,2,6,8,56,81,108,245,0,2.47,5.56,3.27
ARMM (Autonomous Region in Muslim Mindanao),Sulu State College,Nursing,31,46,33,110,145,191,161,497,21.38,24.08,20.5,22.13
ARMM (Autonomous Region in Muslim Mindanao),Tawi-Tawi Regional Agricultural College,Agriculture,0,-,-,0,2,-,-,2,0,0,0,0
ARMM (Autonomous Region in Muslim Mindanao),Tawi-Tawi Regional Agricultural College,Forestry,-,-,0,0,-,-,3,3,0,0,0,0
ARMM (Autonomous Region in Muslim Mindanao),Tawi-Tawi Regional Agricultural College,LET-Elementary,0,0,23,23,193,165,354,712,0,0,6.5,3.23
ARMM (Autonomous Region in Muslim Mindanao),Tawi-Tawi Regional Agricultural College,LET-Secondary,0,0,3,3,80,103,165,348,0,0,1.82,0.86
XII (Caraga),Agusan del Sur State College of Agriculture and Technology,Agricultural Engineering,0,1,5,6,5,6,10,21,0,16.67,50,28.57
XII (Caraga),Agusan del Sur State College of Agriculture and Technology,Agriculture,0,2,10,12,2,9,35,46,0,22.22,28.57,26.09
XII (Caraga),Agusan del Sur State College of Agriculture and Technology,Electronics Engineering,0,0,0,0,1,4,3,8,0,0,0,0
XII (Caraga),Agusan del Sur State College of Agriculture and Technology,LET-Elementary,10,8,49,67,78,80,96,254,12.82,10,51.04,26.38
XII (Caraga),Agusan del Sur State College of Agriculture and Technology,LET-Secondary,10,28,38,76,109,113,129,351,9.17,24.78,29.46,21.65
XII (Caraga),Caraga State University,Agricultural Engineering,4,3,6,13,4,3,7,14,100,100,85.71,92.86
XII (Caraga),Caraga State University,Agriculture,4,8,15,27,20,38,76,134,20,21.05,19.74,20.15
XII (Caraga),Caraga State University,Electrical Engineering,-,-,2,2,-,-,2,2,0,0,100,100
XII (Caraga),Caraga State University,Electronics Engineering,0,2,2,4,2,8,7,17,0,25,28.57,23.53
XII (Caraga),Caraga State University,Forestry,8,10,14,32,12,21,27,60,66.67,47.62,51.85,53.33
XII (Caraga),Caraga State University,Geodetic Engineering,-,5,6,11,-,7,7,14,0,71.43,85.71,78.57
XII (Caraga),Caraga State University,LET-Elementary,55,66,186,307,268,252,269,789,20.52,26.19,69.14,38.91
XII (Caraga),Caraga State University,LET-Secondary,35,60,77,172,202,205,216,623,17.33,29.27,35.65,27.61
XII (Caraga),Surigao del Sur State University,Accountancy,0,-,-,0,1,-,-,1,0,0,0,0
XII (Caraga),Surigao del Sur State University,Agriculture,0,1,4,5,4,5,5,14,0,20,80,35.71
XII (Caraga),Surigao del Sur State University,Civil Engineering,1,5,0,6,2,7,2,11,50,71.43,0,54.55
XII (Caraga),Surigao del Sur State University,Fisheries Technology,0,0,0,0,1,2,1,4,0,0,0,0
XII (Caraga),Surigao del Sur State University,Forestry,1,-,1,2,1,-,1,2,100,0,100,100
XII (Caraga),Surigao del Sur State University,LET-Elementary,20,39,93,152,129,168,171,468,15.5,23.21,54.39,32.48
XII (Caraga),Surigao del Sur State University,LET-Secondary,37,30,64,131,243,236,244,723,15.23,12.71,26.23,18.12
XII (Caraga),Surigao del Sur State University,Marine Transportation,1,-,-,1,1,-,-,1,100,0,0,100
XII (Caraga),Surigao del Sur State University,Midwifery,2,6,2,10,8,21,5,34,25,28.57,40,29.41
XII (Caraga),Surigao del Sur State University,Agriculture,-,0,-,0,-,1,-,1,0,0,0,0
XII (Caraga),Surigao del Sur State University,Civil Engineering,12,14,13,39,32,34,34,100,37.5,41.18,38.24,39
XII (Caraga),Surigao del Sur State University,Electrical Engineering,-,-,0,0,-,-,2,2,0,0,0,0
XII (Caraga),Surigao del Sur State University,Electronics Engineering,-,3,11,14,-,12,23,35,0,25,47.83,40
XII (Caraga),Surigao del Sur State University,Fisheries Technology,0,1,-,1,1,2,-,3,0,50,0,33.33
XII (Caraga),Surigao del Sur State University,LET-Elementary,27,35,157,219,200,221,286,707,13.5,15.84,54.9,30.98
XII (Caraga),Surigao del Sur State University,LET-Secondary,35,56,92,183,433,418,501,1352,8.08,13.4,18.36,13.54
XII (Caraga),Surigao del Sur State University,Marine Engineering,0,0,-,0,1,1,-,2,0,0,0,0
V-B (MIMAROPA),Marinduque State College,Agriculture,2,4,7,13,5,14,11,30,40,28.57,63.64,43.33
V-B (MIMAROPA),Marinduque State College,Civil Engineering,28,28,41,97,55,67,87,209,50.91,41.79,47.13,46.41
V-B (MIMAROPA),Marinduque State College,Criminology,0,-,1,1,1,-,1,2,0,0,100,50
V-B (MIMAROPA),Marinduque State College,Electrical Engineering,11,12,14,37,20,16,24,60,55,75,58.33,61.67
V-B (MIMAROPA),Marinduque State College,Fisheries Technology,5,2,0,7,10,10,6,26,50,20,0,26.92
V-B (MIMAROPA),Marinduque State College,Guidance Counseling,-,-,0,0,-,-,1,1,0,0,0,0
V-B (MIMAROPA),Marinduque State College,LET-Elementary,24,34,119,177,254,282,254,790,9.45,12.06,46.85,22.41
V-B (MIMAROPA),Marinduque State College,LET-Secondary,37,43,67,147,132,178,170,480,28.03,24.16,39.41,30.63
V-B (MIMAROPA),Marinduque State College,Midwifery,18,13,20,51,44,31,42,117,40.91,41.94,47.62,43.59
V-B (MIMAROPA),Marinduque State College,Nursing,9,16,6,31,26,27,24,77,34.62,59.26,25,40.26
V-B (MIMAROPA),Mindoro State College of Agriculture and Technology,Agricultural Engineering,4,1,0,5,9,3,5,17,44.44,33.33,0,29.41
V-B (MIMAROPA),Mindoro State College of Agriculture and Technology,Agriculture,3,3,10,16,33,14,29,76,9.09,21.43,34.48,21.05
V-B (MIMAROPA),Mindoro State College of Agriculture and Technology,Criminology,16,36,42,94,24,82,103,209,66.67,43.9,40.78,44.98
V-B (MIMAROPA),Mindoro State College of Agriculture and Technology,Fisheries Technology,-,1,2,3,-,2,6,8,0,50,33.33,37.5
V-B (MIMAROPA),Mindoro State College of Agriculture and Technology,LET-Elementary,2,3,5,10,7,11,9,27,28.57,27.27,55.56,37.04
V-B (MIMAROPA),Mindoro State College of Agriculture and Technology,LET-Secondary,63,85,153,301,309,345,362,1016,20.39,24.64,42.27,29.63
V-B (MIMAROPA),Occidental Mindoro State College,Accountancy,0,1,1,2,4,4,5,13,0,25,20,15.38
V-B (MIMAROPA),Occidental Mindoro State College,Agriculture,1,6,4,11,13,14,17,44,7.69,42.86,23.53,25
V-B (MIMAROPA),Occidental Mindoro State College,Criminology,30,36,36,102,154,164,251,569,19.48,21.95,14.34,17.93
V-B (MIMAROPA),Occidental Mindoro State College,LET-Elementary,34,58,214,306,235,321,436,992,14.47,18.07,49.08,30.85
V-B (MIMAROPA),Occidental Mindoro State College,LET-Secondary,45,52,109,206,225,279,423,927,20,18.64,25.77,22.22
V-B (MIMAROPA),Occidental Mindoro State College,Midwifery,17,18,11,46,45,47,20,112,37.78,38.3,55,41.07
V-B (MIMAROPA),Palawan State University,Accountancy,13,26,17,56,19,31,23,73,68.42,83.87,73.91,76.71
V-B (MIMAROPA),Palawan State University,Agriculture,-,-,0,0,-,-,1,1,0,0,0,0
V-B (MIMAROPA),Palawan State University,Architecture,7,7,12,26,11,16,19,46,63.64,43.75,63.16,56.52
V-B (MIMAROPA),Palawan State University,Civil Engineering,28,31,23,82,86,69,61,216,32.56,44.93,37.7,37.96
V-B (MIMAROPA),Palawan State University,Electrical Engineering,8,10,21,39,29,30,49,108,27.59,33.33,42.86,36.11
V-B (MIMAROPA),Palawan State University,Electronics Engineering,-,0,1,1,-,1,1,2,0,0,100,50
V-B (MIMAROPA),Palawan State University,LET-Elementary,121,229,424,774,441,628,776,1845,27.44,36.46,54.64,41.95
V-B (MIMAROPA),Palawan State University,LET-Secondary,85,120,175,380,249,322,412,983,34.14,37.27,42.48,38.66
V-B (MIMAROPA),Palawan State University,Library Science,1,1,0,2,5,5,3,13,20,20,0,15.38
V-B (MIMAROPA),Palawan State University,Marine Engineering,0,0,-,0,3,1,-,4,0,0,0,0
V-B (MIMAROPA),Palawan State University,Marine Transportation,0,-,-,0,1,-,-,1,0,0,0,0
V-B (MIMAROPA),Palawan State University,Mechanical Engineering,13,13,19,45,17,24,25,66,76.47,54.17,76,68.18
V-B (MIMAROPA),Palawan State University,Midwifery,31,21,23,75,60,46,36,142,51.67,45.65,63.89,52.82
V-B (MIMAROPA),Palawan State University,Mining Engineering,-,-,14,14,-,-,15,15,0,0,93.33,93.33
V-B (MIMAROPA),Palawan State University,Nursing,46,30,85,161,67,67,108,242,68.66,44.78,78.7,66.53
V-B (MIMAROPA),Palawan State University,Social Work,16,17,13,46,18,19,14,51,88.89,89.47,92.86,90.2
V-B (MIMAROPA),Romblon State University,Accountancy,8,6,6,20,13,10,13,36,61.54,60,46.15,55.56
V-B (MIMAROPA),Romblon State University,Agricultural Engineering,0,0,0,0,6,6,4,16,0,0,0,0
V-B (MIMAROPA),Romblon State University,Agriculture,0,4,3,7,4,6,11,21,0,66.67,27.27,33.33
V-B (MIMAROPA),Romblon State University,Civil Engineering,10,8,12,30,81,75,88,244,12.35,10.67,13.64,12.3
V-B (MIMAROPA),Romblon State University,Electrical Engineering,2,6,5,13,45,28,27,100,4.44,21.43,18.52,13
V-B (MIMAROPA),Romblon State University,Fisheries Technology,-,0,2,2,-,2,16,18,0,0,12.5,11.11
V-B (MIMAROPA),Romblon State University,LET-Elementary,53,106,284,443,508,517,492,1517,10.43,20.5,57.72,29.2
V-B (MIMAROPA),Romblon State University,LET-Secondary,41,72,70,183,237,254,243,734,17.3,28.35,28.81,24.93
V-B (MIMAROPA),Romblon State University,Mechanical Engineering,7,4,9,20,19,15,24,58,36.84,26.67,37.5,34.48
V-B (MIMAROPA),Western Philippines University,Agricultural Engineering,0,3,1,4,3,3,1,7,0,100,100,57.14
V-B (MIMAROPA),Western Philippines University,Agriculture,6,2,3,11,12,11,12,35,50,18.18,25,31.43
V-B (MIMAROPA),Western Philippines University,Civil Engineering,10,5,1,16,18,15,17,50,55.56,33.33,5.88,32
V-B (MIMAROPA),Western Philippines University,Criminology,122,97,135,354,214,188,273,675,57.01,51.6,49.45,52.44
V-B (MIMAROPA),Western Philippines University,Electrical Engineering,1,4,4,9,2,10,10,22,50,40,40,40.91
V-B (MIMAROPA),Western Philippines University,Environmental Planning,-,-,1,1,-,-,1,1,0,0,100,100
V-B (MIMAROPA),Western Philippines University,Fisheries Technology,3,2,3,8,6,5,12,23,50,40,25,34.78
V-B (MIMAROPA),Western Philippines University,Forestry,0,1,5,6,1,1,10,12,0,100,50,50
V-B (MIMAROPA),Western Philippines University,LET-Elementary,28,16,107,151,66,42,137,245,42.42,38.1,78.1,61.63
V-B (MIMAROPA),Western Philippines University,LET-Secondary,25,52,65,142,75,116,140,331,33.33,44.83,46.43,42.9
V-B (MIMAROPA),Western Philippines University,Marine Engineering,3,1,-,4,3,2,-,5,100,50,0,80
V-B (MIMAROPA),Western Philippines University,Marine Transportation,1,0,-,1,1,3,-,4,100,0,0,25
V-B (MIMAROPA),Western Philippines University,Mechanical Engineering,3,-,2,5,4,-,4,8,75,0,50,62.5
V-B (MIMAROPA),Western Philippines University,Social Work,11,10,22,43,16,17,36,69,68.75,58.82,61.11,62.32
Grand Total,Grand Total,Grand Total,34173,40455,56652,131280,105472,113387,119555,338414,32.4,35.68,47.39,38.79
