psgc_prov,pov_prov_year,pov_prov_type_of_poverty,pov_prov_measure,pov_prov_universe,estimate,coefficient_of_variation,standard_error,lower_limit,upper_limit
112400000,2012,Poverty,Incidence,Among Families,19.95817,14.37156,2.8683,15.2398165,24.6765235
112500000,2012,Poverty,Incidence,Among Families,37.75709,12.25726,4.62798,30.1440629,45.3701171
118200000,2012,Poverty,Incidence,Among Families,30.66043,20.10742,6.16502,20.5189721,40.8018879
124700000,2012,Poverty,Incidence,Among Families,44.83559,9.670246,4.33571,37.70334705,51.96783295
128000000,2012,Poverty,Incidence,Among Families,46.0157,8.363326,3.84844,39.6850162,52.3463838
126300000,2012,Poverty,Incidence,Among Families,25.76226,14.31221,3.68715,19.69689825,31.82762175
126500000,2012,Poverty,Incidence,Among Families,40.37797,15.35456,6.19986,30.1792003,50.5767397
129800000,2012,Poverty,Incidence,Among Families,34.52713,23.00871,7.94425,21.45883875,47.59542125
160200000,2012,Poverty,Incidence,Among Families,27.67785,14.56311,4.03076,21.0472498,34.3084502
160300000,2012,Poverty,Incidence,Among Families,37.29576,11.7594,4.38576,30.0811848,44.5103352
166700000,2012,Poverty,Incidence,Among Families,33.83435,7.760028,2.62556,29.5153038,38.1533962
166800000,2012,Poverty,Incidence,Among Families,28.29407,11.20489,3.17032,23.0788936,33.5092464
150700000,2012,Poverty,Incidence,Among Families,32.11191,20.49223,6.58045,21.28706975,42.93675025
153600000,2012,Poverty,Incidence,Among Families,67.30544,8.049374,5.41767,58.39337285,76.21750715
153800000,2012,Poverty,Incidence,Among Families,54.51403,9.67699,5.27532,45.8361286,63.1919314
156600000,2012,Poverty,Incidence,Among Families,40.17729,11.76364,4.72631,32.40251005,47.95206995
157000000,2012,Poverty,Incidence,Among Families,21.94188,28.39617,6.23065,11.69246075,32.19129925
130000000,1991,Poverty,Magnitude,Among Families,86388.2,-,-,-,-
140100000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
148100000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
141100000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
142700000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
143200000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
144400000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
12800000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
12900000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
13300000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
15500000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
20900000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
21500000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
23100000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
25000000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
25700000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
37700000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
30800000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
31400000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
34900000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
35400000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
36900000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
37100000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
41000000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
42100000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
43400000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
45600000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
45800000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
174000000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
175100000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
175200000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
175300000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
175900000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
50500000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
51600000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
51700000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
52000000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
54100000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
56200000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
60400000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
60600000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
61900000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
67900000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
63000000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
64500000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
71200000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
72200000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
74600000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
76100000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
87800000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
82600000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
83700000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
84800000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
86400000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
86000000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
97200000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
97300000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
98300000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
99700000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
101300000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
101800000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
103500000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
104200000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
104300000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
112300000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
112400000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
112500000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
118200000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
124700000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
128000000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
126300000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
126500000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
129800000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
160200000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
160300000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
166700000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
166800000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
150700000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
153600000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
153800000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
156600000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
157000000,1991,Poverty,Magnitude,Among Families,-,-,-,-,-
130000000,2006,Poverty,Magnitude,Among Families,73352.98,-,15093.25063,48524.58271,98181.37729
140100000,2006,Poverty,Magnitude,Among Families,18054.24,-,1948.587154,14848.81413,21259.66587
148100000,2006,Poverty,Magnitude,Among Families,8943.573,-,1976.602984,5692.061091,12195.08491
141100000,2006,Poverty,Magnitude,Among Families,5773.495,-,1417.826325,3441.170695,8105.819305
142700000,2006,Poverty,Magnitude,Among Families,7575.084,-,1991.22605,4299.517148,10850.65085
143200000,2006,Poverty,Magnitude,Among Families,14340.31,-,2046.814,10973.30097,17707.31903
144400000,2006,Poverty,Magnitude,Among Families,11920.43,-,3157.203804,6726.829742,17114.03026
12800000,2006,Poverty,Magnitude,Among Families,16393.36,-,5160.66932,7904.058969,24882.66103
12900000,2006,Poverty,Magnitude,Among Families,22173.56,-,5126.407524,13740.61962,30606.50038
13300000,2006,Poverty,Magnitude,Among Families,31040.69,-,5756.066182,21571.96113,40509.41887
15500000,2006,Poverty,Magnitude,Among Families,121717.9,-,11308.17965,103115.9445,140319.8555
20900000,2006,Poverty,Magnitude,Among Families,564.4286,-,0,564.4286,564.4286
21500000,2006,Poverty,Magnitude,Among Families,56764.7,-,6656.669005,45814.47949,67714.92051
23100000,2006,Poverty,Magnitude,Among Families,72134.15,-,6785.239753,60972.43061,83295.86939
25000000,2006,Poverty,Magnitude,Among Families,9575.787,-,2811.815686,4950.350196,14201.2238
25700000,2006,Poverty,Magnitude,Among Families,3479.35,-,1512.318229,991.5865134,5967.113487
37700000,2006,Poverty,Magnitude,Among Families,10210.73,-,4103.971992,3459.696073,16961.76393
30800000,2006,Poverty,Magnitude,Among Families,8359.468,-,1880.362569,5266.271574,11452.66443
31400000,2006,Poverty,Magnitude,Among Families,27996.62,-,4327.78422,20877.41496,35115.82504
34900000,2006,Poverty,Magnitude,Among Families,85957.8,-,9003.101699,71147.69771,100767.9023
35400000,2006,Poverty,Magnitude,Among Families,8823.202,-,2445.305782,4800.673988,12845.73001
36900000,2006,Poverty,Magnitude,Among Families,35823.03,-,6135.664029,25729.86267,45916.19733
37100000,2006,Poverty,Magnitude,Among Families,29396.82,-,6196.53305,19203.52313,39590.11687
41000000,2006,Poverty,Magnitude,Among Families,49739.25,-,6167.640354,39593.48162,59885.01838
42100000,2006,Poverty,Magnitude,Among Families,7092.797,-,2735.331271,2593.177058,11592.41694
43400000,2006,Poverty,Magnitude,Among Families,22771.88,-,4598.159287,15207.90797,30335.85203
45600000,2006,Poverty,Magnitude,Among Families,98510.75,-,10081.12971,81927.29163,115094.2084
45800000,2006,Poverty,Magnitude,Among Families,11575.76,-,3214.28162,6288.266736,16863.25326
174000000,2006,Poverty,Magnitude,Among Families,15481.36,-,2468.278447,11421.04195,19541.67805
175100000,2006,Poverty,Magnitude,Among Families,30083.66,-,6388.815656,19574.05825,40593.26175
175200000,2006,Poverty,Magnitude,Among Families,56042.99,-,5840.416664,46435.50459,65650.47541
175300000,2006,Poverty,Magnitude,Among Families,53192.93,-,9250.277811,37976.223,68409.637
175900000,2006,Poverty,Magnitude,Among Families,21481.15,-,1697.089897,18689.43712,24272.86288
50500000,2006,Poverty,Magnitude,Among Families,67788.4,-,6781.401465,56632.99459,78943.80541
51600000,2006,Poverty,Magnitude,Among Families,32037.38,-,5262.665689,23380.29494,40694.46506
51700000,2006,Poverty,Magnitude,Among Families,131600.5,-,9549.164713,115892.124,147308.876
52000000,2006,Poverty,Magnitude,Among Families,15192.52,-,3728.723202,9058.770332,21326.26967
54100000,2006,Poverty,Magnitude,Among Families,70710.82,-,7567.874986,58261.66565,83159.97435
56200000,2006,Poverty,Magnitude,Among Families,44471.84,-,4603.869256,36898.47507,52045.20493
60400000,2006,Poverty,Magnitude,Among Families,33646.99,-,4744.367069,25842.50617,41451.47383
60600000,2006,Poverty,Magnitude,Among Families,45308.34,-,6471.41754,34662.85815,55953.82185
61900000,2006,Poverty,Magnitude,Among Families,34419.18,-,4149.510669,27593.23495,41245.12505
67900000,2006,Poverty,Magnitude,Among Families,6330.197,-,2129.743229,2826.769388,9833.624612
63000000,2006,Poverty,Magnitude,Among Families,71708.33,-,10944.14779,53705.20689,89711.45311
64500000,2006,Poverty,Magnitude,Among Families,125255.7,-,12115.79324,105325.2201,145186.1799
71200000,2006,Poverty,Magnitude,Among Families,97368.21,-,10285.27713,80448.92913,114287.4909
72200000,2006,Poverty,Magnitude,Among Families,209301.4,-,16738.92593,181765.8668,236836.9332
74600000,2006,Poverty,Magnitude,Among Families,99734.48,-,12439.63335,79271.28314,120197.6769
76100000,2006,Poverty,Magnitude,Among Families,5026.601,-,1510.258506,2542.225758,7510.976242
87800000,2006,Poverty,Magnitude,Among Families,7143.071,-,2041.972496,3784.026245,10502.11576
82600000,2006,Poverty,Magnitude,Among Families,34343.99,-,4578.302727,26812.68201,41875.29799
83700000,2006,Poverty,Magnitude,Among Families,117270.7,-,9405.093325,101799.3215,132742.0785
84800000,2006,Poverty,Magnitude,Among Families,47316.55,-,7521.13174,34944.28829,59688.81171
86400000,2006,Poverty,Magnitude,Among Families,20915.04,-,2726.731931,16429.56597,25400.51403
86000000,2006,Poverty,Magnitude,Among Families,44329.47,-,5612.152585,35097.479,53561.461
97200000,2006,Poverty,Magnitude,Among Families,113288.4,-,9174.593089,98196.19437,128380.6056
97300000,2006,Poverty,Magnitude,Among Families,91993.44,-,9628.07553,76155.25575,107831.6242
98300000,2006,Poverty,Magnitude,Among Families,49396.87,-,6845.340288,38136.28523,60657.45477
99700000,2006,Poverty,Magnitude,Among Families,5940.256,-,2726.055352,1455.894945,10424.61705
101300000,2006,Poverty,Magnitude,Among Families,86133.44,-,11336.41945,67485.03,104781.85
101800000,2006,Poverty,Magnitude,Among Families,5283.157,-,1031.611391,3586.156262,6980.157738
103500000,2006,Poverty,Magnitude,Among Families,57195.87,-,7121.711974,45480.6538,68911.0862
104200000,2006,Poverty,Magnitude,Among Families,42596,-,5625.024778,33342.83424,51849.16576
104300000,2006,Poverty,Magnitude,Among Families,72773.23,-,7086.532964,61115.88327,84430.57673
112300000,2006,Poverty,Magnitude,Among Families,48669.25,-,10198.39991,31892.88215,65445.61785
112400000,2006,Poverty,Magnitude,Among Families,93824.23,-,12139.46081,73854.81696,113793.643
112500000,2006,Poverty,Magnitude,Among Families,43761.23,-,6112.606547,33705.99223,53816.46777
118200000,2006,Poverty,Magnitude,Among Families,43546.07,-,5920.264939,33807.23418,53284.90582
124700000,2006,Poverty,Magnitude,Among Families,60532.15,-,8347.620326,46800.31456,74263.98544
128000000,2006,Poverty,Magnitude,Among Families,40876.27,-,4201.31065,33965.11398,47787.42602
126300000,2006,Poverty,Magnitude,Among Families,72113.62,-,7620.82059,59577.37013,84649.86987
126500000,2006,Poverty,Magnitude,Among Families,64440.71,-,7422.653769,52230.44455,76650.97545
129800000,2006,Poverty,Magnitude,Among Families,12205.62,-,4049.110737,5544.832837,18866.40716
160200000,2006,Poverty,Magnitude,Among Families,46898.08,-,5044.231285,38600.31954,55195.84046
160300000,2006,Poverty,Magnitude,Among Families,56058.01,-,5644.049453,46773.54865,65342.47135
166700000,2006,Poverty,Magnitude,Among Families,47939.28,-,4046.379,41282.98654,54595.57346
166800000,2006,Poverty,Magnitude,Among Families,40419.74,-,5119.167733,31998.70908,48840.77092
150700000,2006,Poverty,Magnitude,Among Families,14136.59,-,5103.782637,5740.867562,22532.31244
153600000,2006,Poverty,Magnitude,Among Families,51407.89,-,9441.785166,35876.1534,66939.6266
153800000,2006,Poverty,Magnitude,Among Families,70665.37,-,6874.335484,59357.08813,81973.65187
156600000,2006,Poverty,Magnitude,Among Families,39478.38,-,6279.415399,29148.74167,49808.01833
157000000,2006,Poverty,Magnitude,Among Families,30145.96,-,4715.48865,22388.98117,37902.93883
130000000,2009,Poverty,Magnitude,Among Families,63974.43,-,9754.418624,47928.41136,80020.44864
140100000,2009,Poverty,Magnitude,Among Families,18852.38,-,3958.02172,12341.43427,25363.32573
148100000,2009,Poverty,Magnitude,Among Families,9131.924,-,2208.398196,5499.108967,12764.73903
141100000,2009,Poverty,Magnitude,Among Families,6936.536,-,2103.002728,3477.096512,10395.97549
142700000,2009,Poverty,Magnitude,Among Families,9262.666,-,1416.858978,6931.932982,11593.39902
143200000,2009,Poverty,Magnitude,Among Families,9123.909,-,1537.897278,6594.067977,11653.75002
144400000,2009,Poverty,Magnitude,Among Families,12803.34,-,2575.884583,8566.009861,17040.67014
12800000,2009,Poverty,Magnitude,Among Families,14044.86,-,3010.381469,9092.782484,18996.93752
12900000,2009,Poverty,Magnitude,Among Families,19255.98,-,3991.927863,12689.25867,25822.70133
13300000,2009,Poverty,Magnitude,Among Families,35937.81,-,7133.228225,24203.64957,47671.97043
15500000,2009,Poverty,Magnitude,Among Families,103486.9,-,10386.07849,86401.80088,120571.9991
20900000,2009,Poverty,Magnitude,Among Families,699.1666,-,0,699.1666,699.1666
21500000,2009,Poverty,Magnitude,Among Families,55060.54,-,6065.095014,45083.4587,65037.6213
23100000,2009,Poverty,Magnitude,Among Families,74412.16,-,7477.019104,62112.46357,86711.85643
25000000,2009,Poverty,Magnitude,Among Families,9365.15,-,2819.681871,4726.773322,14003.52668
25700000,2009,Poverty,Magnitude,Among Families,4309.819,-,1458.633694,1910.366574,6709.271426
37700000,2009,Poverty,Magnitude,Among Families,6445.283,-,3851.287078,109.9157574,12780.65024
30800000,2009,Poverty,Magnitude,Among Families,8688.174,-,1933.036716,5508.328602,11868.0194
31400000,2009,Poverty,Magnitude,Among Families,29371.33,-,4103.907414,22620.4023,36122.2577
34900000,2009,Poverty,Magnitude,Among Families,107223.6,-,9674.568638,91308.93459,123138.2654
35400000,2009,Poverty,Magnitude,Among Families,23296.52,-,4706.974173,15553.54749,31039.49251
36900000,2009,Poverty,Magnitude,Among Families,37537.66,-,6167.542852,27392.05201,47683.26799
37100000,2009,Poverty,Magnitude,Among Families,20365.44,-,3499.818334,14608.23884,26122.64116
41000000,2009,Poverty,Magnitude,Among Families,62888.83,-,11949.57255,43231.78315,82545.87685
42100000,2009,Poverty,Magnitude,Among Families,15157.15,-,3519.700895,9367.242027,20947.05797
43400000,2009,Poverty,Magnitude,Among Families,37276.54,-,7460.975948,25003.23457,49549.84543
45600000,2009,Poverty,Magnitude,Among Families,94988.43,-,10516.30228,77689.11274,112287.7473
45800000,2009,Poverty,Magnitude,Among Families,30847.49,-,6240.834165,20581.3178,41113.6622
174000000,2009,Poverty,Magnitude,Among Families,13970.96,-,2211.197235,10333.54055,17608.37945
175100000,2009,Poverty,Magnitude,Among Families,24202.68,-,4350.28107,17046.46764,31358.89236
175200000,2009,Poverty,Magnitude,Among Families,48740.79,-,5007.25079,40503.86245,56977.71755
175300000,2009,Poverty,Magnitude,Among Families,53130.66,-,11848.74503,33639.47443,72621.84557
175900000,2009,Poverty,Magnitude,Among Families,20180.53,-,2758.298394,15643.12914,24717.93086
50500000,2009,Poverty,Magnitude,Among Families,75910.38,-,8908.908099,61255.22618,90565.53382
51600000,2009,Poverty,Magnitude,Among Families,36527.41,-,5299.0878,27810.41057,45244.40943
51700000,2009,Poverty,Magnitude,Among Families,142172.8,-,10698.64611,124573.5272,159772.0728
52000000,2009,Poverty,Magnitude,Among Families,11002.05,-,3693.311702,4926.55225,17077.54775
54100000,2009,Poverty,Magnitude,Among Families,74864.26,-,6428.383265,64289.56953,85438.95047
56200000,2009,Poverty,Magnitude,Among Families,45046.43,-,4242.017363,38068.31144,52024.54856
60400000,2009,Poverty,Magnitude,Among Families,41582.8,-,6025.856245,31670.26648,51495.33352
60600000,2009,Poverty,Magnitude,Among Families,39313.62,-,6239.932063,29048.93176,49578.30824
61900000,2009,Poverty,Magnitude,Among Families,35726.44,-,14520.40388,11840.37562,59612.50438
67900000,2009,Poverty,Magnitude,Among Families,4665.198,-,1841.784826,1635.461961,7694.934039
63000000,2009,Poverty,Magnitude,Among Families,90558.24,-,9951.037973,74188.78253,106927.6975
64500000,2009,Poverty,Magnitude,Among Families,141584.7,-,12977.01044,120237.5178,162931.8822
71200000,2009,Poverty,Magnitude,Among Families,93941.53,-,11949.12743,74285.21537,113597.8446
