psgc_regn,pov_regn_year,pov_reign_sector,pov_regn_type_of_poverty,pov_regn_measure,pov_regn_universe,estimate,coefficient_of_variation,standard_error,lower_limit,upper_limit
40000000,2006,All,Subsistence,Incidence,Among Families,2.27041,13.43622,0.30506,1.7685863,2.7722337
170000000,2006,All,Subsistence,Incidence,Among Families,13.50728,12.45988,1.68299,10.73876145,16.27579855
90000000,2006,All,Subsistence,Incidence,Among Families,15.01183,8.186405,1.22893,12.99024015,17.03341985
50000000,2006,All,Subsistence,Incidence,Among Families,8.08083,10.24109,0.82756,6.7194938,9.4421662
60000000,2006,All,Subsistence,Incidence,Among Families,14.94952,8.440604,1.26183,12.87380965,17.02523035
70000000,2006,All,Subsistence,Incidence,Among Families,15.38266,9.33012,1.43522,13.0217231,17.7435969
80000000,2006,All,Subsistence,Incidence,Among Families,21.66751,9.242952,2.00272,18.3730356,24.9619844
100000000,2006,All,Subsistence,Incidence,Among Families,16.08966,8.451185,1.35977,13.85283835,18.32648165
110000000,2006,All,Subsistence,Incidence,Among Families,11.74795,10.64678,1.25078,9.6904169,13.8054831
120000000,2006,All,Subsistence,Incidence,Among Families,14.01119,9.069978,1.27081,11.92070755,16.10167245
160000000,2006,All,Subsistence,Incidence,Among Families,21.90363,8.643176,1.89317,18.78936535,25.01789465
150000000,2006,All,Subsistence,Incidence,Among Families,13.95487,14.88501,2.07718,10.5379089,17.3718311
130000000,2009,All,Subsistence,Incidence,Among Families,0.30036,26.26084,0.07888,0.1706024,0.4301176
140000000,2009,All,Subsistence,Incidence,Among Families,9.00208,16.87222,1.51885,6.50357175,11.50058825
10000000,2009,All,Subsistence,Incidence,Among Families,5.28733,15.58925,0.82425,3.93143875,6.64322125
20000000,2009,All,Subsistence,Incidence,Among Families,6.39179,12.39973,0.79256,5.0880288,7.6955512
30000000,2009,All,Subsistence,Incidence,Among Families,3.17479,13.76198,0.43691,2.45607305,3.89350695
40000000,2009,All,Subsistence,Incidence,Among Families,1.92385,20.39447,0.39236,1.2784178,2.5692822
170000000,2009,All,Subsistence,Incidence,Among Families,9.81111,16.68501,1.63698,7.1182779,12.5039421
90000000,2009,All,Subsistence,Incidence,Among Families,12.78024,9.069948,1.15916,10.8734218,14.6870582
50000000,2009,All,Subsistence,Incidence,Among Families,7.88574,13.53748,1.06753,6.12965315,9.64182685
60000000,2009,All,Subsistence,Incidence,Among Families,11.1244,10.40928,1.15797,9.21953935,13.02926065
70000000,2009,All,Subsistence,Incidence,Among Families,14.66993,9.373566,1.3751,12.4078905,16.9319695
80000000,2009,All,Subsistence,Incidence,Among Families,21.05653,9.767991,2.0568,17.673094,24.439966
100000000,2009,All,Subsistence,Incidence,Among Families,16.06345,9.004878,1.44649,13.68397395,18.44292605
110000000,2009,All,Subsistence,Incidence,Among Families,11.05244,15.7184,1.73727,8.19463085,13.91024915
120000000,2009,All,Subsistence,Incidence,Among Families,12.1705,9.860849,1.20011,10.19631905,14.14468095
160000000,2009,All,Subsistence,Incidence,Among Families,24.55616,7.376415,1.81136,21.5764728,27.5358472
150000000,2009,All,Subsistence,Incidence,Among Families,10.8082,16.28629,1.76026,7.9125723,13.7038277
130000000,2012,All,Subsistence,Incidence,Among Families,0.30866,31.2806,0.09655,0.14983525,0.46748475
140000000,2012,All,Subsistence,Incidence,Among Families,7.06437,16.87498,1.19211,5.10334905,9.02539095
10000000,2012,All,Subsistence,Incidence,Among Families,3.93369,15.73868,0.61911,2.91525405,4.95212595
20000000,2012,All,Subsistence,Incidence,Among Families,4.32571,19.75584,0.85458,2.9199259,5.7314941
30000000,2012,All,Subsistence,Incidence,Among Families,2.66584,14.52799,0.38729,2.02874795,3.30293205
40000000,2012,All,Subsistence,Incidence,Among Families,2.3459,15.35001,0.3601,1.7535355,2.9382645
170000000,2012,All,Subsistence,Incidence,Among Families,8.41244,16.77597,1.41127,6.09090085,10.73397915
90000000,2012,All,Subsistence,Incidence,Among Families,12.03213,8.847096,1.06449,10.28104395,13.78321605
50000000,2012,All,Subsistence,Incidence,Among Families,7.72097,10.66646,0.82355,6.36623025,9.07570975
60000000,2012,All,Subsistence,Incidence,Among Families,11.13169,10.41345,1.15919,9.22482245,13.03855755
70000000,2012,All,Subsistence,Incidence,Among Families,15.26988,9.290434,1.41864,12.9362172,17.6035428
80000000,2012,All,Subsistence,Incidence,Among Families,14.75208,9.122369,1.34177,12.5383377,16.9658223
100000000,2012,All,Subsistence,Incidence,Among Families,15.94735,11.1981,1.7858,13.009709,18.884991
110000000,2012,All,Subsistence,Incidence,Among Families,10.08791,14.37857,1.4505,7.7018375,12.4739825
120000000,2012,All,Subsistence,Incidence,Among Families,17.77032,10.04924,1.78578,14.8327119,20.7079281
160000000,2012,All,Subsistence,Incidence,Among Families,12.97825,9.965714,1.29338,10.8506399,15.1058601
150000000,2012,All,Subsistence,Incidence,Among Families,19.52211,14.22439,2.7769,14.9541095,24.0901105
130000000,1991,All,Subsistence,Magnitude,Among Families,17515.9,-,-,-,-
140000000,1991,All,Subsistence,Magnitude,Among Families,50739.3,-,-,-,-
10000000,1991,All,Subsistence,Magnitude,Among Families,95389.9,-,-,-,-
20000000,1991,All,Subsistence,Magnitude,Among Families,84189.6,-,-,-,-
30000000,1991,All,Subsistence,Magnitude,Among Families,82654.2,-,-,-,-
40000000,1991,All,Subsistence,Magnitude,Among Families,70698.2,-,-,-,-
170000000,1991,All,Subsistence,Magnitude,Among Families,66648.6,-,-,-,-
90000000,1991,All,Subsistence,Magnitude,Among Families,214124.3,-,-,-,-
50000000,1991,All,Subsistence,Magnitude,Among Families,159175.1,-,-,-,-
60000000,1991,All,Subsistence,Magnitude,Among Families,189055.3,-,-,-,-
70000000,1991,All,Subsistence,Magnitude,Among Families,152713.4,-,-,-,-
80000000,1991,All,Subsistence,Magnitude,Among Families,81952.9,-,-,-,-
100000000,1991,All,Subsistence,Magnitude,Among Families,131114.4,-,-,-,-
110000000,1991,All,Subsistence,Magnitude,Among Families,90519.1,-,-,-,-
120000000,1991,All,Subsistence,Magnitude,Among Families,109458.8,-,-,-,-
160000000,1991,All,Subsistence,Magnitude,Among Families,95167.6,-,-,-,-
150000000,1991,All,Subsistence,Magnitude,Among Families,36557.3,-,-,-,-
130000000,2006,All,Subsistence,Magnitude,Among Families,13260.89,-,3258.61938,7900.461119,18621.31888
140000000,2006,All,Subsistence,Magnitude,Among Families,32123.9,-,4772.956835,24272.38601,39975.41399
10000000,2006,All,Subsistence,Magnitude,Among Families,67069.82,-,7214.518274,55201.93744,78937.70256
20000000,2006,All,Subsistence,Magnitude,Among Families,45882.28,-,5875.535727,36217.02373,55547.53627
30000000,2006,All,Subsistence,Magnitude,Among Families,55304.64,-,7676.942755,42676.06917,67933.21083
40000000,2006,All,Subsistence,Magnitude,Among Families,55416.96,-,7446.020403,43168.25644,67665.66356
170000000,2006,All,Subsistence,Magnitude,Among Families,73380.48,-,9143.114136,58340.05725,88420.90275
90000000,2006,All,Subsistence,Magnitude,Among Families,153562.8,-,12571.29028,132883.0275,174242.5725
50000000,2006,All,Subsistence,Magnitude,Among Families,112953.5,-,11567.60885,93924.78344,131982.2166
60000000,2006,All,Subsistence,Magnitude,Among Families,200484.4,-,16922.09929,172647.5467,228321.2533
70000000,2006,All,Subsistence,Magnitude,Among Families,123802,-,11550.86871,104800.821,142803.179
80000000,2006,All,Subsistence,Magnitude,Among Families,141317.2,-,13061.89805,119830.3777,162804.0223
100000000,2006,All,Subsistence,Magnitude,Among Families,132378.7,-,11187.5947,113975.1067,150782.2933
110000000,2006,All,Subsistence,Magnitude,Among Families,106312.3,-,11318.85731,87692.77972,124931.8203
120000000,2006,All,Subsistence,Magnitude,Among Families,112252.8,-,10181.29383,95504.57165,129001.0284
160000000,2006,All,Subsistence,Magnitude,Among Families,100459.2,-,8682.874645,86175.87121,114742.5288
150000000,2006,All,Subsistence,Magnitude,Among Families,70887.72,-,10551.62365,53530.29909,88245.14091
130000000,2009,All,Subsistence,Magnitude,Among Families,8114.514,-,2131.026813,4608.974893,11620.05311
140000000,2009,All,Subsistence,Magnitude,Among Families,30972.39,-,5225.731008,22376.06249,39568.71751
10000000,2009,All,Subsistence,Magnitude,Among Families,54484.93,-,8493.747885,40512.71473,68457.14527
20000000,2009,All,Subsistence,Magnitude,Among Families,45456.64,-,5636.471144,36184.64497,54728.63503
30000000,2009,All,Subsistence,Magnitude,Among Families,69368.43,-,9546.378642,53664.63713,85072.22287
40000000,2009,All,Subsistence,Magnitude,Among Families,52778.36,-,10763.88261,35071.77311,70484.94689
170000000,2009,All,Subsistence,Magnitude,Among Families,57772.6,-,9639.34036,41915.88511,73629.31489
90000000,2009,All,Subsistence,Magnitude,Among Families,139544.8,-,12656.63621,118724.6334,160364.9666
50000000,2009,All,Subsistence,Magnitude,Among Families,118105.5,-,15988.49289,91804.4292,144406.5708
60000000,2009,All,Subsistence,Magnitude,Among Families,161818.1,-,16844.09795,134109.5589,189526.6411
70000000,2009,All,Subsistence,Magnitude,Among Families,125002.6,-,11717.2381,105727.7433,144277.4567
80000000,2009,All,Subsistence,Magnitude,Among Families,149403.3,-,14593.70354,125396.6577,173409.9423
100000000,2009,All,Subsistence,Magnitude,Among Families,143982.8,-,12965.43086,122654.6662,165310.9338
110000000,2009,All,Subsistence,Magnitude,Among Families,109167.4,-,17159.40841,80940.17316,137394.6268
120000000,2009,All,Subsistence,Magnitude,Among Families,108293.9,-,10678.66039,90727.50366,125860.2963
160000000,2009,All,Subsistence,Magnitude,Among Families,121307.4,-,8948.1184,106587.7452,136027.0548
150000000,2009,All,Subsistence,Magnitude,Among Families,57508.56,-,9366.033654,42101.43464,72915.68536
130000000,2012,All,Subsistence,Magnitude,Among Families,9004.008,-,2816.50736,4370.853394,13637.16261
140000000,2012,All,Subsistence,Magnitude,Among Families,26495.97,-,4471.183795,19140.87266,33851.06734
10000000,2012,All,Subsistence,Magnitude,Among Families,43458.41,-,6839.766311,32206.99442,54709.82558
20000000,2012,All,Subsistence,Magnitude,Among Families,33354.33,-,6589.427952,22514.72102,44193.93898
30000000,2012,All,Subsistence,Magnitude,Among Families,63603.55,-,9240.23205,48403.36828,78803.73172
40000000,2012,All,Subsistence,Magnitude,Among Families,72311.74,-,11099.98887,54052.2583,90571.2217
170000000,2012,All,Subsistence,Magnitude,Among Families,53677.53,-,9004.93565,38864.41086,68490.64914
90000000,2012,All,Subsistence,Magnitude,Among Families,140187.1,-,12402.4475,119785.0739,160589.1261
50000000,2012,All,Subsistence,Magnitude,Among Families,123865.8,-,13212.03147,102132.0082,145599.5918
60000000,2012,All,Subsistence,Magnitude,Among Families,175581.1,-,18283.99661,145503.9256,205658.2744
70000000,2012,All,Subsistence,Magnitude,Among Families,137718.5,-,12794.66451,116671.2769,158765.7231
80000000,2012,All,Subsistence,Magnitude,Among Families,113836.8,-,10384.62476,96754.09227,130919.5077
100000000,2012,All,Subsistence,Magnitude,Among Families,155678.6,-,17433.04032,127001.2487,184355.9513
110000000,2012,All,Subsistence,Magnitude,Among Families,108722.4,-,15632.74925,83006.52749,134438.2725
120000000,2012,All,Subsistence,Magnitude,Among Families,175563.1,-,17642.7403,146540.7922,204585.4078
160000000,2012,All,Subsistence,Magnitude,Among Families,69035.11,-,6879.86718,57717.72849,80352.49151
150000000,2012,All,Subsistence,Magnitude,Among Families,108770.5,-,15471.93432,83319.16804,134221.832
130000000,1991,All,Subsistence,Incidence,Among Population,1.53636,16.80708,-,-,-
140000000,1991,All,Subsistence,Incidence,Among Population,25.46292,20.58874,-,-,-
10000000,1991,All,Subsistence,Incidence,Among Population,17.69635,11.19126,-,-,-
20000000,1991,All,Subsistence,Incidence,Among Population,21.18002,12.1499,-,-,-
30000000,1991,All,Subsistence,Incidence,Among Population,8.01484,11.40358,-,-,-
40000000,1991,All,Subsistence,Incidence,Among Population,7.17379,11.83058,-,-,-
170000000,1991,All,Subsistence,Incidence,Among Population,24.11433,11.70658,-,-,-
90000000,1991,All,Subsistence,Incidence,Among Population,31.11,6.857858,-,-,-
50000000,1991,All,Subsistence,Incidence,Among Population,19.38099,7.736126,-,-,-
60000000,1991,All,Subsistence,Incidence,Among Population,25.54685,8.845503,-,-,-
70000000,1991,All,Subsistence,Incidence,Among Population,29.50197,8.120648,-,-,-
80000000,1991,All,Subsistence,Incidence,Among Population,21.7602,15.12771,-,-,-
100000000,1991,All,Subsistence,Incidence,Among Population,27.57462,10.97189,-,-,-
110000000,1991,All,Subsistence,Incidence,Among Population,20.02986,14.2865,-,-,-
120000000,1991,All,Subsistence,Incidence,Among Population,31.57834,10.20186,-,-,-
160000000,1991,All,Subsistence,Incidence,Among Population,33.13137,10.82993,-,-,-
150000000,1991,All,Subsistence,Incidence,Among Population,11.30739,17.47125,-,-,-
130000000,2006,All,Subsistence,Incidence,Among Population,0.85855,25.41854,0.21823,0.49956165,1.21753835
140000000,2006,All,Subsistence,Incidence,Among Population,13.60497,13.97331,1.90107,10.47770985,16.73223015
10000000,2006,All,Subsistence,Incidence,Among Population,9.83946,10.01297,0.98522,8.2187731,11.4601469
20000000,2006,All,Subsistence,Incidence,Among Population,9.62328,12.18886,1.17297,7.69374435,11.55281565
30000000,2006,All,Subsistence,Incidence,Among Population,3.78951,13.58335,0.51474,2.9427627,4.6362573
40000000,2006,All,Subsistence,Incidence,Among Population,3.26483,13.18376,0.43043,2.55677265,3.97288735
170000000,2006,All,Subsistence,Incidence,Among Population,18.57052,11.522,2.1397,15.0507135,22.0903265
90000000,2006,All,Subsistence,Incidence,Among Population,20.39997,7.60478,1.55137,17.84796635,22.95197365
50000000,2006,All,Subsistence,Incidence,Among Population,11.45916,9.810079,1.12415,9.60993325,13.30838675
60000000,2006,All,Subsistence,Incidence,Among Population,18.80082,8.254929,1.55199,16.24779645,21.35384355
70000000,2006,All,Subsistence,Incidence,Among Population,20.81454,9.114308,1.8971,17.6938105,23.9352695
80000000,2006,All,Subsistence,Incidence,Among Population,26.20322,9.154835,2.39886,22.2570953,30.1493447
100000000,2006,All,Subsistence,Incidence,Among Population,21.68304,8.286036,1.79666,18.7275343,24.6385457
110000000,2006,All,Subsistence,Incidence,Among Population,15.58577,10.01875,1.5615,13.0171025,18.1544375
120000000,2006,All,Subsistence,Incidence,Among Population,18.40163,8.438945,1.5529,15.8471095,20.9561505
160000000,2006,All,Subsistence,Incidence,Among Population,27.35068,8.107553,2.21747,23.70294185,30.99841815
150000000,2006,All,Subsistence,Incidence,Among Population,17.19862,13.90545,2.39155,13.26452025,21.13271975
130000000,2009,All,Subsistence,Incidence,Among Population,0.49857,27.96593,0.13943,0.26920765,0.72793235
140000000,2009,All,Subsistence,Incidence,Among Population,12.80358,16.0432,2.0541,9.4245855,16.1825745
10000000,2009,All,Subsistence,Incidence,Among Population,7.79804,14.43463,1.12562,5.9463951,9.6496849
20000000,2009,All,Subsistence,Incidence,Among Population,8.86538,12.50868,1.10894,7.0411737,10.6895863
30000000,2009,All,Subsistence,Incidence,Among Population,4.33465,13.33734,0.57813,3.38362615,5.28567385
40000000,2009,All,Subsistence,Incidence,Among Population,2.88351,19.10826,0.55099,1.97713145,3.78988855
170000000,2009,All,Subsistence,Incidence,Among Population,13.96586,14.20769,1.98423,10.70180165,17.22991835
90000000,2009,All,Subsistence,Incidence,Among Population,17.87349,8.805507,1.57385,15.28450675,20.46247325
50000000,2009,All,Subsistence,Incidence,Among Population,11.10957,12.6393,1.40417,8.79971035,13.41942965
60000000,2009,All,Subsistence,Incidence,Among Population,14.58107,9.717875,1.41697,12.25015435,16.91198565
70000000,2009,All,Subsistence,Incidence,Among Population,19.39382,9.170529,1.77852,16.4681546,22.3194854
80000000,2009,All,Subsistence,Incidence,Among Population,26.42728,8.913899,2.3557,22.5521535,30.3024065
100000000,2009,All,Subsistence,Incidence,Among Population,21.15315,8.683603,1.83686,18.1315153,24.1747847
110000000,2009,All,Subsistence,Incidence,Among Population,14.87429,14.8915,2.21501,11.23059855,18.51798145
120000000,2009,All,Subsistence,Incidence,Among Population,16.7056,9.333499,1.55922,14.1406831,19.2705169
160000000,2009,All,Subsistence,Incidence,Among Population,30.76635,6.781737,2.08649,27.33407395,34.19862605
150000000,2009,All,Subsistence,Incidence,Among Population,14.23765,15.51387,2.20881,10.60415755,17.87114245
130000000,2012,All,Subsistence,Incidence,Among Population,0.49343,32.81763,0.16193,0.22705515,0.75980485
140000000,2012,All,Subsistence,Incidence,Among Population,9.96783,15.582,1.55319,7.41283245,12.52282755
10000000,2012,All,Subsistence,Incidence,Among Population,5.65428,14.81695,0.83779,4.27611545,7.03244455
20000000,2012,All,Subsistence,Incidence,Among Population,5.86022,20.30529,1.18994,3.9027687,7.8176713
30000000,2012,All,Subsistence,Incidence,Among Population,3.79646,14.71751,0.55874,2.8773327,4.7155873
40000000,2012,All,Subsistence,Incidence,Among Population,3.19794,15.91567,0.50897,2.36068435,4.03519565
170000000,2012,All,Subsistence,Incidence,Among Population,12.36603,15.84621,1.95955,9.14257025,15.58948975
90000000,2012,All,Subsistence,Incidence,Among Population,16.76818,8.618979,1.44525,14.39074375,19.14561625
50000000,2012,All,Subsistence,Incidence,Among Population,11.10441,10.64764,1.18236,9.1594278,13.0493922
60000000,2012,All,Subsistence,Incidence,Among Population,13.61048,10.74169,1.462,11.20549,16.01547
70000000,2012,All,Subsistence,Incidence,Among Population,20.18963,8.870944,1.79101,17.24341855,23.13584145
80000000,2012,All,Subsistence,Incidence,Among Population,19.06694,8.302448,1.58582,16.4628721,21.6710079
100000000,2012,All,Subsistence,Incidence,Among Population,20.60653,10.83819,2.23338,16.9326199,24.2804401
110000000,2012,All,Subsistence,Incidence,Among Population,13.12153,13.95687,1.83136,10.1089428,16.1341172
120000000,2012,All,Subsistence,Incidence,Among Population,23.18244,9.457397,2.19246,19.5758433,26.7890367
160000000,2012,All,Subsistence,Incidence,Among Population,18.34988,9.70452,1.78077,15.42051335,21.27924665
