psgc_regn,pov_sect_year,pov_sect_sector,pov_reign_measure,estimate,coefficient_of_variation,lower_limit,upper_limit
150000000,2012,Employed,Magnitude,-,-,-,-
130000000,2003,Unemployed,Magnitude,-,-,-,-
140000000,2003,Unemployed,Magnitude,-,-,-,-
10000000,2003,Unemployed,Magnitude,-,-,-,-
20000000,2003,Unemployed,Magnitude,-,-,-,-
30000000,2003,Unemployed,Magnitude,-,-,-,-
40000000,2003,Unemployed,Magnitude,-,-,-,-
170000000,2003,Unemployed,Magnitude,-,-,-,-
50000000,2003,Unemployed,Magnitude,-,-,-,-
60000000,2003,Unemployed,Magnitude,-,-,-,-
70000000,2003,Unemployed,Magnitude,-,-,-,-
80000000,2003,Unemployed,Magnitude,-,-,-,-
90000000,2003,Unemployed,Magnitude,-,-,-,-
100000000,2003,Unemployed,Magnitude,-,-,-,-
110000000,2003,Unemployed,Magnitude,-,-,-,-
120000000,2003,Unemployed,Magnitude,-,-,-,-
160000000,2003,Unemployed,Magnitude,-,-,-,-
150000000,2003,Unemployed,Magnitude,-,-,-,-
130000000,2006,Unemployed,Magnitude,29680.86,19.25096,29159.80921,30201.91079
140000000,2006,Unemployed,Magnitude,2753.493,33.09412,2600.148725,2906.837275
10000000,2006,Unemployed,Magnitude,31460.64,14.27212,29843.21639,33078.06361
20000000,2006,Unemployed,Magnitude,4174.661,19.95664,4013.016024,4336.305976
30000000,2006,Unemployed,Magnitude,35176.83,13.82366,34286.46498,36067.19502
40000000,2006,Unemployed,Magnitude,29874.93,14.60512,29351.63209,30398.22791
170000000,2006,Unemployed,Magnitude,10757.26,14.04337,10043.87761,11470.64239
50000000,2006,Unemployed,Magnitude,41827.89,7.699886,39681.8172,43973.9628
60000000,2006,Unemployed,Magnitude,15474.27,19.9479,14880.16151,16068.37849
70000000,2006,Unemployed,Magnitude,47259.58,12.26675,44416.67911,50102.48089
80000000,2006,Unemployed,Magnitude,25654.73,9.55822,24348.78394,26960.67606
90000000,2006,Unemployed,Magnitude,6399.423,30.16583,5843.832627,6955.013373
100000000,2006,Unemployed,Magnitude,27095.47,11.48247,25531.19168,28659.74832
110000000,2006,Unemployed,Magnitude,26412.39,13.6307,24997.48477,27827.29523
120000000,2006,Unemployed,Magnitude,15885.53,13.04251,14958.3774,16812.6826
160000000,2006,Unemployed,Magnitude,15249,18.45125,13950.98959,16547.01041
150000000,2006,Unemployed,Magnitude,6924.592,23.39477,6284.042215,7565.141785
130000000,2009,Unemployed,Magnitude,31889.37,17.58373,31339.77264,32438.96736
140000000,2009,Unemployed,Magnitude,2033.231,35.66763,1959.812928,2106.649072
10000000,2009,Unemployed,Magnitude,22149.62,14.85362,21318.05654,22981.18346
20000000,2009,Unemployed,Magnitude,6909.873,19.95766,6505.325001,7314.420999
30000000,2009,Unemployed,Magnitude,39632.17,12.47853,38701.36909,40562.97091
40000000,2009,Unemployed,Magnitude,50258.04,11.44042,49227.19676,51288.88324
170000000,2009,Unemployed,Magnitude,13416.41,14.81482,12509.00218,14323.81782
50000000,2009,Unemployed,Magnitude,37558.67,9.521867,35488.57196,39628.76804
60000000,2009,Unemployed,Magnitude,38102.94,9.173008,36874.21817,39331.66183
70000000,2009,Unemployed,Magnitude,56745.71,10.47845,54257.93662,59233.48338
80000000,2009,Unemployed,Magnitude,38793.01,8.54703,36785.744,40800.276
90000000,2009,Unemployed,Magnitude,14616.97,18.82734,13536.05005,15697.88995
100000000,2009,Unemployed,Magnitude,20987.72,15.46933,19803.8232,22171.6168
110000000,2009,Unemployed,Magnitude,19606.8,15.03917,18695.15402,20518.44598
120000000,2009,Unemployed,Magnitude,27522.44,14.49935,25366.41809,29678.46191
160000000,2009,Unemployed,Magnitude,35003.15,7.424304,33091.98891,36914.31109
150000000,2009,Unemployed,Magnitude,9879.648,25.77867,8899.901417,10859.39458
130000000,2012,Unemployed,Magnitude,-,-,-,-
140000000,2012,Unemployed,Magnitude,-,-,-,-
10000000,2012,Unemployed,Magnitude,-,-,-,-
20000000,2012,Unemployed,Magnitude,-,-,-,-
30000000,2012,Unemployed,Magnitude,-,-,-,-
40000000,2012,Unemployed,Magnitude,-,-,-,-
170000000,2012,Unemployed,Magnitude,-,-,-,-
50000000,2012,Unemployed,Magnitude,-,-,-,-
60000000,2012,Unemployed,Magnitude,-,-,-,-
70000000,2012,Unemployed,Magnitude,-,-,-,-
80000000,2012,Unemployed,Magnitude,-,-,-,-
90000000,2012,Unemployed,Magnitude,-,-,-,-
100000000,2012,Unemployed,Magnitude,-,-,-,-
110000000,2012,Unemployed,Magnitude,-,-,-,-
120000000,2012,Unemployed,Magnitude,-,-,-,-
160000000,2012,Unemployed,Magnitude,-,-,-,-
150000000,2012,Unemployed,Magnitude,-,-,-,-
